# pos_1,concentration
1.389139705019461386e-03,9.045658887758756261e-01
2.470278535103650856e-03,1.356466081643231458e+00
4.392845456035934966e-03,1.080628989729937706e+00
7.811706625951745156e-03,7.864124375720299431e-01
1.389139705019461560e-02,8.342107640933074109e-01
2.470278535103651030e-02,8.930068370817941803e-01
4.392845456035934792e-02,1.055202425265703736e+00
7.811706625951746197e-02,9.293965171305809125e-01
1.389139705019461490e-01,9.920072580242100813e-01
2.470278535103651030e-01,1.045044077065972798e+00
4.392845456035935348e-01,9.973569911095722107e-01
7.811706625951745364e-01,1.001960937506545690e+00
