# pos_1,average_velocity_axis
1.389139705019461386e-03,1.182307692307842800e-01
2.470278535103650856e-03,1.478371040723893137e-01
4.392845456035934966e-03,2.722449392712484317e-01
7.811706625951745156e-03,5.453408748114612070e-01
1.389139705019461560e-02,7.232068776437394764e-01
2.470278535103651030e-02,8.547717170359667715e-01
4.392845456035934792e-02,9.030784945650613960e-01
7.811706625951746197e-02,9.544943334674177438e-01
1.389139705019461490e-01,1.014253713177411864e+00
2.470278535103651030e-01,1.084007271147966467e+00
4.392845456035935348e-01,1.157448423367637425e+00
7.811706625951745364e-01,1.226992397052100614e+00
