# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,0.000000000000000000e+00
4.392845456035934966e-03,0.000000000000000000e+00
7.811706625951745156e-03,0.000000000000000000e+00
1.389139705019461560e-02,1.003895297558905775e-02
2.470278535103651030e-02,1.241969986359597183e-01
4.392845456035934792e-02,4.126974374404199786e-01
7.811706625951746197e-02,7.212233603434955453e-01
1.389139705019461490e-01,9.075213489932507649e-01
2.470278535103651030e-01,1.034786811362336856e+00
4.392845456035935348e-01,9.974579603367691449e-01
7.811706625951745364e-01,1.135926792541005481e+00
