# pos_1,average_velocity_axis
1.389139705019461386e-03,2.711025641025399113e-01
2.470278535103650856e-03,3.317264957264963177e-01
4.392845456035934966e-03,4.192000000000024040e-01
7.811706625951745156e-03,5.371787941787911080e-01
1.389139705019461560e-02,8.251022128556372293e-01
2.470278535103651030e-02,9.619641724202282473e-01
4.392845456035934792e-02,9.994643010427664009e-01
7.811706625951746197e-02,1.046316464979109462e+00
1.389139705019461490e-01,1.101167018693682165e+00
2.470278535103651030e-01,1.169873237579158065e+00
4.392845456035935348e-01,1.245496579537543891e+00
7.811706625951745364e-01,1.319967265721348371e+00
