# pos_1,concentration
1.389139705019461386e-03,0.000000000000000000e+00
2.470278535103650856e-03,3.630875709323087897e+00
4.392845456035934966e-03,2.041791457982193858e+00
7.811706625951745156e-03,1.148183714244042086e+00
1.389139705019461560e-02,0.000000000000000000e+00
2.470278535103651030e-02,7.261751418646177347e-01
4.392845456035934792e-02,1.225074874789316315e+00
7.811706625951746197e-02,1.148183714244042086e+00
1.389139705019461490e-01,1.162208072573948980e+00
2.470278535103651030e-01,1.052953955703695765e+00
4.392845456035935348e-01,8.575524123525216647e-01
7.811706625951745364e-01,1.021883505677197546e+00
