# time,position_x,position_y
0.000000000000000000e+00,7.915824009045149268e-01,0.000000000000000000e+00
3.658779185968666914e-01,3.957912004522574634e-01,-1.978956002261282876e-01
6.214742226610288078e-01,9.894780011306458789e-02,-1.978956002261282876e-01
8.172609965868142812e-01,-9.894780011306458789e-02,-9.894780011306458789e-02
1.065081679312356311e+00,-2.968434003391928755e-01,9.894780011306458789e-02
1.328926022154039988e+00,-3.957912004522574634e-01,3.957912004522574634e-01
1.407109027282487546e+00,-3.957912004522574634e-01,4.947390005653220513e-01
1.642467737676372330e+00,-2.968434003391928755e-01,7.915824009045149268e-01
1.908749221465939172e+00,-9.894780011306458789e-02,1.088425801243707802e+00
2.006247034090742343e+00,0.000000000000000000e+00,1.187373601356772390e+00
2.106904683697786052e+00,9.894780011306458789e-02,1.286321401469836978e+00
2.209381725976132138e+00,1.978956002261282876e-01,1.385269201582900678e+00
2.311730534579801599e+00,2.968434003391928755e-01,1.484217001695965266e+00
2.412049375998555956e+00,3.957912004522574634e-01,1.583164801809029854e+00
2.509100765423474488e+00,4.947390005653220513e-01,1.682112601922093553e+00
2.602491510009392162e+00,5.936868006783857510e-01,1.781060402035158141e+00
2.985392401090794401e+00,8.905302010175795147e-01,2.275799402600479304e+00
3.283797995479951659e+00,9.894780011306432144e-01,2.770538403165802244e+00
3.554582548460144320e+00,9.894780011306432144e-01,3.265277403731123407e+00
3.838349409772594534e+00,8.905302010175795147e-01,3.760016404296444570e+00
4.192087210052402924e+00,5.936868006783857510e-01,4.254755404861767509e+00
4.368552511398529958e+00,3.957912004522574634e-01,4.452651005087896685e+00
4.674658951257610440e+00,0.000000000000000000e+00,4.749494405427088672e+00
4.978480043091678020e+00,-3.957912004522574634e-01,5.046337805766282436e+00
5.066812147810265898e+00,-4.947390005653220513e-01,5.145285605879347024e+00
5.431010703053802402e+00,-7.915824009045149268e-01,5.640024606444668187e+00
5.724706102390396900e+00,-8.905302010175795147e-01,6.134763607009989350e+00
5.780556105484383700e+00,-8.905302010175795147e-01,6.233711407123053938e+00
