# time,position_x,position_y
0.000000000000000000e+00,7.915824009045149268e-01,0.000000000000000000e+00
3.658779185968666914e-01,3.957912004522574634e-01,-1.978956002261282876e-01
5.385616896488136796e-01,1.978956002261282876e-01,-1.978956002261282876e-01
7.441648497907319415e-01,0.000000000000000000e+00,-9.894780011306458789e-02
1.006357142211027789e+00,-1.978956002261282876e-01,9.894780011306458789e-02
1.289783189419875908e+00,-2.968434003391928755e-01,3.957912004522574634e-01
1.373977602821321753e+00,-2.968434003391928755e-01,4.947390005653220513e-01
1.625978777113320728e+00,-1.978956002261282876e-01,7.915824009045149268e-01
1.907856356580630575e+00,0.000000000000000000e+00,1.088425801243707802e+00
2.009155229597417325e+00,9.894780011306458789e-02,1.187373601356772390e+00
2.113159233576912932e+00,1.978956002261282876e-01,1.286321401469836978e+00
2.218089404122205011e+00,2.968434003391928755e-01,1.385269201582900678e+00
2.321838330022075070e+00,3.957912004522574634e-01,1.484217001695965266e+00
2.422713297668364074e+00,4.947390005653220513e-01,1.583164801809029854e+00
2.519875381987309204e+00,5.936868006783857510e-01,1.682112601922093553e+00
2.853116570647353356e+00,8.905302010175795147e-01,2.077903802374351905e+00
3.052096014249614075e+00,9.894780011306432144e-01,2.374747202713543892e+00
3.283016706338759416e+00,1.088425801243707802e+00,2.770538403165802244e+00
3.494731963628667337e+00,1.088425801243707802e+00,3.166329603618058819e+00
3.716683460737437272e+00,9.894780011306432144e-01,3.562120804070317170e+00
3.896286303869870071e+00,8.905302010175795147e-01,3.858964204409509158e+00
4.110897079429607359e+00,6.926346007914503389e-01,4.155807604748702921e+00
4.371208743908525207e+00,3.957912004522574634e-01,4.452651005087896685e+00
4.677315183767605689e+00,0.000000000000000000e+00,4.749494405427088672e+00
4.981136275601673269e+00,-3.957912004522574634e-01,5.046337805766282436e+00
5.069468380320261147e+00,-4.947390005653220513e-01,5.145285605879347024e+00
5.299083493836250547e+00,-6.926346007914503389e-01,5.442129006218539011e+00
5.433733471409366800e+00,-7.915824009045149268e-01,5.640024606444668187e+00
5.671542260107799827e+00,-8.905302010175795147e-01,6.035815806896924762e+00
5.783694719792957351e+00,-8.905302010175795147e-01,6.233711407123053938e+00
