# time,position_x,position_y,swimming_direction_x,swimming_direction_y
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.499999999999999944e-01,5.611300089647688200e-03,7.472126644842960741e-02,0.000000000000000000e+00,1.000000000000000000e+00
2.999999999999999889e-01,2.228129897821515271e-02,1.477921938756970310e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.499999999999999556e-01,4.955414574344552819e-02,2.176241404892634568e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.999999999999999778e-01,8.668007681906270134e-02,2.828476489182010223e-01,0.000000000000000000e+00,1.000000000000000000e+00
7.500000000000000000e-01,1.326104744488327825e-01,3.423414660260123976e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.999999999999999112e-01,1.860566211798997949e-01,3.952559749000406630e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.050000000000000044e+00,2.455853866906931304e-01,4.410098760716678612e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.199999999999999956e+00,3.096987885451510936e-01,4.792356119713546136e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.349999999999999867e+00,3.768723588532270075e-01,5.097804605938758282e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.500000000000000000e+00,4.455551442708887144e-01,5.327065354983210321e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.649999999999999911e+00,5.141704806682417805e-01,5.482903647815582371e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.799999999999999822e+00,5.813986643700873591e-01,5.568499745202661888e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.949999999999999956e+00,6.463140187656304381e-01,5.585913002307625330e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.100000000000000089e+00,7.080958261609761051e-01,5.537677686891722129e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.250000000000000000e+00,7.660870521069782502e-01,5.426565544291057641e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.399999999999999911e+00,8.197943453992395657e-01,5.255585797416604255e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.549999999999999822e+00,8.688880380781112134e-01,5.027985146754190282e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.699999999999999734e+00,9.132021454286929352e-01,4.747247770364509400e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.850000000000000089e+00,9.526893401964702246e-01,4.416483230087556167e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,9.874116619410651108e-01,4.038034885585273237e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.149999999999999911e+00,1.017520367015116722e+00,3.615203842354937080e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.299999999999999822e+00,1.043151343808695897e+00,3.151865427244501250e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.449999999999999734e+00,1.064424159580815266e+00,2.652460713901380052e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.599999999999999645e+00,1.081442060459427923e+00,2.121996522772457427e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.750000000000000000e+00,1.094291971441428313e+00,1.566045421104079738e-01,0.000000000000000000e+00,1.000000000000000000e+00
3.899999999999999911e+00,1.103044496392651785e+00,9.907457229420679745e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.049999999999999822e+00,1.107753918047874819e+00,4.028014891316999968e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.200000000000000178e+00,1.108458198010814355e+00,-1.905174726822794762e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.349999999999999645e+00,1.105178976754129350e+00,-7.813756080556460981e-02,0.000000000000000000e+00,1.000000000000000000e+00
4.500000000000000000e+00,1.097944540892380028e+00,-1.361796726522586654e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.649999999999999467e+00,1.086761944014102088e+00,-1.925759014536624902e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.799999999999999822e+00,1.071436674560323210e+00,-2.466904659435461833e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.950000000000000178e+00,1.051788486394445332e+00,-2.979240789390978916e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.099999999999999645e+00,1.027672254404997654e+00,-3.457329382129209483e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.250000000000000000e+00,9.989779745056358573e-01,-3.896287264930342609e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.399999999999999467e+00,9.656307636351423307e-01,-4.291786114628708959e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.549999999999999822e+00,9.275908597574256120e-01,-4.640052457612800496e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.700000000000000178e+00,8.848536218615214999e-01,-4.937867669825248274e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.849999999999999645e+00,8.374495299615924981e-01,-5.182567976762838535e-01,0.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,7.854441850969269279e-01,-5.372044453476507719e-01,0.000000000000000000e+00,1.000000000000000000e+00
