# time,position_x,position_y
0.000000000000000000e+00,7.915824009045149268e-01,0.000000000000000000e+00
1.002864725360867459e-01,6.926346007914503389e-01,-9.894780011306458789e-02
3.661106179556534168e-01,3.957912004522574634e-01,-1.978956002261282876e-01
6.217069220198154778e-01,9.894780011306458789e-02,-1.978956002261282876e-01
8.174936959456009511e-01,-9.894780011306458789e-02,-9.894780011306458789e-02
1.065314378671142981e+00,-2.968434003391928755e-01,9.894780011306458789e-02
1.329158721512826657e+00,-3.957912004522574634e-01,3.957912004522574634e-01
1.407341726641274215e+00,-3.957912004522574634e-01,4.947390005653220513e-01
1.642700437035159000e+00,-2.968434003391928755e-01,7.915824009045149268e-01
1.908981920824726064e+00,-9.894780011306458789e-02,1.088425801243707802e+00
2.006479733449529235e+00,0.000000000000000000e+00,1.187373601356772390e+00
2.107137383056572943e+00,9.894780011306458789e-02,1.286321401469836978e+00
2.209614425334919474e+00,1.978956002261282876e-01,1.385269201582900678e+00
2.311963233938588935e+00,2.968434003391928755e-01,1.484217001695965266e+00
2.412282075357343292e+00,3.957912004522574634e-01,1.583164801809029854e+00
2.509333464782261824e+00,4.947390005653220513e-01,1.682112601922093553e+00
2.602724209368179498e+00,5.936868006783857510e-01,1.781060402035158141e+00
2.846065679766915490e+00,7.915824009045149268e-01,2.077903802374351905e+00
2.986218183550251482e+00,8.905302010175795147e-01,2.275799402600479304e+00
3.171981184687554745e+00,9.894780011306432144e-01,2.572642802939673068e+00
3.342828975282546633e+00,9.894780011306432144e-01,2.869486203278866832e+00
3.505299707070661963e+00,9.894780011306432144e-01,3.166329603618058819e+00
3.668512068422704164e+00,9.894780011306432144e-01,3.463173003957252583e+00
3.845573804010793850e+00,8.905302010175795147e-01,3.760016404296444570e+00
3.976618249893594470e+00,7.915824009045149268e-01,3.957912004522573746e+00
4.199679052374398758e+00,5.936868006783857510e-01,4.254755404861767509e+00
4.376144353720525793e+00,3.957912004522574634e-01,4.452651005087896685e+00
4.469415388630650021e+00,2.968434003391928755e-01,4.551598805200959497e+00
4.683288670935378484e+00,0.000000000000000000e+00,4.749494405427088672e+00
4.896104419035643751e+00,-2.968434003391928755e-01,4.947390005653217848e+00
5.076014097107633738e+00,-4.947390005653220513e-01,5.145285605879347024e+00
5.305629210623623138e+00,-6.926346007914503389e-01,5.442129006218539011e+00
5.440279188196739391e+00,-7.915824009045149268e-01,5.640024606444668187e+00
5.622400230621702910e+00,-8.905302010175795147e-01,5.936868006783861951e+00
5.791584542235016286e+00,-8.905302010175795147e-01,6.233711407123053938e+00
