# time,position_x,position_y,swimming_direction_x,swimming_direction_y
0.000000000000000000e+00,7.853981633974482790e-01,0.000000000000000000e+00,-4.256434166534179275e-01,9.048909778860683151e-01
2.250000000000000056e-01,6.925895931410236406e-01,5.169207709221288610e-02,-4.359486225149891703e-01,8.999715542878471419e-01
4.500000000000000111e-01,6.077631623189290178e-01,1.177111477675156503e-01,-4.439998939575386938e-01,8.960268378601695671e-01
6.750000000000000444e-01,5.218253742203381451e-01,1.921402857663810360e-01,-5.381671808681696145e-01,8.428381134217928228e-01
9.000000000000000222e-01,4.682207696929404639e-01,2.898677263701228690e-01,-4.515121669358520551e-01,8.922649623900354987e-01
1.125000000000000000e+00,4.349500972327255965e-01,3.986043622638733019e-01,-4.500536629887597617e-01,8.930015119978240712e-01
1.350000000000000089e+00,4.540772440509264762e-01,5.245702767139346356e-01,-1.441419340339839261e-01,9.895570235478816645e-01
1.574999999999999956e+00,5.370385090002910422e-01,6.581558512535246042e-01,-1.233863907423436990e-01,9.923587045920329031e-01
1.800000000000000044e+00,6.358008821977526592e-01,7.888506486270070450e-01,-1.003270674323748501e-01,9.949545112920589185e-01
2.024999999999999911e+00,7.463575036724188205e-01,9.189828154177114294e-01,-7.617059295959582865e-02,9.970948002914183927e-01
2.250000000000000000e+00,8.616525384258033604e-01,1.054235098969192652e+00,-5.218044529863419267e-02,9.986376725962406997e-01
2.475000000000000089e+00,9.754435923340967207e-01,1.202558337662737564e+00,-2.947777513934169563e-02,9.995654359634663644e-01
2.700000000000000178e+00,1.082304461668063489e+00,1.373637426023413877e+00,-9.091489841401291863e-03,9.999586715522116309e-01
2.925000000000000266e+00,1.177622701489029033e+00,1.578884046547424536e+00,8.086534816064529577e-03,9.999673034428019358e-01
3.149999999999999911e+00,1.257744150489774171e+00,1.831157920819426410e+00,2.139490032261337493e-02,9.997711029231569624e-01
3.375000000000000000e+00,1.320588172501856006e+00,2.142261808189129368e+00,3.039457100123665878e-02,9.995379782947974023e-01
3.600000000000000089e+00,1.362787048709251714e+00,2.516683299487661785e+00,3.528662735982385223e-02,9.993772330454446795e-01
3.825000000000000178e+00,1.441108342982640567e+00,2.931455108041399082e+00,3.434564615258227094e-01,9.391685998989537376e-01
4.049999999999999822e+00,1.493482210565948654e+00,3.369320239335638956e+00,2.972101339571799894e-01,9.548120947459531882e-01
4.275000000000000355e+00,1.526495511986305509e+00,3.793010056956632514e+00,1.708786479160156330e-03,9.999985400233185606e-01
4.500000000000000000e+00,1.479305928344230914e+00,4.165111142602884620e+00,2.255664966591491849e-03,9.999974559845432598e-01
4.725000000000000533e+00,1.308413284137532662e+00,4.423892787112674974e+00,-7.294570775768426385e-01,6.840265871828757893e-01
4.950000000000000178e+00,1.030549572007843251e+00,4.581222124181439703e+00,-8.559946906670052869e-01,5.169846124885131289e-01
5.174999999999999822e+00,6.916307671199826146e-01,4.706682638408193675e+00,-8.703282986264034848e-01,4.924719815482601071e-01
5.400000000000000355e+00,3.123351572207109239e-01,4.831026596043022536e+00,-8.268795519853059384e-01,5.623790594506341556e-01
5.625000000000000000e+00,-5.334521480730354537e-02,4.992605490427039605e+00,-7.253479104870896865e-01,6.883824581960328315e-01
5.850000000000000533e+00,-4.056653055748279391e-01,5.180205912062977092e+00,-6.689551705308810492e-01,7.433027511182774827e-01
6.075000000000000178e+00,-7.256874091576442920e-01,5.396201637866870904e+00,-5.334853841331951285e-01,8.458092840092602538e-01
6.299999999999999822e+00,-9.462084231018317304e-01,5.710863849961914873e+00,-5.263268264063020174e-01,8.502823482850095926e-01
6.525000000000000355e+00,-1.108618346793385667e+00,6.080692502557775825e+00,-4.987584830244080614e-01,8.667410083820837885e-01
6.750000000000000000e+00,-1.203299400917752449e+00,6.488685561737532304e+00,-4.605319589279189829e-01,8.876431235614985482e-01
6.975000000000000533e+00,-1.237215592742030301e+00,6.896652336095240088e+00,-4.895719568404877792e-02,9.988008775480494705e-01
7.200000000000000178e+00,-1.078387982919071453e+00,7.240788477681875612e+00,6.014127523692353039e-01,7.989384840447110170e-01
7.424999999999999822e+00,-7.967304173180362881e-01,7.484177219767383704e+00,6.152502616492269150e-01,7.883318562258903039e-01
7.650000000000000355e+00,-4.743967239951672465e-01,7.688678139503610787e+00,6.544223936509733219e-01,7.561291759270573065e-01
7.875000000000000000e+00,-1.090512068013175934e-01,7.860543024207868434e+00,7.067567922267546932e-01,7.074565970017863137e-01
8.099999999999999645e+00,2.527264761896408363e-01,8.037711899720266118e+00,4.897431792991965849e-01,8.718667434475952938e-01
8.325000000000001066e+00,5.413372217994804059e-01,8.269779852028600331e+00,4.153626599803381669e-01,9.096559023576211711e-01
8.550000000000000711e+00,7.978775698996523058e-01,8.538678945478501703e+00,5.331281057454951844e-01,8.460345281749559465e-01
8.775000000000000355e+00,1.027291627518862382e+00,8.856332793323065999e+00,5.221946474005439986e-01,8.528263306360922558e-01
9.000000000000000000e+00,1.200647508885800629e+00,9.230833768672653150e+00,4.905137951491303494e-01,8.714334264695136056e-01
