# time,position_x,position_y
0.000000000000000000e+00,7.853981633974482790e-01,0.000000000000000000e+00
1.461218948246440497e-01,7.800602808566940993e-01,-1.029572656926617674e-01
2.922437896492880993e-01,7.642081572809560353e-01,-2.037803415192800949e-01
4.383656844739321490e-01,7.377865177386208062e-01,-3.004570795939301986e-01
5.844875792985761986e-01,7.005514325942425735e-01,-3.911808277748268781e-01
7.306094741232203038e-01,6.525210875862204052e-01,-4.744459531745400804e-01
8.767313689478642980e-01,5.939772818541080301e-01,-5.490481473034629634e-01
1.022853263772508292e+00,5.254654279386138382e-01,-6.140844260698135049e-01
1.168975158597152397e+00,4.477945517816012688e-01,-6.689531297796332820e-01
1.315097053421796502e+00,3.620301779776034512e-01,-7.133541860162911918e-01
1.461218948246440608e+00,2.691881480107508606e-01,-7.472249847336078776e-01
1.607340843071084491e+00,1.709321264222338488e-01,-7.704617702177641858e-01
1.753462737895728596e+00,6.925993715997263989e-02,-7.829710883682731160e-01
1.899584632720372701e+00,-3.381430083939518383e-02,-7.847075867760338053e-01
2.045706527545016584e+00,-1.362601736505151817e-01,-7.756740147233313065e-01
2.191828422369660689e+00,-2.360309723593164155e-01,-7.559212231838371432e-01
2.337950317194304795e+00,-3.310636930630110331e-01,-7.255481648226085323e-01
2.484072212018948900e+00,-4.193249174514087629e-01,-6.847129648695878812e-01
2.630194106843593005e+00,-4.995686051908110881e-01,-6.336129985659821884e-01
2.776316001668237110e+00,-5.709436826582192648e-01,-5.723097510663398557e-01
2.922437896492881215e+00,-6.327093563174533974e-01,-5.011573137996744309e-01
3.068559791317524876e+00,-6.843083602852506608e-01,-4.208733119939359058e-01
3.214681686142168981e+00,-7.253669563312664659e-01,-3.325389046760097722e-01
3.360803580966813087e+00,-7.556949338780735159e-01,-2.375987846717187990e-01
3.506925475791457192e+00,-7.752856100011618068e-01,-1.378611786058218103e-01
3.653047370616101297e+00,-7.843210921725320972e-01,-3.538938160613406408e-02
3.799169265440745402e+00,-7.828546545402103041e-01,6.789670056521696084e-02
3.945291160265389507e+00,-7.706216224999278275e-01,1.697207154045259903e-01
4.091413055090033168e+00,-7.474847451686712496e-01,2.679904293065608067e-01
4.237534949914677718e+00,-7.134643416301443830e-01,3.608701890720522609e-01
4.383656844739321379e+00,-6.687383009347701579e-01,4.467809219076904759e-01
4.529778739563965928e+00,-6.136420820996879577e-01,5.244001354261295100e-01
4.675900634388609589e+00,-5.486687141087566166e-01,5.926619176459835270e-01
4.822022529213253250e+00,-4.743676279139986685e-01,6.508499913884548960e-01
4.968144424037897799e+00,-3.914115808123523332e-01,6.987551942821361717e-01
5.114266318862541461e+00,-3.010234715811365147e-01,7.361865953964824572e-01
5.260388213687186010e+00,-2.046714141502694040e-01,7.630007297916656661e-01
5.406510108511829671e+00,-1.040551602956367172e-01,7.791087890090138135e-01
5.552632003336474220e+00,-1.106099639087587683e-03,7.844766210710125698e-01
5.698753898161117881e+00,1.020127403515617148e-01,7.791247304813033736e-01
5.844875792985761542e+00,2.029066943625302821e-01,7.631282782246855412e-01
