# time,position_x,position_y
0.000000000000000000e+00,7.903377744879991340e-01,0.000000000000000000e+00
1.550093767320047111e-01,6.322702195903993072e-01,-7.903377744879946931e-02
3.714542836378031399e-01,3.951688872440000111e-01,-1.580675548975989386e-01
5.842212995922008156e-01,1.580675548975998268e-01,-1.580675548975989386e-01
8.120643173831108008e-01,-7.903377744879946931e-02,-7.903377744879946931e-02
1.014347278622067972e+00,-2.371013323463992961e-01,7.903377744880035749e-02
1.230005674033349150e+00,-3.161351097951987654e-01,3.161351097951996536e-01
1.427856178431019085e+00,-3.161351097951987654e-01,5.532364421415989497e-01
1.626539076272888185e+00,-2.371013323463992961e-01,7.903377744879991340e-01
1.842958160910141086e+00,-7.903377744879946931e-02,1.027439106834398430e+00
1.921214467948488602e+00,0.000000000000000000e+00,1.106472884283197899e+00
2.001761889420265561e+00,7.903377744880035749e-02,1.185506661731998257e+00
2.084123724694521673e+00,1.580675548975998268e-01,1.264540439180797726e+00
2.167470301220622897e+00,2.371013323464001843e-01,1.343574216629597196e+00
2.250748810971404446e+00,3.161351097951996536e-01,1.422607994078397553e+00
2.332922629484980970e+00,3.951688872440000111e-01,1.501641771527197022e+00
2.413202067375807669e+00,4.742026646927994804e-01,1.580675548975997380e+00
2.566683678482771569e+00,6.322702195903993072e-01,1.738743103873597207e+00
2.767179412950711903e+00,7.903377744879991340e-01,1.975844436219995615e+00
2.885076790258939816e+00,8.693715519367986033e-01,2.133911991117596330e+00
3.043483132609627440e+00,9.484053293855980726e-01,2.371013323463994737e+00
3.187996665408173502e+00,1.027439106834398430e+00,2.608114655810394922e+00
3.322607496987235898e+00,1.027439106834398430e+00,2.845215988156795106e+00
3.451586870057501422e+00,1.027439106834398430e+00,3.082317320503193514e+00
3.494175265086304716e+00,1.027439106834398430e+00,3.161351097951992983e+00
3.622667364181789473e+00,1.027439106834398430e+00,3.398452430298393168e+00
3.761574794160848612e+00,9.484053293855980726e-01,3.635553762644793352e+00
3.907270197805869039e+00,8.693715519367986033e-01,3.872655094991191760e+00
4.014287009908952264e+00,7.903377744879991340e-01,4.030722649888792475e+00
4.193979380654984546e+00,6.322702195903993072e-01,4.267823982235190883e+00
4.333871346037378558e+00,4.742026646927994804e-01,4.425891537132791598e+00
4.406902438506387298e+00,3.951688872440000111e-01,4.504925314581591067e+00
4.576603587234137294e+00,1.580675548975998268e-01,4.662992869479190006e+00
4.748035317473954464e+00,-7.903377744879946931e-02,4.821060424376790721e+00
4.917088387581406650e+00,-3.161351097951987654e-01,4.979127979274389659e+00
4.989844710821529361e+00,-3.951688872439991229e-01,5.058161756723189129e+00
5.129192536532610980e+00,-5.532364421415980615e-01,5.216229311620789844e+00
5.308934670462656769e+00,-7.113039970391978883e-01,5.453330643967188252e+00
5.416430333182776558e+00,-7.903377744879982458e-01,5.611398198864788966e+00
5.563606304358143184e+00,-8.693715519367977151e-01,5.848499531211187374e+00
5.704797961524031180e+00,-9.484053293855971845e-01,6.085600863557587559e+00
5.792398931156029107e+00,-9.484053293855971845e-01,6.243668418455186497e+00
