# time,position_x,position_y
0.000000000000000000e+00,7.853981633974482790e-01,0.000000000000000000e+00
2.250000000000000056e-01,7.727918189300005958e-01,-1.577772657259696176e-01
4.500000000000000111e-01,7.352194772717581817e-01,-3.079204422935601371e-01
6.750000000000000444e-01,6.720602276645025741e-01,-4.437201984323227433e-01
9.000000000000000222e-01,5.837168587748580162e-01,-5.600641137915167711e-01
1.125000000000000000e+00,4.720741189085191358e-01,-6.535337281676709686e-01
1.350000000000000089e+00,3.404519217099364892e-01,-7.224045370470707494e-01
1.574999999999999956e+00,1.930436333524652437e-01,-7.662406902745420023e-01
1.800000000000000044e+00,3.648824074846945820e-02,-7.846940937393592774e-01
2.024999999999999911e+00,-1.218579900246863912e-01,-7.776077005846185886e-01
2.250000000000000000e+00,-2.745471870930758507e-01,-7.450948779949365663e-01
2.475000000000000089e+00,-4.140704278835381502e-01,-6.875474613048727646e-01
2.700000000000000178e+00,-5.348223609798244960e-01,-6.055866052697252977e-01
2.925000000000000266e+00,-6.337030200566898808e-01,-4.998256335115758286e-01
3.149999999999999911e+00,-7.085087752799549277e-01,-3.725495796593821241e-01
3.375000000000000000e+00,-7.580677371332158465e-01,-2.280871610664549909e-01
3.600000000000000089e+00,-7.822422118208215425e-01,-7.279780558052414974e-02
3.825000000000000178e+00,-7.814815329702590185e-01,8.606610474385523180e-02
4.049999999999999822e+00,-7.551510620083258241e-01,2.406117377606292740e-01
4.275000000000000355e+00,-7.030066715286250600e-01,3.836189566258906836e-01
4.500000000000000000e+00,-6.256900477062505850e-01,5.093100466341559107e-01
4.725000000000000533e+00,-5.247269419037526861e-01,6.133506086010038771e-01
4.950000000000000178e+00,-4.020831012037616725e-01,6.933678364019401075e-01
5.174999999999999822e+00,-2.615545826306791555e-01,7.486153286559200648e-01
5.400000000000000355e+00,-1.086808382535838780e-01,7.785830088694201123e-01
5.625000000000000000e+00,4.994968089365559027e-02,7.830364830118001773e-01
5.850000000000000533e+00,2.066995248123854045e-01,7.620170395153040843e-01
6.075000000000000178e+00,3.529730711782930741e-01,7.158700357807903369e-01
6.299999999999999822e+00,4.825449441076066215e-01,6.452244036834187124e-01
6.525000000000000355e+00,5.917376094491646477e-01,5.499854976939959617e-01
6.750000000000000000e+00,6.776794748030787741e-01,4.316485826539472881e-01
6.975000000000000533e+00,7.386474677981805792e-01,2.938373075230161224e-01
7.200000000000000178e+00,7.740670360920192117e-01,1.423037053792678419e-01
7.424999999999999822e+00,7.843925191102922856e-01,-1.580596549137508466e-02
7.650000000000000355e+00,7.694003362245858124e-01,-1.731305968415298713e-01
7.875000000000000000e+00,7.286063238487747729e-01,-3.219373928531207296e-01
8.099999999999999645e+00,6.623288965793451277e-01,-4.558313593355245441e-01
8.325000000000001066e+00,5.717017285311236652e-01,-5.698003788967755945e-01
8.550000000000000711e+00,4.585085009784853893e-01,-6.605183876810476473e-01
8.775000000000000355e+00,3.253900833187453046e-01,-7.267752245661603938e-01
9.000000000000000000e+00,1.770833290304087981e-01,-7.679098065902658643e-01
