# time,position_x,position_y
0.000000000000000000e+00,7.978648009116930950e-01,0.000000000000000000e+00
3.686728337196435445e-01,3.989324004558465475e-01,-1.994662002279232738e-01
5.426210024385000885e-01,1.994662002279232738e-01,-1.994662002279232738e-01
9.525416054506627983e-01,-1.994662002279232738e-01,0.000000000000000000e+00
1.347905815261574825e+00,-3.989324004558465475e-01,3.989324004558465475e-01
1.508923239344860390e+00,-3.989324004558465475e-01,5.983986006837698213e-01
1.840712020315351749e+00,-1.994662002279232738e-01,9.973310011396172570e-01
2.033566063382427291e+00,0.000000000000000000e+00,1.196797201367540531e+00
2.238584298915366144e+00,1.994662002279232738e-01,1.396263401595463804e+00
2.442607101739445508e+00,3.989324004558465475e-01,1.595729601823387078e+00
2.810154787970724044e+00,7.978648009116930950e-01,1.994662002279234514e+00
3.204720000619244669e+00,9.973310011396172570e-01,2.593060602963003447e+00
3.536233963111187872e+00,9.973310011396172570e-01,3.191459203646774156e+00
3.893819340850513733e+00,7.978648009116930950e-01,3.789857804330544866e+00
4.175485263533973423e+00,5.983986006837698213e-01,4.188790204786391413e+00
4.538762292885081706e+00,1.994662002279232738e-01,4.587722605242237961e+00
4.969753686457416109e+00,-3.989324004558465475e-01,4.986655005698084508e+00
5.313197417985292326e+00,-7.978648009116930950e-01,5.385587406153931056e+00
5.680873689925086012e+00,-9.973310011396172570e-01,5.983986006837701765e+00
5.790616726159878880e+00,-9.973310011396172570e-01,6.183452207065624151e+00
