# time,position_x,position_y
0.000000000000000000e+00,7.853981633974482790e-01,0.000000000000000000e+00
1.458564855561587381e-01,7.800796540758507813e-01,-1.027715822729429046e-01
2.917129711123174762e-01,7.642846459027988759e-01,-2.034203995018994404e-01
4.375694566684762421e-01,7.379596885270230944e-01,-2.999449078955236381e-01
5.834259422246349525e-01,7.008610733308127116e-01,-3.905469384008732892e-01
7.292824277807936628e-01,6.530052203978977676e-01,-4.737271423568844009e-01
8.751389133369524842e-01,5.946702531627185984e-01,-5.482853122091888576e-01
1.020995398893111084e+00,5.263959984104261691e-01,-6.133203815101136991e-01
1.166851884449269905e+00,4.489839862768806866e-01,-6.682304249186825640e-01
1.312708370005428726e+00,3.634918236937994540e-01,-7.127128786887394485e-01
1.458564855561587326e+00,2.709287857184036197e-01,-7.467042360164284354e-01
1.604421341117746147e+00,1.729353950645452498e-01,-7.701022952902722984e-01
1.750277826673904968e+00,7.149830008428731398e-02,-7.828131983302556440e-01
1.896134312230063568e+00,-3.137967394937540844e-02,-7.847908401197286610e-01
2.041990797786222167e+00,-1.336795248425171612e-01,-7.760368688054062325e-01
2.187847283342381211e+00,-2.333660734802807668e-01,-7.566006856973684913e-01
2.333703768898539810e+00,-3.283879638268764611e-01,-7.265794452690610417e-01
2.479560254454698409e+00,-4.167154790280498955e-01,-6.861275915520190782e-01
2.625416740010857453e+00,-4.970807834425205463e-01,-6.354459446244424825e-01
2.771273225567016052e+00,-5.686368290115708657e-01,-5.745925188449279020e-01
2.917129711123174651e+00,-6.306407180464056461e-01,-5.039073304500729655e-01
3.062986196679333695e+00,-6.825317507340052936e-01,-4.240912954367347387e-01
3.208842682235492294e+00,-7.239314251371260500e-01,-3.362062295620310559e-01
3.354699167791650893e+00,-7.546434371943007147e-01,-2.416748483433384109e-01
3.500555653347809937e+00,-7.746536807198379782e-01,-1.422807670582938444e-01
3.646412138903968536e+00,-7.841362942990872664e-01,-4.007717012834513537e-02
3.792268624460127135e+00,-7.831644177239295290e-01,6.303442154821600751e-02
3.938125110016285735e+00,-7.714753160428825529e-01,1.647939442561797696e-01
4.083981595572444334e+00,-7.489249417767731565e-01,2.631082614969444400e-01
4.229838081128603378e+00,-7.155256757163142023e-01,3.561389580860473414e-01
4.375694566684762421e+00,-6.714463269221044861e-01,4.423023401531642751e-01
4.521551052240920576e+00,-6.170121327246289589e-01,5.202694351421092156e-01
4.667407537797079620e+00,-5.527047587242573945e-01,5.889659918108359760e-01
4.813264023353238663e+00,-4.790767298900069360e-01,6.476500895135144376e-01
4.959120508909396818e+00,-3.967670842820832933e-01,6.960991270492440375e-01
5.104976994465555862e+00,-3.069673025917364351e-01,7.341226830359804945e-01
5.250833480021714905e+00,-2.111219415326340276e-01,7.615746102449828525e-01
5.396689965577873060e+00,-1.109082508403835265e-01,7.783636193902345735e-01
5.542546451134032104e+00,-8.236173272530011857e-03,7.844532791284437589e-01
5.688402936690191147e+00,9.475165539143992621e-02,7.798620160590419292e-01
5.834259422246349303e+00,1.956799063501002411e-01,7.646631147241856885e-01
