# omega_z*kolmogorov_time,angle_z
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,nan
-3.687500000000000000e+00,nan
-3.562500000000000000e+00,nan
-3.437500000000000000e+00,nan
-3.312500000000000000e+00,nan
-3.187500000000000000e+00,nan
-3.062500000000000000e+00,nan
-2.937500000000000000e+00,nan
-2.812500000000000000e+00,8.048477550857821017e-01
-2.687500000000000000e+00,8.042679072420227948e-01
-2.562500000000000000e+00,1.154092181962890873e+00
-2.437500000000000000e+00,1.477172263408575548e+00
-2.312500000000000000e+00,-7.857621902665687941e-01
-2.187500000000000000e+00,1.714584631916206581e+00
-2.062500000000000000e+00,2.492165755813632533e+00
-1.937500000000000000e+00,2.063245415928193882e+00
-1.812500000000000000e+00,1.122986988704335554e+00
-1.687500000000000000e+00,1.505836246316950344e+00
-1.562500000000000000e+00,1.559333244661703199e+00
-1.437500000000000000e+00,1.137174539248217764e+00
-1.312500000000000000e+00,7.914160838215604787e-01
-1.187500000000000000e+00,9.588475184541066509e-01
-1.062500000000000000e+00,9.937917081642002604e-01
-9.375000000000000000e-01,9.078843951549788738e-01
-8.125000000000000000e-01,8.729854836421599984e-01
-6.875000000000000000e-01,7.784676039146425364e-01
-5.625000000000000000e-01,7.045346998452409748e-01
-4.375000000000000000e-01,5.517919905912951339e-01
-3.125000000000000000e-01,4.146856366379432779e-01
-1.875000000000000000e-01,2.922814736882136666e-01
-6.250000000000000000e-02,1.086926100941704443e-01
6.250000000000000000e-02,-7.593614750865164409e-02
1.875000000000000000e-01,-2.408534053201824565e-01
3.125000000000000000e-01,-3.758719516692872742e-01
4.375000000000000000e-01,-4.959417024261575380e-01
5.625000000000000000e-01,-6.431068619564558331e-01
6.875000000000000000e-01,-7.668196874893721260e-01
8.125000000000000000e-01,-8.556024365133424459e-01
9.375000000000000000e-01,-1.023252772525194754e+00
1.062500000000000000e+00,-8.739768049951067708e-01
1.187500000000000000e+00,-1.073929399699667275e+00
1.312500000000000000e+00,-8.404100338974547224e-01
1.437500000000000000e+00,-1.093697112297353335e+00
1.562500000000000000e+00,-1.261095912142845110e+00
1.687500000000000000e+00,-6.707685080534366850e-01
1.812500000000000000e+00,-7.932834837154060237e-01
1.937500000000000000e+00,1.072789070592505695e-01
2.062500000000000000e+00,-1.329776651353878236e+00
2.187500000000000000e+00,-2.081615153557131226e+00
2.312500000000000000e+00,-2.378117182507440752e+00
2.437500000000000000e+00,-2.132659666171444535e+00
2.562500000000000000e+00,1.674856129436344265e-01
2.687500000000000000e+00,-1.162469447296776565e-01
2.812500000000000000e+00,-5.558714757843888910e-01
2.937500000000000000e+00,-2.409510474953759473e+00
3.062500000000000000e+00,-2.711347793140814311e+00
3.187500000000000000e+00,-3.000061001927716298e+00
3.312500000000000000e+00,3.066192155543208120e+00
3.437500000000000000e+00,nan
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
