# omega_z*kolmogorov_time,p_x
-3.937500000000000000e+00,4.311733599999999500e-01
-3.812500000000000000e+00,3.542028275862069697e-01
-3.687500000000000000e+00,1.901633636363637414e-01
-3.562500000000000000e+00,1.041573000000000082e-01
-3.437500000000000000e+00,-3.011605400000000876e-01
-3.312500000000000000e+00,-3.359481842105263016e-01
-3.187500000000000000e+00,8.784240350877196846e-02
-3.062500000000000000e+00,-5.071389795918360144e-02
-2.937500000000000000e+00,-3.261575939849620243e-02
-2.812500000000000000e+00,1.046579601990044184e-02
-2.687500000000000000e+00,5.957073285198551116e-02
-2.562500000000000000e+00,3.470472961373390758e-02
-2.437500000000000000e+00,-5.240097927461138255e-02
-2.312500000000000000e+00,3.068701441152919124e-02
-2.187500000000000000e+00,5.996012296374135520e-02
-2.062500000000000000e+00,-1.102990918616964704e-03
-1.937500000000000000e+00,1.399213277711565048e-02
-1.812500000000000000e+00,3.171980210265917116e-02
-1.687500000000000000e+00,4.732049416765520683e-02
-1.562500000000000000e+00,7.847655317368427974e-02
-1.437500000000000000e+00,6.398251398428672632e-02
-1.312500000000000000e+00,9.292178053131172621e-02
-1.187500000000000000e+00,1.333014712863786755e-01
-1.062500000000000000e+00,1.804131206745423488e-01
-9.375000000000000000e-01,2.220073524558144606e-01
-8.125000000000000000e-01,2.698892956041021307e-01
-6.875000000000000000e-01,3.157118645746462837e-01
-5.625000000000000000e-01,3.550661701829661010e-01
-4.375000000000000000e-01,3.969186606264418771e-01
-3.125000000000000000e-01,4.321554550265888084e-01
-1.875000000000000000e-01,4.635913025606818172e-01
-6.250000000000000000e-02,4.770500149177793747e-01
6.250000000000000000e-02,4.737085297313717303e-01
1.875000000000000000e-01,4.573639106410939403e-01
3.125000000000000000e-01,4.291800268301759202e-01
4.375000000000000000e-01,4.007258335471179378e-01
5.625000000000000000e-01,3.513744592772853892e-01
6.875000000000000000e-01,3.079494814703487848e-01
8.125000000000000000e-01,2.622876742892119029e-01
9.375000000000000000e-01,2.255608292362276668e-01
1.062500000000000000e+00,1.791845865614537514e-01
1.187500000000000000e+00,1.318142827366718117e-01
1.312500000000000000e+00,1.052583920582534360e-01
1.437500000000000000e+00,8.471906397200686112e-02
1.562500000000000000e+00,5.353939263171426932e-02
1.687500000000000000e+00,1.927172274881513644e-02
1.812500000000000000e+00,2.837811010463842445e-02
1.937500000000000000e+00,-3.254445340717555119e-02
2.062500000000000000e+00,-2.766807408874789181e-02
2.187500000000000000e+00,-1.270179913373029740e-02
2.312500000000000000e+00,-2.888017312448504237e-03
2.437500000000000000e+00,-2.504712738853508147e-02
2.562500000000000000e+00,-1.010333041575492592e-02
2.687500000000000000e+00,-6.054196067415733296e-02
2.812500000000000000e+00,2.129619379310343785e-01
2.937500000000000000e+00,-5.168287671232876801e-02
3.062500000000000000e+00,1.000168157894736759e-01
3.187500000000000000e+00,6.541124242424244117e-02
3.312500000000000000e+00,9.977434285714296969e-02
3.437500000000000000e+00,-8.672077391304348071e-01
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
