# omega_z*kolmogorov_time,p_x
-3.937500000000000000e+00,9.928232708502313653e-01
-3.812500000000000000e+00,9.923409802064376839e-01
-3.687500000000000000e+00,9.918080807379427988e-01
-3.562500000000000000e+00,9.912171564198072327e-01
-3.437500000000000000e+00,9.905593526088791734e-01
-3.312500000000000000e+00,9.898240134538841550e-01
-3.187500000000000000e+00,9.889981988143361491e-01
-3.062500000000000000e+00,9.880660252113239173e-01
-2.937500000000000000e+00,9.870077424467501581e-01
-2.812500000000000000e+00,9.857990582080073949e-01
-2.687500000000000000e+00,9.844093666404464260e-01
-2.562500000000000000e+00,9.827985282624183139e-01
-2.437500000000000000e+00,9.809153612873313666e-01
-2.312500000000000000e+00,9.786958165818375743e-01
-2.187500000000000000e+00,9.760552677500382579e-01
-2.062500000000000000e+00,9.728788372891720160e-01
-1.937500000000000000e+00,9.690099681020103439e-01
-1.812500000000000000e+00,9.642382057913136961e-01
-1.687500000000000000e+00,9.582728748879506542e-01
-1.562500000000000000e+00,9.507017037765455036e-01
-1.437500000000000000e+00,9.409456316679537524e-01
-1.312500000000000000e+00,9.282181815309671347e-01
-1.187500000000000000e+00,9.114061717400926410e-01
-1.062500000000000000e+00,8.889193138797163440e-01
-9.375000000000000000e-01,8.585672069173501120e-01
-8.125000000000000000e-01,8.173511839310647620e-01
-6.875000000000000000e-01,7.612568210854125939e-01
-5.625000000000000000e-01,6.851375622033112345e-01
-4.375000000000000000e-01,5.832419642515069835e-01
-3.125000000000000000e-01,4.508172069050452868e-01
-1.875000000000000000e-01,2.868045993428627316e-01
-6.250000000000000000e-02,9.754645921274386622e-02
6.250000000000000000e-02,-1.019656824561273600e-01
1.875000000000000000e-01,-2.920007987998671228e-01
3.125000000000000000e-01,-4.563767928352512326e-01
4.375000000000000000e-01,-5.884547258808369152e-01
5.625000000000000000e-01,-6.896707876589656117e-01
6.875000000000000000e-01,-7.651866755273653009e-01
8.125000000000000000e-01,-8.208122953350989182e-01
9.375000000000000000e-01,-8.616038156172279860e-01
1.062500000000000000e+00,-8.915283405534137895e-01
1.187500000000000000e+00,-9.135931002523215438e-01
1.312500000000000000e+00,-9.300063728459394552e-01
1.437500000000000000e+00,-9.423702663812547620e-01
1.562500000000000000e+00,-9.518272192902088591e-01
1.687500000000000000e+00,-9.591667656563661604e-01
1.812500000000000000e+00,-9.649447900853325155e-01
1.937500000000000000e+00,-9.695622300464807886e-01
2.062500000000000000e+00,-9.733088362066558696e-01
2.187500000000000000e+00,-9.763895721604866074e-01
2.312500000000000000e+00,-9.789539104635228695e-01
2.437500000000000000e+00,-9.811148787359392776e-01
2.562500000000000000e+00,-9.829541746576972994e-01
2.687500000000000000e+00,-9.845338236328055048e-01
2.812500000000000000e+00,-9.859009609251410122e-01
2.937500000000000000e+00,-9.870919628535648194e-01
3.062500000000000000e+00,-9.881365125482831635e-01
3.187500000000000000e+00,-9.890580839608402730e-01
3.312500000000000000e+00,-9.898755082929976412e-01
3.437500000000000000e+00,-9.906040747070765651e-01
3.562500000000000000e+00,-9.912563231960480614e-01
3.687500000000000000e+00,-9.918426300336391499e-01
3.812500000000000000e+00,-9.923716484603722909e-01
3.937500000000000000e+00,-9.928506456674422997e-01
