# omega_z*kolmogorov_time,p_y
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,-3.355381999999999532e-01
-3.687500000000000000e+00,-3.975499545454544981e-01
-3.562500000000000000e+00,-5.829020588235294120e-01
-3.437500000000000000e+00,-7.519452682926828224e-01
-3.312500000000000000e+00,-6.498848374999999233e-01
-3.187500000000000000e+00,-4.314122205882351957e-01
-3.062500000000000000e+00,-3.938759390243900538e-01
-2.937500000000000000e+00,-5.847807414965986439e-01
-2.812500000000000000e+00,-2.767087768240341639e-01
-2.687500000000000000e+00,-3.559926548223348863e-01
-2.562500000000000000e+00,-1.634798530405405237e-01
-2.437500000000000000e+00,-1.069332027310924693e-01
-2.312500000000000000e+00,1.464573048600875671e-02
-2.187500000000000000e+00,7.609812329390339136e-02
-2.062500000000000000e+00,1.668775592269328700e-01
-1.937500000000000000e+00,2.668525813664595070e-01
-1.812500000000000000e+00,3.298105786255097760e-01
-1.687500000000000000e+00,4.042417013396353287e-01
-1.562500000000000000e+00,4.626970037760065879e-01
-1.437500000000000000e+00,4.717262127414118544e-01
-1.312500000000000000e+00,4.901138175414999076e-01
-1.187500000000000000e+00,5.043885248036069635e-01
-1.062500000000000000e+00,4.965843060737127890e-01
-9.375000000000000000e-01,4.915346335522486343e-01
-8.125000000000000000e-01,4.715038247399291893e-01
-6.875000000000000000e-01,4.411170174708602953e-01
-5.625000000000000000e-01,3.842718445818337214e-01
-4.375000000000000000e-01,3.217421030431925622e-01
-3.125000000000000000e-01,2.374878747029276482e-01
-1.875000000000000000e-01,1.535790766831738596e-01
-6.250000000000000000e-02,5.561004197622482909e-02
6.250000000000000000e-02,-4.020989390085372844e-02
1.875000000000000000e-01,-1.413551078668758287e-01
3.125000000000000000e-01,-2.342774486062548511e-01
4.375000000000000000e-01,-3.145389629662234121e-01
5.625000000000000000e-01,-3.749576297634075184e-01
6.875000000000000000e-01,-4.254211603665575825e-01
8.125000000000000000e-01,-4.578978880342056135e-01
9.375000000000000000e-01,-4.871456338948766396e-01
1.062500000000000000e+00,-5.121627068256386917e-01
1.187500000000000000e+00,-5.237809352897039306e-01
1.312500000000000000e+00,-5.141609841823785443e-01
1.437500000000000000e+00,-4.938343938454980986e-01
1.562500000000000000e+00,-4.625002158232922600e-01
1.687500000000000000e+00,-3.678160760152278108e-01
1.812500000000000000e+00,-2.979203290213726096e-01
1.937500000000000000e+00,-2.117879032433908071e-01
2.062500000000000000e+00,-1.282257928843711092e-01
2.187500000000000000e+00,-7.587348012232363395e-03
2.312500000000000000e+00,9.553422163588360522e-03
2.437500000000000000e+00,3.709886384439353008e-02
2.562500000000000000e+00,2.546772754590984622e-01
2.687500000000000000e+00,3.440989631449627995e-01
2.812500000000000000e+00,4.096947712418301801e-01
2.937500000000000000e+00,4.682791277533037699e-01
3.062500000000000000e+00,4.802104035087719214e-01
3.187500000000000000e+00,5.393977021276595840e-01
3.312500000000000000e+00,2.856470357142857908e-01
3.437500000000000000e+00,-1.998462500000001280e-02
3.562500000000000000e+00,-1.469899999999998985e-02
3.687500000000000000e+00,8.422899999999990117e-03
3.812500000000000000e+00,-7.250000000000000368e-03
3.937500000000000000e+00,nan
