# omega_z*kolmogorov_time,p_y
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,3.087987999999999844e-01
-3.687500000000000000e+00,4.182372758620690467e-01
-3.562500000000000000e+00,1.826041290322580612e-01
-3.437500000000000000e+00,1.599841406249999654e-01
-3.312500000000000000e+00,1.585283783783784095e-01
-3.187500000000000000e+00,8.247099999999997488e-02
-3.062500000000000000e+00,-1.171921475409836988e-01
-2.937500000000000000e+00,-2.633024338842974155e-01
-2.812500000000000000e+00,-4.765616081081080480e-01
-2.687500000000000000e+00,-4.449016877470353681e-01
-2.562500000000000000e+00,-3.943390531561459800e-01
-2.437500000000000000e+00,-3.481164462365596846e-01
-2.312500000000000000e+00,-3.731858634085210569e-01
-2.187500000000000000e+00,-2.923664411764709814e-01
-2.062500000000000000e+00,-2.073366030356099121e-01
-1.937500000000000000e+00,-1.578692577258319352e-01
-1.812500000000000000e+00,-6.850852237340447626e-02
-1.687500000000000000e+00,1.784869654701523936e-02
-1.562500000000000000e+00,1.162972417733420527e-01
-1.437500000000000000e+00,2.280337299729074951e-01
-1.312500000000000000e+00,2.976504397839965788e-01
-1.187500000000000000e+00,3.415673519243404566e-01
-1.062500000000000000e+00,3.951450579759866466e-01
-9.375000000000000000e-01,4.233332838210797089e-01
-8.125000000000000000e-01,4.249308364060438437e-01
-6.875000000000000000e-01,4.094384691861244208e-01
-5.625000000000000000e-01,3.616674675061010702e-01
-4.375000000000000000e-01,3.064290978140918331e-01
-3.125000000000000000e-01,2.412529153838965101e-01
-1.875000000000000000e-01,1.526330076013885650e-01
-6.250000000000000000e-02,5.892273606361082827e-02
6.250000000000000000e-02,-4.610854052786368673e-02
1.875000000000000000e-01,-1.407219509175663685e-01
3.125000000000000000e-01,-2.396714952907743057e-01
4.375000000000000000e-01,-3.202021266246088405e-01
5.625000000000000000e-01,-3.808063849847252436e-01
6.875000000000000000e-01,-4.111517913716262740e-01
8.125000000000000000e-01,-4.191301055498046213e-01
9.375000000000000000e-01,-4.108610743346119976e-01
1.062500000000000000e+00,-3.798560657626617876e-01
1.187500000000000000e+00,-3.418502826465468769e-01
1.312500000000000000e+00,-3.200796785532151190e-01
1.437500000000000000e+00,-2.185837826270062290e-01
1.562500000000000000e+00,-1.544487784335217551e-01
1.687500000000000000e+00,-4.862306861002484853e-02
1.812500000000000000e+00,6.405411294311619264e-02
1.937500000000000000e+00,1.333996312700107545e-01
2.062500000000000000e+00,2.621340544369865078e-01
2.187500000000000000e+00,3.294919932502595739e-01
2.312500000000000000e+00,3.193573134328354657e-01
2.437500000000000000e+00,3.199216335470083661e-01
2.562500000000000000e+00,3.115851036468330615e-01
2.687500000000000000e+00,2.235932624309392436e-01
2.812500000000000000e+00,2.474979929824560054e-01
2.937500000000000000e+00,1.584655687203792018e-01
3.062500000000000000e+00,-3.144142138364776351e-02
3.187500000000000000e+00,-2.925660273972604392e-02
3.312500000000000000e+00,-2.013602073170730478e-01
3.437500000000000000e+00,-3.305675135135137110e-01
3.562500000000000000e+00,-7.298885000000000511e-01
3.687500000000000000e+00,-7.468527000000000360e-01
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
