# omega_z*kolmogorov_time,p_y
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,4.192949999999999733e-01
-3.687500000000000000e+00,2.984356400000000020e-01
-3.562500000000000000e+00,2.001640882352941075e-01
-3.437500000000000000e+00,2.763966249999999514e-01
-3.312500000000000000e+00,1.414133571428571046e-01
-3.187500000000000000e+00,8.168217307692304807e-02
-3.062500000000000000e+00,-2.487983292682926784e-01
-2.937500000000000000e+00,-1.965168311688311742e-01
-2.812500000000000000e+00,-3.211620227272726780e-01
-2.687500000000000000e+00,-3.210611336405529426e-01
-2.562500000000000000e+00,-2.408978768382351587e-01
-2.437500000000000000e+00,-9.837187452948555066e-02
-2.312500000000000000e+00,-1.573871584415582892e-01
-2.187500000000000000e+00,-1.846066633333333928e-01
-2.062500000000000000e+00,-2.539020281883813679e-01
-1.937500000000000000e+00,-2.588628278188948029e-01
-1.812500000000000000e+00,-2.935316762680028058e-01
-1.687500000000000000e+00,-3.162288301270076984e-01
-1.562500000000000000e+00,-3.637575420832802608e-01
-1.437500000000000000e+00,-3.676165323101769355e-01
-1.312500000000000000e+00,-3.519577875387443489e-01
-1.187500000000000000e+00,-3.466587339287505731e-01
-1.062500000000000000e+00,-3.440790774490811166e-01
-9.375000000000000000e-01,-3.584225722772669265e-01
-8.125000000000000000e-01,-3.373679378938581608e-01
-6.875000000000000000e-01,-3.207089022245928622e-01
-5.625000000000000000e-01,-2.896128988707145635e-01
-4.375000000000000000e-01,-2.466512696612886413e-01
-3.125000000000000000e-01,-1.887545371854267295e-01
-1.875000000000000000e-01,-1.193991506304783595e-01
-6.250000000000000000e-02,-3.889238683776687078e-02
6.250000000000000000e-02,4.158275337277302086e-02
1.875000000000000000e-01,1.173903606414479495e-01
3.125000000000000000e-01,1.870018692590861842e-01
4.375000000000000000e-01,2.412534063228675141e-01
5.625000000000000000e-01,2.985762574864554431e-01
6.875000000000000000e-01,3.277905303800099368e-01
8.125000000000000000e-01,3.503832310662691740e-01
9.375000000000000000e-01,3.592096193099053592e-01
1.062500000000000000e+00,3.712617902234608969e-01
1.187500000000000000e+00,3.515389675655890556e-01
1.312500000000000000e+00,3.640161778326845843e-01
1.437500000000000000e+00,3.449846303679606208e-01
1.562500000000000000e+00,3.366435828567667654e-01
1.687500000000000000e+00,3.194837112855914985e-01
1.812500000000000000e+00,2.797192020416276459e-01
1.937500000000000000e+00,2.733326780412136947e-01
2.062500000000000000e+00,2.900876497217070860e-01
2.187500000000000000e+00,2.404188766968323177e-01
2.312500000000000000e+00,1.296935507649510932e-01
2.437500000000000000e+00,1.338707811735940778e-01
2.562500000000000000e+00,1.963299810495626740e-01
2.687500000000000000e+00,2.392871230425052953e-01
2.812500000000000000e+00,7.184723255813965648e-02
2.937500000000000000e+00,1.784551445783131296e-01
3.062500000000000000e+00,4.038008870967740305e-01
3.187500000000000000e+00,2.737015869565217474e-01
3.312500000000000000e+00,6.489494594594594212e-02
3.437500000000000000e+00,1.385409999999999975e-01
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
