# vs,max_surftimeconst,max_average_velocity_axis
1.000000000000000000e+00,2.857142857142856762e+00,3.230798851077897327e-01
7.000000000000000000e+00,1.469387755102040671e+00,1.517875803609880059e+00
6.000000000000000000e+00,1.632653061224489610e+00,1.355087847895368514e+00
5.000000000000000000e+00,1.714285714285714191e+00,1.178451959198355103e+00
4.000000000000000000e+00,2.040816326530612290e+00,1.004883852983447623e+00
3.000000000000000000e+00,2.367346938775510168e+00,8.124050626151012588e-01
8.000000000000000000e+00,1.551020408163265252e+00,1.691903424773936626e+00
2.000000000000000000e+00,2.285714285714285587e+00,5.766166125191107827e-01
