# omega_z*kolmogorov_time,p_y
-3.937500000000000000e+00,-2.560110399999999675e-01
-3.812500000000000000e+00,-2.139024482758621060e-01
-3.687500000000000000e+00,6.956090909090884011e-03
-3.562500000000000000e+00,1.954722999999999877e-01
-3.437500000000000000e+00,3.695190600000000103e-01
-3.312500000000000000e+00,2.786609999999999920e-01
-3.187500000000000000e+00,2.083685263157895318e-01
-3.062500000000000000e+00,1.435714285714297968e-02
-2.937500000000000000e+00,3.408731578947368085e-02
-2.812500000000000000e+00,-1.179938009950247807e-01
-2.687500000000000000e+00,-1.805617039711192862e-01
-2.562500000000000000e+00,-1.592244914163091496e-01
-2.437500000000000000e+00,-1.950058523316063053e-01
-2.312500000000000000e+00,-1.192408694955964799e-01
-2.187500000000000000e+00,-1.369632532842879058e-01
-2.062500000000000000e+00,-1.861525127488650455e-01
-1.937500000000000000e+00,-2.203850266984507811e-01
-1.812500000000000000e+00,-2.399747578849718843e-01
-1.687500000000000000e+00,-2.435837301304852043e-01
-1.562500000000000000e+00,-2.661757127591100058e-01
-1.437500000000000000e+00,-2.415124047138037522e-01
-1.312500000000000000e+00,-2.568010541823290693e-01
-1.187500000000000000e+00,-2.664478941941447743e-01
-1.062500000000000000e+00,-2.857703339722147962e-01
-9.375000000000000000e-01,-2.846132394060782445e-01
-8.125000000000000000e-01,-2.781257864944744473e-01
-6.875000000000000000e-01,-2.522432304384070179e-01
-5.625000000000000000e-01,-2.200498581170765577e-01
-4.375000000000000000e-01,-1.892809315006753479e-01
-3.125000000000000000e-01,-1.483845376136004868e-01
-1.875000000000000000e-01,-9.429696247290518529e-02
-6.250000000000000000e-02,-2.731567722229169895e-02
6.250000000000000000e-02,4.256043937617006584e-02
1.875000000000000000e-01,1.057117486234433329e-01
3.125000000000000000e-01,1.593548530316848955e-01
4.375000000000000000e-01,2.020972582779203830e-01
5.625000000000000000e-01,2.409167843697527511e-01
6.875000000000000000e-01,2.637373369793321043e-01
8.125000000000000000e-01,2.696306130010164837e-01
9.375000000000000000e-01,2.846808582178391722e-01
1.062500000000000000e+00,2.827164871622401265e-01
1.187500000000000000e+00,2.813902084954149618e-01
1.312500000000000000e+00,2.746102719447098273e-01
1.437500000000000000e+00,2.684568756897398600e-01
1.562500000000000000e+00,2.186941990209984865e-01
1.687500000000000000e+00,2.202168220774096963e-01
1.812500000000000000e+00,2.471766931126031797e-01
1.937500000000000000e+00,2.752031261738506762e-01
2.062500000000000000e+00,2.189280178288428580e-01
2.187500000000000000e+00,1.400474363833242031e-01
2.312500000000000000e+00,2.140260354492996009e-01
2.437500000000000000e+00,7.847127388535025949e-02
2.562500000000000000e+00,1.404775404814004869e-01
2.687500000000000000e+00,2.876119382022470083e-01
2.812500000000000000e+00,2.988109999999999378e-01
2.937500000000000000e+00,1.789367397260273607e-01
3.062500000000000000e+00,9.481918421052631940e-02
3.187500000000000000e+00,5.474910606060605645e-01
3.312500000000000000e+00,5.604411999999999727e-01
3.437500000000000000e+00,-7.865213043478259947e-02
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
