# omega_z*kolmogorov_time,p_y
-3.937500000000000000e+00,-5.602986666666667226e-01
-3.812500000000000000e+00,-5.123418510638299006e-01
-3.687500000000000000e+00,-1.915743461538459702e-01
-3.562500000000000000e+00,2.212248076923077067e-01
-3.437500000000000000e+00,-2.982506956521739361e-01
-3.312500000000000000e+00,-3.676859024390243813e-01
-3.187500000000000000e+00,-5.998825348837210081e-01
-3.062500000000000000e+00,-5.464870584795321617e-01
-2.937500000000000000e+00,-7.149527064516131292e-01
-2.812500000000000000e+00,-7.077617086092712340e-01
-2.687500000000000000e+00,-7.137338164893617387e-01
-2.562500000000000000e+00,-7.685710618556701457e-01
-2.437500000000000000e+00,-7.157359274725280107e-01
-2.312500000000000000e+00,-6.802225021961934015e-01
-2.187500000000000000e+00,-6.557478789682551490e-01
-2.062500000000000000e+00,-6.435543463773737427e-01
-1.937500000000000000e+00,-6.555459318032788030e-01
-1.812500000000000000e+00,-6.290587988481518567e-01
-1.687500000000000000e+00,-5.980047604018589036e-01
-1.562500000000000000e+00,-5.705326583302480214e-01
-1.437500000000000000e+00,-5.295444507150365299e-01
-1.312500000000000000e+00,-4.936488001648467461e-01
-1.187500000000000000e+00,-4.593499308256822067e-01
-1.062500000000000000e+00,-4.171610024613542356e-01
-9.375000000000000000e-01,-3.751922148776318799e-01
-8.125000000000000000e-01,-3.296661022463391322e-01
-6.875000000000000000e-01,-2.820440886141423187e-01
-5.625000000000000000e-01,-2.334084443644427742e-01
-4.375000000000000000e-01,-1.813795352096936042e-01
-3.125000000000000000e-01,-1.315511040621150096e-01
-1.875000000000000000e-01,-7.995210848293228534e-02
-6.250000000000000000e-02,-2.708603309383886618e-02
6.250000000000000000e-02,2.562148662482755315e-02
1.875000000000000000e-01,8.001062861264657267e-02
3.125000000000000000e-01,1.330399371827195587e-01
4.375000000000000000e-01,1.854213870774848172e-01
5.625000000000000000e-01,2.379856712945232211e-01
6.875000000000000000e-01,2.868904082887581697e-01
8.125000000000000000e-01,3.315930210308196124e-01
9.375000000000000000e-01,3.760663064618902096e-01
1.062500000000000000e+00,4.200103741970718785e-01
1.187500000000000000e+00,4.605265922979617232e-01
1.312500000000000000e+00,5.019328041740958035e-01
1.437500000000000000e+00,5.395979776183870147e-01
1.562500000000000000e+00,5.673680430654258755e-01
1.687500000000000000e+00,5.978439500316252708e-01
1.812500000000000000e+00,6.482754185357584298e-01
1.937500000000000000e+00,6.690265471512787387e-01
2.062500000000000000e+00,6.596626054935109673e-01
2.187500000000000000e+00,6.518518495618305097e-01
2.312500000000000000e+00,6.475956495517528611e-01
2.437500000000000000e+00,6.666967508802823517e-01
2.562500000000000000e+00,5.796325937859609922e-01
2.687500000000000000e+00,7.128571687500002696e-01
2.812500000000000000e+00,7.383843497536943801e-01
2.937500000000000000e+00,6.923415704918034486e-01
3.062500000000000000e+00,6.077929440993790067e-01
3.187500000000000000e+00,4.753184375000001904e-01
3.312500000000000000e+00,7.215900196078433027e-01
3.437500000000000000e+00,8.054105555555555185e-01
3.562500000000000000e+00,8.182113181818183589e-01
3.687500000000000000e+00,8.795871999999999025e-01
3.812500000000000000e+00,9.217138000000000275e-01
3.937500000000000000e+00,nan
