# duxdy*kolmogorov_time,p_y
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,nan
-3.687500000000000000e+00,nan
-3.562500000000000000e+00,nan
-3.437500000000000000e+00,nan
-3.312500000000000000e+00,nan
-3.187500000000000000e+00,nan
-3.062500000000000000e+00,nan
-2.937500000000000000e+00,nan
-2.812500000000000000e+00,7.133907500000000734e-01
-2.687500000000000000e+00,6.917953846153845898e-01
-2.562500000000000000e+00,8.334573333333333833e-01
-2.437500000000000000e+00,8.108825000000000616e-01
-2.312500000000000000e+00,-1.819208999999999965e-01
-2.187500000000000000e+00,1.010749247311827914e-01
-2.062500000000000000e+00,1.300789527027026993e-01
-1.937500000000000000e+00,2.554265787545787481e-01
-1.812500000000000000e+00,8.555369268292682683e-02
-1.687500000000000000e+00,7.826077127172928471e-02
-1.562500000000000000e+00,8.561094863459037252e-02
-1.437500000000000000e+00,1.315248047839509549e-01
-1.312500000000000000e+00,1.299224016726940045e-01
-1.187500000000000000e+00,1.410575742790938503e-01
-1.062500000000000000e+00,1.636028527070058081e-01
-9.375000000000000000e-01,1.683487809900998944e-01
-8.125000000000000000e-01,1.751116321430014888e-01
-6.875000000000000000e-01,1.769980830874089972e-01
-5.625000000000000000e-01,1.851475283116852388e-01
-4.375000000000000000e-01,1.626432164069545605e-01
-3.125000000000000000e-01,1.325032189872430988e-01
-1.875000000000000000e-01,9.888682323329586743e-02
-6.250000000000000000e-02,3.689948918935419264e-02
6.250000000000000000e-02,-2.537936018446009662e-02
1.875000000000000000e-01,-7.969533366199701985e-02
3.125000000000000000e-01,-1.179079221551699724e-01
4.375000000000000000e-01,-1.464127296898705410e-01
5.625000000000000000e-01,-1.708045448147609280e-01
6.875000000000000000e-01,-1.886927769394274590e-01
8.125000000000000000e-01,-1.803780286222786688e-01
9.375000000000000000e-01,-1.718265128997881475e-01
1.062500000000000000e+00,-1.399883117928091003e-01
1.187500000000000000e+00,-1.375613052128488722e-01
1.312500000000000000e+00,-1.097323550549248322e-01
1.437500000000000000e+00,-1.471240893459201671e-01
1.562500000000000000e+00,-1.775316190208213185e-01
1.687500000000000000e+00,-5.859210127531883777e-02
1.812500000000000000e+00,-7.837257615894040186e-02
1.937500000000000000e+00,6.904058823529431524e-03
2.062500000000000000e+00,-4.735726767676767118e-02
2.187500000000000000e+00,-4.702569690721648543e-01
2.312500000000000000e+00,-4.019375208333333949e-01
2.437500000000000000e+00,-3.064077142857143388e-01
2.562500000000000000e+00,5.613305882352942477e-02
2.687500000000000000e+00,-6.283741176470589163e-02
2.812500000000000000e+00,-3.358038076923076654e-01
2.937500000000000000e+00,-2.971042857142858207e-02
3.062500000000000000e+00,-2.370158749999999870e-01
3.187500000000000000e+00,-1.111638125000000005e-01
3.312500000000000000e+00,6.915187500000000154e-02
3.437500000000000000e+00,nan
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
