# duxdy*kolmogorov_time,p_y
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,nan
-3.687500000000000000e+00,nan
-3.562500000000000000e+00,nan
-3.437500000000000000e+00,nan
-3.312500000000000000e+00,nan
-3.187500000000000000e+00,nan
-3.062500000000000000e+00,nan
-2.937500000000000000e+00,nan
-2.812500000000000000e+00,nan
-2.687500000000000000e+00,nan
-2.562500000000000000e+00,nan
-2.437500000000000000e+00,5.819022777777778099e-01
-2.312500000000000000e+00,3.243143478260870349e-01
-2.187500000000000000e+00,1.251915116279069817e-01
-2.062500000000000000e+00,1.954375714285714882e-01
-1.937500000000000000e+00,3.680538164556959591e-01
-1.812500000000000000e+00,2.736619072164946376e-01
-1.687500000000000000e+00,3.368130244604319867e-01
-1.562500000000000000e+00,3.040772422680412812e-01
-1.437500000000000000e+00,3.063161630388394618e-01
-1.312500000000000000e+00,2.984121522214127076e-01
-1.187500000000000000e+00,3.132372339102870162e-01
-1.062500000000000000e+00,3.230714654008980391e-01
-9.375000000000000000e-01,2.964064085809752780e-01
-8.125000000000000000e-01,3.105231203989222699e-01
-6.875000000000000000e-01,3.026630910822029064e-01
-5.625000000000000000e-01,2.755762947730039936e-01
-4.375000000000000000e-01,2.497830108438427454e-01
-3.125000000000000000e-01,1.983307089591921646e-01
-1.875000000000000000e-01,1.378179856911019574e-01
-6.250000000000000000e-02,4.605853976159462321e-02
6.250000000000000000e-02,-4.626774729902781436e-02
1.875000000000000000e-01,-1.321841754394642299e-01
3.125000000000000000e-01,-2.084855712436238240e-01
4.375000000000000000e-01,-2.566468049013323482e-01
5.625000000000000000e-01,-2.902863624284877653e-01
6.875000000000000000e-01,-2.963528433072037394e-01
8.125000000000000000e-01,-2.951303864863770721e-01
9.375000000000000000e-01,-2.979460430087320644e-01
1.062500000000000000e+00,-2.819010990399188898e-01
1.187500000000000000e+00,-2.805221242038207774e-01
1.312500000000000000e+00,-2.375409679288235099e-01
1.437500000000000000e+00,-2.588781873393323774e-01
1.562500000000000000e+00,-2.183259613610148975e-01
1.687500000000000000e+00,-1.956873309671695316e-01
1.812500000000000000e+00,-2.370213999999999099e-01
1.937500000000000000e+00,-1.385275462962962285e-02
2.062500000000000000e+00,-1.185857719298245710e-01
2.187500000000000000e+00,-2.787603510638297921e-01
2.312500000000000000e+00,-4.899955200000000177e-01
2.437500000000000000e+00,-7.276609333333333707e-01
2.562500000000000000e+00,-7.050686153846155158e-01
2.687500000000000000e+00,nan
2.812500000000000000e+00,nan
2.937500000000000000e+00,nan
3.062500000000000000e+00,nan
3.187500000000000000e+00,nan
3.312500000000000000e+00,nan
3.437500000000000000e+00,nan
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
