# omega_z*kolmogorov_time,p_x
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,-3.797800000000000065e-01
-3.687500000000000000e+00,-4.292800800000000083e-01
-3.562500000000000000e+00,1.015881176470588843e-01
-3.437500000000000000e+00,3.656637916666666821e-01
-3.312500000000000000e+00,4.856155357142856455e-02
-3.187500000000000000e+00,4.607838461538461133e-02
-3.062500000000000000e+00,-8.163140243902439197e-02
-2.937500000000000000e+00,-3.250700454545452645e-01
-2.812500000000000000e+00,-1.667383484848485309e-01
-2.687500000000000000e+00,-9.967711751152068256e-02
-2.562500000000000000e+00,-1.465785753676470127e-01
-2.437500000000000000e+00,-1.842243964868257033e-01
-2.312500000000000000e+00,-5.776721298701294888e-02
-2.187500000000000000e+00,-7.348376777777775037e-02
-2.062500000000000000e+00,-1.453463733241653049e-03
-1.937500000000000000e+00,2.338304658249898069e-02
-1.812500000000000000e+00,2.251183418910447306e-02
-1.687500000000000000e+00,1.018239637654087260e-01
-1.562500000000000000e+00,1.233261706745970021e-01
-1.437500000000000000e+00,1.758493826961056439e-01
-1.312500000000000000e+00,2.098537882517026443e-01
-1.187500000000000000e+00,2.388261679909648716e-01
-1.062500000000000000e+00,2.810849385445911564e-01
-9.375000000000000000e-01,3.345861389442807421e-01
-8.125000000000000000e-01,3.867875900083610485e-01
-6.875000000000000000e-01,4.350198459810796225e-01
-5.625000000000000000e-01,4.854951244310337644e-01
-4.375000000000000000e-01,5.383140256830747372e-01
-3.125000000000000000e-01,5.843818762246276721e-01
-1.875000000000000000e-01,6.154640053366587926e-01
-6.250000000000000000e-02,6.319609650463898776e-01
6.250000000000000000e-02,6.295887311591221724e-01
1.875000000000000000e-01,6.167590192968562812e-01
3.125000000000000000e-01,5.867189059365903736e-01
4.375000000000000000e-01,5.468484848895865946e-01
5.625000000000000000e-01,4.994081422763668732e-01
6.875000000000000000e-01,4.520337213138749810e-01
8.125000000000000000e-01,3.879984351088729966e-01
9.375000000000000000e-01,3.262214554434100244e-01
1.062500000000000000e+00,2.897124496734733712e-01
1.187500000000000000e+00,2.477304906484724678e-01
1.312500000000000000e+00,1.857713389084229283e-01
1.437500000000000000e+00,1.380140028478436809e-01
1.562500000000000000e+00,9.020613159797535863e-02
1.687500000000000000e+00,5.017790682054700663e-02
1.812500000000000000e+00,5.523810499801145441e-02
1.937500000000000000e+00,3.981634345224897842e-02
2.062500000000000000e+00,2.803763153988870702e-02
2.187500000000000000e+00,2.109629524886840173e-03
2.312500000000000000e+00,-1.389279311543810680e-01
2.437500000000000000e+00,-4.993139364303230548e-03
2.562500000000000000e+00,-8.939005976676384080e-02
2.687500000000000000e+00,-1.220109172259507962e-01
2.812500000000000000e+00,-3.439459468438536838e-02
2.937500000000000000e+00,-9.375799999999998025e-02
3.062500000000000000e+00,-9.231027419354852215e-02
3.187500000000000000e+00,1.967286956521739280e-02
3.312500000000000000e+00,-2.914906756756757145e-01
3.437500000000000000e+00,-3.953694999999999848e-01
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
