# omega_z*kolmogorov_time,p_y
-3.937500000000000000e+00,8.085058333333332570e-01
-3.812500000000000000e+00,8.982022499999998688e-01
-3.687500000000000000e+00,8.829341199999999334e-01
-3.562500000000000000e+00,8.693184166666668711e-01
-3.437500000000000000e+00,8.961895362318841318e-01
-3.312500000000000000e+00,9.264904725274719643e-01
-3.187500000000000000e+00,9.057711544715444374e-01
-3.062500000000000000e+00,8.224570238095240127e-01
-2.937500000000000000e+00,7.600608472906399404e-01
-2.812500000000000000e+00,7.754399384057966138e-01
-2.687500000000000000e+00,8.085076483050843699e-01
-2.562500000000000000e+00,8.213775211726395131e-01
-2.437500000000000000e+00,7.140202422680413941e-01
-2.312500000000000000e+00,7.386372862523531424e-01
-2.187500000000000000e+00,7.073228312173251986e-01
-2.062500000000000000e+00,6.709164168714178977e-01
-1.937500000000000000e+00,6.178643178274422221e-01
-1.812500000000000000e+00,5.912891165162790230e-01
-1.687500000000000000e+00,5.971381090274193726e-01
-1.562500000000000000e+00,5.577369133836799220e-01
-1.437500000000000000e+00,5.088156067428508678e-01
-1.312500000000000000e+00,4.734216316356032461e-01
-1.187500000000000000e+00,4.409639183723211286e-01
-1.062500000000000000e+00,4.030404323761083707e-01
-9.375000000000000000e-01,3.566080839215159948e-01
-8.125000000000000000e-01,3.121229615159382687e-01
-6.875000000000000000e-01,2.711211387773560522e-01
-5.625000000000000000e-01,2.246304531876310295e-01
-4.375000000000000000e-01,1.780205130589528895e-01
-3.125000000000000000e-01,1.270277529224355939e-01
-1.875000000000000000e-01,7.793720235011597497e-02
-6.250000000000000000e-02,2.851204635813599578e-02
6.250000000000000000e-02,-2.485455373654571476e-02
1.875000000000000000e-01,-7.547519003265701354e-02
3.125000000000000000e-01,-1.279312626353075188e-01
4.375000000000000000e-01,-1.792208034735595090e-01
5.625000000000000000e-01,-2.276469343488921604e-01
6.875000000000000000e-01,-2.746414616547679377e-01
8.125000000000000000e-01,-3.198428045564328803e-01
9.375000000000000000e-01,-3.599517764936780995e-01
1.062500000000000000e+00,-3.989119341803712415e-01
1.187500000000000000e+00,-4.358617005060066996e-01
1.312500000000000000e+00,-4.762806370712562853e-01
1.437500000000000000e+00,-5.030137062404903547e-01
1.562500000000000000e+00,-5.514620232341219674e-01
1.687500000000000000e+00,-5.919613533424291640e-01
1.812500000000000000e+00,-6.234006680869206285e-01
1.937500000000000000e+00,-6.279272482758625484e-01
2.062500000000000000e+00,-6.479202215288618616e-01
2.187500000000000000e+00,-6.672981053962894205e-01
2.312500000000000000e+00,-7.133962652005172433e-01
2.437500000000000000e+00,-6.595955714285718363e-01
2.562500000000000000e+00,-7.112960000000007055e-01
2.687500000000000000e+00,-7.989901216216213076e-01
2.812500000000000000e+00,-7.905962655367233527e-01
2.937500000000000000e+00,-8.236834285714283999e-01
3.062500000000000000e+00,-8.257208631578947244e-01
3.187500000000000000e+00,-8.107467719298244724e-01
3.312500000000000000e+00,-8.047835135135132933e-01
3.437500000000000000e+00,-8.234425789473684976e-01
3.562500000000000000e+00,-7.722012812500002044e-01
3.687500000000000000e+00,-8.440423333333330058e-01
3.812500000000000000e+00,-8.169538571428569540e-01
3.937500000000000000e+00,nan
