# omega_z*kolmogorov_time,angle_z
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,nan
-3.687500000000000000e+00,nan
-3.562500000000000000e+00,-7.628922905596065285e-02
-3.437500000000000000e+00,-2.004874029214866571e+00
-3.312500000000000000e+00,3.102285254323871477e+00
-3.187500000000000000e+00,-2.203898538765557635e+00
-3.062500000000000000e+00,-2.204435064547822787e+00
-2.937500000000000000e+00,-2.189259793590859537e+00
-2.812500000000000000e+00,-1.599199555040190956e+00
-2.687500000000000000e+00,-1.139728750983869388e+00
-2.562500000000000000e+00,-1.388600660034556178e+00
-2.437500000000000000e+00,-1.428993763434782682e+00
-2.312500000000000000e+00,-1.480265977425021751e+00
-2.187500000000000000e+00,-1.477249463788729456e+00
-2.062500000000000000e+00,-1.437460237476117397e+00
-1.937500000000000000e+00,-1.299543906991380338e+00
-1.812500000000000000e+00,-1.170733276471121798e+00
-1.687500000000000000e+00,-1.144431588134650957e+00
-1.562500000000000000e+00,-1.050678902261033443e+00
-1.437500000000000000e+00,-9.861568114241903160e-01
-1.312500000000000000e+00,-9.063117548803472090e-01
-1.187500000000000000e+00,-8.193309870290010899e-01
-1.062500000000000000e+00,-7.487817458830140493e-01
-9.375000000000000000e-01,-6.598737941702342846e-01
-8.125000000000000000e-01,-5.911129430465982271e-01
-6.875000000000000000e-01,-5.008829935149660129e-01
-5.625000000000000000e-01,-4.109668347283518264e-01
-4.375000000000000000e-01,-3.192085034137376875e-01
-3.125000000000000000e-01,-2.262236517241788536e-01
-1.875000000000000000e-01,-1.350510741722363572e-01
-6.250000000000000000e-02,-4.278987338928436079e-02
6.250000000000000000e-02,5.173369186940349196e-02
1.875000000000000000e-01,1.454784469239382150e-01
3.125000000000000000e-01,2.397060026398613042e-01
4.375000000000000000e-01,3.330487073649598950e-01
5.625000000000000000e-01,4.186043262103962270e-01
6.875000000000000000e-01,5.035839090064541113e-01
8.125000000000000000e-01,5.856738353180289680e-01
9.375000000000000000e-01,6.694879570870870822e-01
1.062500000000000000e+00,7.522217327268151399e-01
1.187500000000000000e+00,8.265100304925850905e-01
1.312500000000000000e+00,9.102829238099695575e-01
1.437500000000000000e+00,9.780698680420470970e-01
1.562500000000000000e+00,1.030930241802306302e+00
1.687500000000000000e+00,1.086895312402987424e+00
1.812500000000000000e+00,1.160808452619074060e+00
1.937500000000000000e+00,1.304833054535631698e+00
2.062500000000000000e+00,1.377898482830646865e+00
2.187500000000000000e+00,1.371455065885527347e+00
2.312500000000000000e+00,1.381371849660071760e+00
2.437500000000000000e+00,1.525438964531369512e+00
2.562500000000000000e+00,1.909380073263625244e+00
2.687500000000000000e+00,3.133027695920533873e+00
2.812500000000000000e+00,2.594719675783477175e+00
2.937500000000000000e+00,2.405968785475389726e+00
3.062500000000000000e+00,1.668707963338597722e+00
3.187500000000000000e+00,1.699995916890244319e+00
3.312500000000000000e+00,2.327851313333570982e+00
3.437500000000000000e+00,2.719934662550989035e+00
3.562500000000000000e+00,2.422460710317576371e+00
3.687500000000000000e+00,1.712962813148235952e+00
3.812500000000000000e+00,1.776538829451075996e+00
3.937500000000000000e+00,2.410341430396473861e+00
