# omega_z*kolmogorov_time,p_y
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,-6.179090000000000416e-01
-3.687500000000000000e+00,-3.773506428571429261e-01
-3.562500000000000000e+00,6.392468253968253133e-02
-3.437500000000000000e+00,1.276635113636363783e-01
-3.312500000000000000e+00,1.803074594594594737e-01
-3.187500000000000000e+00,8.651743678160932205e-02
-3.062500000000000000e+00,3.317722155688621610e-01
-2.937500000000000000e+00,3.631748930481282778e-01
-2.812500000000000000e+00,4.532587551020407779e-01
-2.687500000000000000e+00,4.689135584158415915e-01
-2.562500000000000000e+00,4.898458853410744829e-01
-2.437500000000000000e+00,5.337562964426878498e-01
-2.312500000000000000e+00,5.077482683347711578e-01
-2.187500000000000000e+00,5.452627767495660249e-01
-2.062500000000000000e+00,5.785250174319730432e-01
-1.937500000000000000e+00,5.884610794378237753e-01
-1.812500000000000000e+00,6.267076635201579426e-01
-1.687500000000000000e+00,6.383703935617855985e-01
-1.562500000000000000e+00,6.203499823555383985e-01
-1.437500000000000000e+00,6.010302401676520523e-01
-1.312500000000000000e+00,6.010089407536441941e-01
-1.187500000000000000e+00,5.652513820754644369e-01
-1.062500000000000000e+00,5.407002203450100852e-01
-9.375000000000000000e-01,5.030105471961828778e-01
-8.125000000000000000e-01,4.460518184317975865e-01
-6.875000000000000000e-01,3.945836922281040215e-01
-5.625000000000000000e-01,3.417943354688800506e-01
-4.375000000000000000e-01,2.743174026658727338e-01
-3.125000000000000000e-01,1.983129629539896466e-01
-1.875000000000000000e-01,1.231742364519413102e-01
-6.250000000000000000e-02,4.018165289953498642e-02
6.250000000000000000e-02,-4.024202837225693274e-02
1.875000000000000000e-01,-1.225491111461758931e-01
3.125000000000000000e-01,-2.005512459399940162e-01
4.375000000000000000e-01,-2.779281335780418583e-01
5.625000000000000000e-01,-3.478672784427023768e-01
6.875000000000000000e-01,-4.072699314928013292e-01
8.125000000000000000e-01,-4.518404474316433106e-01
9.375000000000000000e-01,-4.934129128971819211e-01
1.062500000000000000e+00,-5.350134422723854533e-01
1.187500000000000000e+00,-5.684769317602722527e-01
1.312500000000000000e+00,-5.944677637807598281e-01
1.437500000000000000e+00,-6.178955761482182174e-01
1.562500000000000000e+00,-6.199401628298188971e-01
1.687500000000000000e+00,-6.131182940837779372e-01
1.812500000000000000e+00,-5.938338774948379584e-01
1.937500000000000000e+00,-6.031734241206050395e-01
2.062500000000000000e+00,-6.042831441947553728e-01
2.187500000000000000e+00,-6.236505917207784133e-01
2.312500000000000000e+00,-5.760269293948130365e-01
2.437500000000000000e+00,-5.514045989010992743e-01
2.562500000000000000e+00,-5.126074632768360395e-01
2.687500000000000000e+00,-5.135312775510204597e-01
2.812500000000000000e+00,-4.577510919540230261e-01
2.937500000000000000e+00,-3.770345793650792809e-01
3.062500000000000000e+00,-2.430388770491804240e-01
3.187500000000000000e+00,-2.815786601941748790e-01
3.312500000000000000e+00,-5.568635438596490905e-01
3.437500000000000000e+00,-3.348652666666666611e-01
3.562500000000000000e+00,-1.989418800000000431e-01
3.687500000000000000e+00,-1.361108124999999835e-01
3.812500000000000000e+00,1.079199999999999257e-02
3.937500000000000000e+00,-1.521411666666666607e-01
