# omega_z*kolmogorov_time,angle_z
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,2.306783812522130717e+00
-3.687500000000000000e+00,2.534095233824291249e+00
-3.562500000000000000e+00,1.101147496208831011e+00
-3.437500000000000000e+00,6.472513993006305810e-01
-3.312500000000000000e+00,1.240011989195446862e+00
-3.187500000000000000e+00,1.057178607747022880e+00
-3.062500000000000000e+00,-1.887831943277964886e+00
-2.937500000000000000e+00,-2.597843887963540155e+00
-2.812500000000000000e+00,-2.049663680849123537e+00
-2.687500000000000000e+00,-1.871822969778409673e+00
-2.562500000000000000e+00,-2.117418819251176920e+00
-2.437500000000000000e+00,-2.651133137285546226e+00
-2.312500000000000000e+00,-1.922569220283472324e+00
-2.187500000000000000e+00,-1.949625615434253945e+00
-2.062500000000000000e+00,-1.576520770460311249e+00
-1.937500000000000000e+00,-1.480710938907702445e+00
-1.812500000000000000e+00,-1.494253131437802473e+00
-1.687500000000000000e+00,-1.259285140174043027e+00
-1.562500000000000000e+00,-1.243923986044962460e+00
-1.437500000000000000e+00,-1.124618209884291620e+00
-1.312500000000000000e+00,-1.033140927096391826e+00
-1.187500000000000000e+00,-9.675335738381483086e-01
-1.062500000000000000e+00,-8.858233715201246916e-01
-9.375000000000000000e-01,-8.197801843907298602e-01
-8.125000000000000000e-01,-7.172592858788626735e-01
-6.875000000000000000e-01,-6.352769292735650497e-01
-5.625000000000000000e-01,-5.378648711282740802e-01
-4.375000000000000000e-01,-4.296456127136169534e-01
-3.125000000000000000e-01,-3.124206520309975588e-01
-1.875000000000000000e-01,-1.916183721475513690e-01
-6.250000000000000000e-02,-6.146486741340986132e-02
6.250000000000000000e-02,6.595169832698451196e-02
1.875000000000000000e-01,1.880845233288823970e-01
3.125000000000000000e-01,3.085457729257226611e-01
4.375000000000000000e-01,4.154870779269922987e-01
5.625000000000000000e-01,5.388446408511774477e-01
6.875000000000000000e-01,6.274040080880661785e-01
8.125000000000000000e-01,7.344993977420196662e-01
9.375000000000000000e-01,8.334886725901686777e-01
1.062500000000000000e+00,9.081552887486068482e-01
1.187500000000000000e+00,9.569210969373193043e-01
1.312500000000000000e+00,1.098912452348137725e+00
1.437500000000000000e+00,1.190239596877650685e+00
1.562500000000000000e+00,1.308989302283952716e+00
1.687500000000000000e+00,1.415009612638256531e+00
1.812500000000000000e+00,1.375827914640520122e+00
1.937500000000000000e+00,1.426143863730326533e+00
2.062500000000000000e+00,1.474443339532639952e+00
2.187500000000000000e+00,1.562021743820622532e+00
2.312500000000000000e+00,2.390557882329437778e+00
2.437500000000000000e+00,1.608077246795837301e+00
2.562500000000000000e+00,1.998053285318190708e+00
2.687500000000000000e+00,2.042327269610112683e+00
2.812500000000000000e+00,2.017274196771656758e+00
2.937500000000000000e+00,2.054546603450533748e+00
3.062500000000000000e+00,1.795537922509875539e+00
3.187500000000000000e+00,1.499042649096526958e+00
3.312500000000000000e+00,2.922533921365557230e+00
3.437500000000000000e+00,2.804553585539668159e+00
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
