# omega_z*kolmogorov_time,angle_z
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,-4.130433994758985761e-01
-3.687500000000000000e+00,-4.851089277247501164e-01
-3.562500000000000000e+00,-7.474944569383523696e-01
-3.437500000000000000e+00,-1.148221567729593717e+00
-3.312500000000000000e+00,-1.263643126154244012e+00
-3.187500000000000000e+00,-1.217654855190923868e+00
-3.062500000000000000e+00,-1.176556616321051907e+00
-2.937500000000000000e+00,-1.550483814389065129e+00
-2.812500000000000000e+00,-1.853671732810991957e+00
-2.687500000000000000e+00,-2.273923763018195654e+00
-2.562500000000000000e+00,-2.620863761758172483e+00
-2.437500000000000000e+00,-2.794230015535159151e+00
-2.312500000000000000e+00,3.103140151908865718e+00
-2.187500000000000000e+00,2.945523563775207077e+00
-2.062500000000000000e+00,2.697760554651631004e+00
-1.937500000000000000e+00,2.458040201513262968e+00
-1.812500000000000000e+00,2.322538523039336056e+00
-1.687500000000000000e+00,2.058076525823729241e+00
-1.562500000000000000e+00,1.883623029855433506e+00
-1.437500000000000000e+00,1.681459830741157013e+00
-1.312500000000000000e+00,1.492818419605473901e+00
-1.187500000000000000e+00,1.325688368750861601e+00
-1.062500000000000000e+00,1.139204343708996037e+00
-9.375000000000000000e-01,9.952271375652497198e-01
-8.125000000000000000e-01,8.520202514837623697e-01
-6.875000000000000000e-01,7.387862607576298757e-01
-5.625000000000000000e-01,6.083960669034650381e-01
-4.375000000000000000e-01,4.825217240741819791e-01
-3.125000000000000000e-01,3.404539801236798890e-01
-1.875000000000000000e-01,2.127932868925986043e-01
-6.250000000000000000e-02,7.512173353390094732e-02
6.250000000000000000e-02,-5.432687431626516406e-02
1.875000000000000000e-01,-1.955867889572933671e-01
3.125000000000000000e-01,-3.348410888848197819e-01
4.375000000000000000e-01,-4.720709740166870172e-01
5.625000000000000000e-01,-5.948445087410113574e-01
6.875000000000000000e-01,-7.229071309793144717e-01
8.125000000000000000e-01,-8.474905286537225413e-01
9.375000000000000000e-01,-9.890793304981679857e-01
1.062500000000000000e+00,-1.118767928285640867e+00
1.187500000000000000e+00,-1.309335273714489656e+00
1.312500000000000000e+00,-1.460848502864816156e+00
1.437500000000000000e+00,-1.678613466036351864e+00
1.562500000000000000e+00,-1.922522779701935303e+00
1.687500000000000000e+00,-2.218491644178890443e+00
1.812500000000000000e+00,-2.429239794321553791e+00
1.937500000000000000e+00,-2.650031044984026529e+00
2.062500000000000000e+00,-2.822105412180047512e+00
2.187500000000000000e+00,-3.121394543839328684e+00
2.312500000000000000e+00,3.114736123354452602e+00
2.437500000000000000e+00,3.049039563744133652e+00
2.562500000000000000e+00,2.424718022104498161e+00
2.687500000000000000e+00,2.065102795851542883e+00
2.812500000000000000e+00,1.505011148216372607e+00
2.937500000000000000e+00,1.217467565696922716e+00
3.062500000000000000e+00,1.205036693500521450e+00
3.187500000000000000e+00,1.368296233971613596e+00
3.312500000000000000e+00,1.095119198905084357e+00
3.437500000000000000e+00,-2.731938035889906580e+00
3.562500000000000000e+00,-3.033043471760184406e+00
3.687500000000000000e+00,3.093242166875199040e+00
3.812500000000000000e+00,-3.090950317027258532e+00
3.937500000000000000e+00,nan
