# time,average_velocity_axis_0_t_inf,95CLI,vs,surftimeconst
9.997999999999999332e+00,3.254140342716981271e-01,5.768739721425452521e-03,1.000000000000000000e+00,3.000000000000000000e+00
9.997999999999999332e+00,1.503549054810962238e+00,2.369553743273713001e-02,7.000000000000000000e+00,1.000000000000000000e+00
9.997999999999999332e+00,1.338177353327808072e+00,1.738911785356584902e-02,6.000000000000000000e+00,2.000000000000000000e+00
9.997999999999999332e+00,1.164496184236847309e+00,1.891770586883763025e-02,5.000000000000000000e+00,2.000000000000000000e+00
9.997999999999999332e+00,9.937751659706941521e-01,1.636299804106584183e-02,4.000000000000000000e+00,2.000000000000000000e+00
9.997999999999999332e+00,8.042732502252663007e-01,1.516899588965065111e-02,3.000000000000000000e+00,2.000000000000000000e+00
9.997999999999999332e+00,1.696735365823164532e+00,3.010412086096989764e-02,8.000000000000000000e+00,1.000000000000000000e+00
9.997999999999999332e+00,5.752386375712643662e-01,1.082510002101661623e-02,2.000000000000000000e+00,2.000000000000000000e+00
