# duxdy*kolmogorov_time,p_y
-3.937500000000000000e+00,nan
-3.812500000000000000e+00,nan
-3.687500000000000000e+00,nan
-3.562500000000000000e+00,nan
-3.437500000000000000e+00,nan
-3.312500000000000000e+00,nan
-3.187500000000000000e+00,nan
-3.062500000000000000e+00,nan
-2.937500000000000000e+00,nan
-2.812500000000000000e+00,nan
-2.687500000000000000e+00,nan
-2.562500000000000000e+00,6.255709230769230800e-01
-2.437500000000000000e+00,3.442381333333333071e-01
-2.312500000000000000e+00,1.407352173913043944e-02
-2.187500000000000000e+00,1.140437472527472407e-01
-2.062500000000000000e+00,9.742282828282829155e-02
-1.937500000000000000e+00,-1.528355929487181242e-01
-1.812500000000000000e+00,-4.108277014925365567e-02
-1.687500000000000000e+00,-1.137594554079692233e-01
-1.562500000000000000e+00,-2.229794686046509822e-01
-1.437500000000000000e+00,-1.749598611842116680e-01
-1.312500000000000000e+00,-2.015589020223154393e-01
-1.187500000000000000e+00,-2.935727081101763281e-01
-1.062500000000000000e+00,-3.109535283561378760e-01
-9.375000000000000000e-01,-4.046056857816942576e-01
-8.125000000000000000e-01,-4.606844224047992875e-01
-6.875000000000000000e-01,-5.186735874292994763e-01
-5.625000000000000000e-01,-5.454477279544516222e-01
-4.375000000000000000e-01,-5.528980258825447747e-01
-3.125000000000000000e-01,-5.149896173881852723e-01
-1.875000000000000000e-01,-4.081449695625108953e-01
-6.250000000000000000e-02,-1.772134715657598392e-01
6.250000000000000000e-02,1.869268214744655432e-01
1.875000000000000000e-01,4.084150057486009566e-01
3.125000000000000000e-01,5.112248091753516244e-01
4.375000000000000000e-01,5.467433960328115239e-01
5.625000000000000000e-01,5.404036810069925423e-01
6.875000000000000000e-01,5.226892817658683743e-01
8.125000000000000000e-01,4.728106434774088651e-01
9.375000000000000000e-01,4.081464623222440524e-01
1.062500000000000000e+00,3.163161242942535978e-01
1.187500000000000000e+00,3.296007802000893161e-01
1.312500000000000000e+00,2.911182064859382246e-01
1.437500000000000000e+00,1.672401174948237590e-01
1.562500000000000000e+00,1.615440419207319067e-01
1.687500000000000000e+00,-3.117464267990075616e-02
1.812500000000000000e+00,-7.369918568232655676e-02
1.937500000000000000e+00,2.596276456310681047e-01
2.062500000000000000e+00,2.685218942307693868e-01
2.187500000000000000e+00,2.101065714285714481e-01
2.312500000000000000e+00,4.312954482758621366e-01
2.437500000000000000e+00,1.666263599999999734e-01
2.562500000000000000e+00,4.005862333333334302e-01
2.687500000000000000e+00,nan
2.812500000000000000e+00,nan
2.937500000000000000e+00,nan
3.062500000000000000e+00,nan
3.187500000000000000e+00,nan
3.312500000000000000e+00,nan
3.437500000000000000e+00,nan
3.562500000000000000e+00,nan
3.687500000000000000e+00,nan
3.812500000000000000e+00,nan
3.937500000000000000e+00,nan
