# time,average_velocity_axis_0_t_inf,95CLI,vs,surftimeconst
9.997999999999999332e+00,1.803761060805911254e-01,6.073133990026004410e-03,1.000000000000000000e+00,0.000000000000000000e+00
9.997999999999999332e+00,1.279799944988997851e+00,3.163212908464772821e-02,7.000000000000000000e+00,0.000000000000000000e+00
9.997999999999999332e+00,1.083879636641614130e+00,3.208644661259077435e-02,6.000000000000000000e+00,0.000000000000000000e+00
9.997999999999999332e+00,9.206985197039410096e-01,2.401701999990545067e-02,5.000000000000000000e+00,0.000000000000000000e+00
9.997999999999999332e+00,7.123586545434087425e-01,2.472728657088240148e-02,4.000000000000000000e+00,0.000000000000000000e+00
9.997999999999999332e+00,5.459315836618652273e-01,1.635623517564808310e-02,3.000000000000000000e+00,0.000000000000000000e+00
9.997999999999999332e+00,1.443450015003000741e+00,3.762500225972636309e-02,8.000000000000000000e+00,0.000000000000000000e+00
9.997999999999999332e+00,3.758041983396679941e-01,1.205043879298276291e-02,2.000000000000000000e+00,0.000000000000000000e+00
9.997999999999999332e+00,1.147767896079215921e+00,1.911836711080537599e-02,5.000000000000000000e+00,1.000000000000000000e+00
9.997999999999999332e+00,9.463903640103021875e-01,1.614023498211306432e-02,4.000000000000000000e+00,1.000000000000000000e+00
9.997999999999999332e+00,2.759812633425122730e-01,6.143869585130250395e-03,1.000000000000000000e+00,1.000000000000000000e+00
9.997999999999999332e+00,1.503549054810962238e+00,2.369553743273713001e-02,7.000000000000000000e+00,1.000000000000000000e+00
9.997999999999999332e+00,1.696735365823164532e+00,3.010412086096989764e-02,8.000000000000000000e+00,1.000000000000000000e+00
9.997999999999999332e+00,5.279427322964593827e-01,1.144564575681919667e-02,2.000000000000000000e+00,1.000000000000000000e+00
9.997999999999999332e+00,7.310170149074062262e-01,1.489114953178547439e-02,3.000000000000000000e+00,1.000000000000000000e+00
9.997999999999999332e+00,1.328564348584002852e+00,2.373865130686619168e-02,6.000000000000000000e+00,1.000000000000000000e+00
9.997999999999999332e+00,8.042732502252663007e-01,1.516899588965065111e-02,3.000000000000000000e+00,2.000000000000000000e+00
9.997999999999999332e+00,1.633727270454091052e+00,3.001943357238270188e-02,8.000000000000000000e+00,2.000000000000000000e+00
9.997999999999999332e+00,9.937751659706941521e-01,1.636299804106584183e-02,4.000000000000000000e+00,2.000000000000000000e+00
9.997999999999999332e+00,1.338177353327808072e+00,1.738911785356584902e-02,6.000000000000000000e+00,2.000000000000000000e+00
9.997999999999999332e+00,1.491639012802560726e+00,2.701250879409947125e-02,7.000000000000000000e+00,2.000000000000000000e+00
9.997999999999999332e+00,1.164496184236847309e+00,1.891770586883763025e-02,5.000000000000000000e+00,2.000000000000000000e+00
9.997999999999999332e+00,3.109777204464330702e-01,5.810032239782290941e-03,1.000000000000000000e+00,2.000000000000000000e+00
9.997999999999999332e+00,5.752386375712643662e-01,1.082510002101661623e-02,2.000000000000000000e+00,2.000000000000000000e+00
9.997999999999999332e+00,1.625102851820364069e+00,2.508779691742322321e-02,8.000000000000000000e+00,3.000000000000000000e+00
9.997999999999999332e+00,1.424259746949389838e+00,1.627697154328185472e-02,7.000000000000000000e+00,3.000000000000000000e+00
9.997999999999999332e+00,1.285910160603549235e+00,1.878755659665340416e-02,6.000000000000000000e+00,3.000000000000000000e+00
9.997999999999999332e+00,5.689023804760952041e-01,1.028391787788932900e-02,2.000000000000000000e+00,3.000000000000000000e+00
9.997999999999999332e+00,1.125086582316463524e+00,2.181224535023701394e-02,5.000000000000000000e+00,3.000000000000000000e+00
9.997999999999999332e+00,8.000152331351225721e-01,1.527085664996293175e-02,3.000000000000000000e+00,3.000000000000000000e+00
9.997999999999999332e+00,3.254140342716981271e-01,5.768739721425452521e-03,1.000000000000000000e+00,3.000000000000000000e+00
9.997999999999999332e+00,9.811548012727546730e-01,1.597592110896769654e-02,4.000000000000000000e+00,3.000000000000000000e+00
9.997999999999999332e+00,3.156828143949102494e-01,5.722929677287381424e-03,1.000000000000000000e+00,4.000000000000000000e+00
9.997999999999999332e+00,1.242876471722916154e+00,2.416167120669886204e-02,6.000000000000000000e+00,4.000000000000000000e+00
9.997999999999999332e+00,1.063723912282456663e+00,1.797098876115647836e-02,5.000000000000000000e+00,4.000000000000000000e+00
9.997999999999999332e+00,1.506570845419084037e+00,1.897663129750027863e-02,8.000000000000000000e+00,4.000000000000000000e+00
9.997999999999999332e+00,9.079175772654531906e-01,1.296478835465904311e-02,4.000000000000000000e+00,4.000000000000000000e+00
9.997999999999999332e+00,1.367873179635927361e+00,2.109898503894172203e-02,7.000000000000000000e+00,4.000000000000000000e+00
9.997999999999999332e+00,5.606116031800110200e-01,1.124710293604510615e-02,2.000000000000000000e+00,4.000000000000000000e+00
9.997999999999999332e+00,7.255866536139087275e-01,1.440485798212989312e-02,3.000000000000000000e+00,4.000000000000000000e+00
