# vs,delay,max_surftimeconst,max_average_velocity_axis
4.000000000000000000e+00,1.000000000000000000e+00,8.163265306122448051e-01,9.019158270926314058e-01
8.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.736228928694191875e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.959183673469387710e+00,2.924763075845018823e-01
