# average_velocity_axis_0,95CLI,us/u_eta,surftimeconst/t_eta,reorientationtime/t_eta
7.070005153808593679e-02,9.658398551690660500e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.954823452148437390e-02,9.405096731100608815e-03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.057069224365234372e-01,9.604294449878330101e-03,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
1.123148494873046910e-01,9.467262391059064197e-03,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.079077867187500095e-01,9.591309193966229482e-03,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
1.083207523193359390e-01,9.580457238443824269e-03,1.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
1.038332105224609447e-01,9.431959313660500527e-03,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
9.668934243164062359e-02,9.720762667943489560e-03,1.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
7.588272297363281294e-02,9.541242632685253272e-03,1.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00
7.112991791992187562e-02,9.566274545847608043e-03,1.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00
6.773906464843749975e-02,9.553742378855659134e-03,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
5.470876821289062664e-02,9.673323368639375266e-03,1.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00
5.142410520019531639e-02,9.584964348152169925e-03,1.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00
4.570492497558593936e-02,9.622660714547532149e-03,1.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00
4.014726931152343831e-02,9.375336412972942041e-03,1.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00
4.709733208007813032e-02,9.482853451369836761e-03,1.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00
3.639793356933593294e-02,9.511108088982396860e-03,1.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00
3.266532563476562401e-02,9.272873724359073644e-03,1.000000000000000000e+00,1.700000000000000000e+01,0.000000000000000000e+00
2.705174782714843754e-02,9.581118399008797804e-03,1.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00
2.349320624999999899e-02,9.560802787510463280e-03,1.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00
3.311425871582031333e-02,9.580564700946913106e-03,1.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00
3.775766066894531425e-02,9.477539053659450249e-03,1.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00
2.721211916503905870e-02,9.504230164537830206e-03,1.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00
3.064032460937499841e-02,9.344793515499676476e-03,1.000000000000000000e+00,2.600000000000000000e+01,0.000000000000000000e+00
3.560783227539062595e-02,9.437058219835295705e-03,1.000000000000000000e+00,2.800000000000000000e+01,0.000000000000000000e+00
2.819484841308593850e-02,9.516988268297693621e-03,1.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00
