# vs,filterlength,max_surftimeconst,max_average_velocity_axis
1.000000000000000000e+00,1.000000000000000000e+00,2.612244897959183465e+00,3.591655469419978708e-01
1.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,2.129940673324716149e-01
1.000000000000000000e+00,4.000000000000000000e+00,2.285714285714285587e+00,3.023240610315179877e-01
1.000000000000000000e+00,2.000000000000000000e+00,2.448979591836734304e+00,3.396201268208103863e-01
