# value,p_w
8.984375000000000000e-02,3.275894414189911867e-04
2.695312500000000000e-01,2.116947756041050611e-03
4.492187500000000000e-01,5.551028996412308084e-03
6.289062500000000000e-01,1.027364402186170533e-02
8.085937500000000000e-01,1.596864276519438519e-02
9.882812500000000000e-01,2.237229197401467695e-02
1.167968750000000000e+00,2.870136309988472606e-02
1.347656250000000000e+00,3.499782673457007415e-02
1.527343750000000000e+00,4.166431178745107211e-02
1.707031250000000000e+00,4.821774044237692874e-02
1.886718750000000000e+00,5.444431181472413755e-02
2.066406250000000000e+00,6.038945684396947178e-02
2.246093750000000000e+00,6.631260362658243646e-02
2.425781250000000000e+00,7.152604518744429263e-02
2.605468750000000000e+00,7.617342962815759622e-02
2.785156250000000000e+00,8.087499922642564509e-02
2.964843750000000000e+00,8.473096161549537042e-02
3.144531250000000000e+00,8.844820368048149362e-02
3.324218750000000000e+00,9.242251587339497809e-02
3.503906250000000000e+00,9.596002458609156904e-02
3.683593750000000000e+00,9.924034599156024428e-02
3.863281250000000000e+00,1.012520820880115496e-01
4.042968750000000000e+00,1.031481413980074174e-01
4.222656250000000000e+00,1.049097612236623706e-01
4.402343750000000000e+00,1.070591147692056266e-01
4.582031250000000000e+00,1.083160820080599773e-01
4.761718750000000000e+00,1.097517146046032843e-01
4.941406250000000000e+00,1.117029237184827828e-01
5.121093750000000000e+00,1.125759712081283448e-01
5.300781250000000000e+00,1.134073271473297756e-01
5.480468750000000000e+00,1.144026001793011088e-01
5.660156250000000000e+00,1.137709638707887633e-01
5.839843750000000000e+00,1.140044912245673225e-01
6.019531250000000000e+00,1.135133836153894155e-01
6.199218750000000000e+00,1.137739914657293350e-01
6.378906250000000000e+00,1.134950283797256931e-01
6.558593750000000000e+00,1.131080425756231800e-01
6.738281250000000000e+00,1.130618303574293798e-01
6.917968750000000000e+00,1.122684844217827632e-01
7.097656250000000000e+00,1.120517816671654093e-01
7.277343750000000000e+00,1.110655875875844190e-01
7.457031250000000000e+00,1.103107919984578772e-01
7.636718750000000000e+00,1.095500945990152963e-01
7.816406250000000000e+00,1.086554753622688274e-01
7.996093750000000000e+00,1.083630667535286779e-01
8.175781250000000000e+00,1.070918095765656108e-01
8.355468750000000000e+00,1.059439067303608317e-01
8.535156250000000000e+00,1.050802121568230330e-01
8.714843750000000000e+00,1.032477725773028598e-01
8.894531250000000000e+00,1.022561319551677783e-01
9.074218750000000000e+00,1.013665072329352629e-01
9.253906250000000000e+00,9.953036726516649446e-02
9.433593750000000000e+00,9.862794943456275332e-02
9.613281250000000000e+00,9.754413470366794792e-02
9.792968750000000000e+00,9.626945350492310816e-02
9.972656250000000000e+00,9.472347558274481216e-02
1.015234375000000000e+01,9.385898035398919370e-02
1.033203125000000000e+01,9.333613746465220518e-02
1.051171875000000000e+01,9.214717849233378111e-02
1.069140625000000000e+01,9.026990078704327791e-02
1.087109375000000000e+01,8.872947846368951785e-02
1.105078125000000000e+01,8.796234769558292088e-02
1.123046875000000000e+01,8.714375805651114471e-02
1.141015625000000000e+01,8.585487195291598150e-02
