# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.310698346390670038e-02,1.438434846730335219e-02,1.455509571693071498e-02
-1.096093750000000000e+01,1.434913971651810560e-02,1.558382964610183566e-02,1.512838325471538639e-02
-1.060156250000000000e+01,1.476992897782502569e-02,1.654874431989322020e-02,1.600558344158423130e-02
-1.024218750000000000e+01,1.524346544022182372e-02,1.768712626439418803e-02,1.721645744414634915e-02
-9.882812500000000000e+00,1.589058581621015723e-02,1.899197912883988926e-02,1.839690623897626345e-02
-9.523437500000000000e+00,1.775571634569497736e-02,2.010111295865821268e-02,1.952437058025579056e-02
-9.164062500000000000e+00,1.879314551443172013e-02,2.126799668489356629e-02,1.998304823572255584e-02
-8.804687500000000000e+00,1.929811463697632401e-02,2.231290793873857634e-02,2.142864527483517162e-02
-8.445312500000000000e+00,2.061390391940448943e-02,2.370688499563237961e-02,2.340223200011658927e-02
-8.085937500000000000e+00,2.241441953481894400e-02,2.566613499059918965e-02,2.425631248786438640e-02
-7.726562500000000000e+00,2.445634642717516016e-02,2.621621879821128820e-02,2.690872189564182115e-02
-7.367187500000000000e+00,2.675782739241848451e-02,2.909523937426746268e-02,2.872906533263795345e-02
-7.007812500000000000e+00,2.841570531838974456e-02,3.153591785059451508e-02,3.043103976405548555e-02
-6.648437500000000000e+00,2.996369852253277788e-02,3.264327705383152090e-02,3.242165617621022011e-02
-6.289062500000000000e+00,3.148713371329354971e-02,3.507175585022254127e-02,3.382892280602869256e-02
-5.929687500000000000e+00,3.306028937521730132e-02,3.791283991284460919e-02,3.702202260127189504e-02
-5.570312500000000000e+00,3.550076284599170545e-02,4.028575342293491679e-02,3.961078571277293348e-02
-5.210937500000000000e+00,3.829716235384420658e-02,4.243660358639438079e-02,4.283784553018713664e-02
-4.851562500000000000e+00,4.131136371487145048e-02,4.529723178900136454e-02,4.510686516348213354e-02
-4.492187500000000000e+00,4.388409964631079241e-02,4.890250585449830434e-02,4.865313121588161344e-02
-4.132812500000000000e+00,4.797213092074691793e-02,5.168647395693545116e-02,5.183456474336128883e-02
-3.773437500000000000e+00,5.154099260517447378e-02,5.533864253778585790e-02,5.487067100400609687e-02
-3.414062500000000000e+00,5.440245232920305762e-02,5.776242112050698069e-02,5.862570190399548492e-02
-3.054687500000000000e+00,5.893596221094074550e-02,6.014708088378478007e-02,6.307564033494476863e-02
-2.695312500000000000e+00,6.305218704123542739e-02,6.262277856307911506e-02,6.512366786976181432e-02
-2.335937500000000000e+00,6.795840780746423282e-02,6.653982162948207657e-02,7.009812703344543705e-02
-1.976562500000000000e+00,7.407543147546116757e-02,7.009553610802515822e-02,7.240774214225555172e-02
-1.617187500000000000e+00,8.006104653757975531e-02,7.593515676681911186e-02,7.617808808913886787e-02
-1.257812500000000000e+00,8.538846369449512586e-02,7.879037895847437745e-02,7.794483510188612851e-02
-8.984375000000000000e-01,9.248330363281524746e-02,8.113029251314464452e-02,8.142965201027661803e-02
-5.390625000000000000e-01,9.711067294575355391e-02,8.496738140612168644e-02,8.419202711709110332e-02
-1.796875000000000000e-01,9.814007208220608403e-02,8.866068993748325855e-02,8.471075661339810825e-02
1.796875000000000000e-01,9.900827755530509922e-02,8.696516597262463066e-02,8.579230199469607687e-02
5.390625000000000000e-01,9.670255054406971806e-02,8.546229119523184037e-02,8.521471238334023257e-02
8.984375000000000000e-01,9.066581647978176617e-02,8.292353860800431853e-02,8.157528378150601112e-02
1.257812500000000000e+00,8.547383678342959645e-02,7.861798564796894373e-02,7.997820456441552539e-02
1.617187500000000000e+00,7.885099277514591443e-02,7.485731192916554588e-02,7.589684945181608688e-02
1.976562500000000000e+00,7.434389550003731029e-02,7.191708999669699232e-02,7.243269899537022050e-02
2.335937500000000000e+00,7.030070074836458627e-02,6.745558704440457465e-02,6.899189603403844961e-02
2.695312500000000000e+00,6.637670931722483569e-02,6.491073461252594434e-02,6.606238595717679740e-02
3.054687500000000000e+00,6.108989061520980757e-02,6.170716733607678472e-02,6.228427897903292959e-02
3.414062500000000000e+00,5.646111740909802446e-02,5.648518093261046397e-02,5.918511898467342103e-02
3.773437500000000000e+00,5.206277956335367968e-02,5.330749218181991822e-02,5.462602638900720953e-02
4.132812500000000000e+00,4.746989830035036606e-02,5.080984658689333827e-02,5.079743092438317870e-02
4.492187500000000000e+00,4.520006151409855510e-02,4.741842521135095079e-02,4.713181163531937612e-02
4.851562500000000000e+00,4.148487193735101580e-02,4.437978398211955833e-02,4.326404871747310116e-02
5.210937500000000000e+00,3.911766404385478429e-02,4.205782333788237598e-02,4.182173225534487060e-02
