# value,p_norm_ratio
3.906250000000000000e-02,6.183670924386463347e-02
1.171875000000000000e-01,2.878909713217906452e-01
1.953125000000000000e-01,4.987537596702384390e-01
2.734375000000000000e-01,6.652311307034612931e-01
3.515625000000000000e-01,7.756387535914390785e-01
4.296875000000000000e-01,8.501418903832159701e-01
5.078125000000000000e-01,8.792288138415905729e-01
5.859375000000000000e-01,8.890118036537649759e-01
6.640625000000000000e-01,8.681549130145324034e-01
7.421875000000000000e-01,8.261322696978520286e-01
8.203125000000000000e-01,7.669569278252610367e-01
8.984375000000000000e-01,6.956191062743560805e-01
9.765625000000000000e-01,6.203098714275031567e-01
1.054687500000000000e+00,5.427148921011459848e-01
1.132812500000000000e+00,4.763725838292326986e-01
1.210937500000000000e+00,4.120106286354215386e-01
1.289062500000000000e+00,3.544206057928200315e-01
1.367187500000000000e+00,3.049566992032296531e-01
1.445312500000000000e+00,2.625171169519584513e-01
1.523437500000000000e+00,2.250719201044523166e-01
1.601562500000000000e+00,1.941049574787867549e-01
1.679687500000000000e+00,1.680395500748760873e-01
1.757812500000000000e+00,1.435888532117668703e-01
1.835937500000000000e+00,1.239852364998611650e-01
1.914062500000000000e+00,1.069648195344363034e-01
1.992187500000000000e+00,9.328024973171943068e-02
2.070312500000000000e+00,8.118914206809482725e-02
2.148437500000000000e+00,7.120033626844597674e-02
2.226562500000000000e+00,6.163997848109777772e-02
2.304687500000000000e+00,5.407893126064466927e-02
2.382812500000000000e+00,4.776282747343396640e-02
2.460937500000000000e+00,4.221882106188729750e-02
2.539062500000000000e+00,3.739461510862626681e-02
2.617187500000000000e+00,3.324307198113842649e-02
2.695312500000000000e+00,2.912196846439149209e-02
2.773437500000000000e+00,2.616266598748795413e-02
2.851562500000000000e+00,2.325235701114306344e-02
2.929687500000000000e+00,2.095757547854339500e-02
3.007812500000000000e+00,1.877326947588484063e-02
3.085937500000000000e+00,1.675740875057147791e-02
3.164062500000000000e+00,1.511173775257457740e-02
3.242187500000000000e+00,1.337332392936861104e-02
3.320312500000000000e+00,1.193745218588356319e-02
3.398437500000000000e+00,1.074285054582610997e-02
3.476562500000000000e+00,9.657855823317676100e-03
3.554687500000000000e+00,8.648630603906089231e-03
3.632812500000000000e+00,7.974023414808380575e-03
3.710937500000000000e+00,7.261080616020954351e-03
3.789062500000000000e+00,6.496218928370101064e-03
3.867187500000000000e+00,6.061409935432277886e-03
3.945312500000000000e+00,5.488874882499785411e-03
4.023437500000000000e+00,4.874335322769677778e-03
4.101562500000000000e+00,4.554249214163171369e-03
4.179687500000000000e+00,4.262914972734194001e-03
4.257812500000000000e+00,3.842657874285486646e-03
4.335937500000000000e+00,3.499993590211128956e-03
4.414062500000000000e+00,3.134138998242554010e-03
4.492187500000000000e+00,2.879754065902013875e-03
4.570312500000000000e+00,2.790792151654542495e-03
4.648437500000000000e+00,2.424929063661856749e-03
4.726562500000000000e+00,2.367308341881252734e-03
4.804687500000000000e+00,2.086057332163619629e-03
4.882812500000000000e+00,1.978951508431675728e-03
4.960937500000000000e+00,1.862456275920890700e-03
