# value,p_u_x,p_u_y,p_u_z
-8.268750000000000266e-01,3.007601512487063644e-01,4.411486440161962452e-01,3.516060116572557459e-01
-8.006249999999999201e-01,3.144724047328421590e-01,4.466999032978966055e-01,3.556349009956318863e-01
-7.743750000000000355e-01,3.357787046251345942e-01,4.596683234969076715e-01,3.765104970727911615e-01
-7.481249999999999289e-01,3.575549586553267156e-01,4.706034739320426596e-01,3.967828944900042565e-01
-7.218750000000000444e-01,3.721538495919236023e-01,4.757601051866173769e-01,4.159942752302418500e-01
-6.956249999999999378e-01,3.947984763855187373e-01,4.928219858450857416e-01,4.287007797173741919e-01
-6.693750000000000533e-01,4.085092556778647799e-01,5.107982591610099599e-01,4.418752556537019482e-01
-6.431249999999999467e-01,4.164140361717951211e-01,5.257437294922805426e-01,4.604635698981507930e-01
-6.168750000000000622e-01,4.335655858503195126e-01,5.373192979626929544e-01,4.826733801695867188e-01
-5.906249999999999556e-01,4.548942439575889285e-01,5.565820631934386142e-01,5.059850393716864847e-01
-5.643749999999999600e-01,4.617618473172130922e-01,5.677074235707988414e-01,5.222087097452038362e-01
-5.381249999999999645e-01,4.823294614790928914e-01,5.817214238797875359e-01,5.345769749389871484e-01
-5.118749999999999689e-01,5.021654711909520064e-01,5.967624361169834302e-01,5.515368131270012020e-01
-4.856249999999999734e-01,5.252325091277244562e-01,6.109561419452563813e-01,5.666640283119769306e-01
-4.593749999999999778e-01,5.447779397393940348e-01,6.177836796520959073e-01,5.823005202357440790e-01
-4.331249999999999822e-01,5.576608148531807529e-01,6.362915206682103753e-01,5.898994537238910763e-01
-4.068749999999999867e-01,5.687832739116549519e-01,6.413675954911103316e-01,6.080249709919458567e-01
-3.806249999999999911e-01,5.882145350474456968e-01,6.480379920960962492e-01,6.196804900744498079e-01
-3.543749999999999956e-01,6.078006223782892459e-01,6.472904907771099836e-01,6.396498009562114895e-01
-3.281250000000000000e-01,6.184995865420769290e-01,6.616833799950236905e-01,6.555360282847716435e-01
-3.018749999999999489e-01,6.307471336298670073e-01,6.792639967642567500e-01,6.690514625795180859e-01
-2.756249999999999534e-01,6.408866260173673446e-01,6.813745689559381757e-01,6.745753729464915027e-01
-2.493749999999999578e-01,6.472863220609944568e-01,6.893253391575834277e-01,6.854907265759385693e-01
-2.231249999999999623e-01,6.696287299158177886e-01,6.825485748177329004e-01,6.888277499539882109e-01
-1.968749999999999667e-01,6.766023933662586032e-01,6.873507815905136598e-01,7.008776298478496258e-01
-1.706249999999999711e-01,6.834499477302586889e-01,6.961196514333083396e-01,7.113664605458965839e-01
-1.443749999999999756e-01,6.990606249097973679e-01,7.075782204434557521e-01,7.303455512239305225e-01
-1.181249999999999800e-01,7.174465306406899723e-01,7.065083472218182115e-01,7.315406362842173937e-01
-9.187499999999998446e-02,7.145465227415817022e-01,7.149070495559108895e-01,7.363416853858507638e-01
-6.562499999999998890e-02,7.245788795883441047e-01,7.042873927261539269e-01,7.431149830203147566e-01
-3.937499999999999334e-02,7.228897771034831221e-01,7.008757313205246087e-01,7.469027074335460314e-01
-1.312499999999999778e-02,7.174878583820319955e-01,6.996149070263216752e-01,7.528120221381529031e-01
1.312499999999999778e-02,7.298094769578551411e-01,7.016519197232318206e-01,7.474539880576848150e-01
3.937499999999999334e-02,7.313911979055409684e-01,6.883777341423363838e-01,7.450590543515704933e-01
6.562499999999998890e-02,7.382041716186479308e-01,6.904167723082175190e-01,7.467838294570904312e-01
9.187499999999998446e-02,7.269492309893268445e-01,6.877808229617764502e-01,7.496604624968624675e-01
1.181249999999999800e-01,7.336316106921693114e-01,6.893490722783487401e-01,7.343505832044020520e-01
1.443749999999999756e-01,7.326247171145013892e-01,6.783979661037548015e-01,7.302878653699375056e-01
1.706249999999999711e-01,7.324580759799307339e-01,6.703958399698597415e-01,7.201621429581477329e-01
1.968750000000000222e-01,7.409932213495765696e-01,6.654818295507041181e-01,7.238076537206435956e-01
2.231250000000000178e-01,7.383962041312915892e-01,6.607407879162253694e-01,7.154200197100913927e-01
2.493750000000000133e-01,7.253789858890228315e-01,6.624770494025353784e-01,7.031533047724971563e-01
2.756250000000000089e-01,7.193265005927195199e-01,6.682421151261761505e-01,6.812500100300113992e-01
3.018750000000000044e-01,7.152827194773183628e-01,6.573219380735074724e-01,6.862625585743896695e-01
3.281250000000000000e-01,6.958763334437567671e-01,6.407512218516563385e-01,6.806794433093973362e-01
3.543749999999999956e-01,6.967447489629928770e-01,6.221015458747660709e-01,6.723296514974412830e-01
3.806249999999999911e-01,6.921937427309445834e-01,6.123169663534830942e-01,6.489972079365093904e-01
4.068749999999999867e-01,6.864339804651501398e-01,5.956624332734669069e-01,6.331333824741081084e-01
4.331249999999999822e-01,6.801301401202932695e-01,5.889083501562180079e-01,6.282254728746687888e-01
4.593749999999999778e-01,6.707761040336885916e-01,5.723273849833812044e-01,6.203841291459701868e-01
4.856249999999999734e-01,6.512336114089192218e-01,5.562116360235074275e-01,5.997063188074253093e-01
5.118749999999999689e-01,6.458150896337472302e-01,5.492266889406561825e-01,5.793351287791627113e-01
5.381249999999999645e-01,6.310845569576082337e-01,5.436107165144884457e-01,5.681945489885367184e-01
5.643749999999999600e-01,6.182298811880754252e-01,5.337936881658891242e-01,5.570691671552044921e-01
5.906249999999999556e-01,5.963771742119630126e-01,5.215328491522240872e-01,5.396855286506305749e-01
6.168749999999999512e-01,5.865526058695554878e-01,5.036172475336206933e-01,5.243421863867976374e-01
6.431249999999999467e-01,5.709722657042206606e-01,4.937292268465647282e-01,5.015455917619450199e-01
6.693749999999999423e-01,5.553057502057102690e-01,4.788591905242594038e-01,4.906279130029586044e-01
6.956249999999999378e-01,5.320885292509530684e-01,4.689198258274223652e-01,4.720577465113963700e-01
7.218749999999999334e-01,5.063675325098696556e-01,4.674994661228134563e-01,4.447314952447710690e-01
7.481249999999999289e-01,4.869198782340274367e-01,4.534316860809282090e-01,4.279829763963292066e-01
7.743749999999999245e-01,4.667224084639668424e-01,4.454286605354512707e-01,4.083551542818349422e-01
8.006249999999999201e-01,4.429968463276282575e-01,4.323251675689414042e-01,3.890959332252381109e-01
8.268749999999999156e-01,4.272317282466119859e-01,4.178478645615748555e-01,3.675562635221317764e-01
