# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.423591347490227310e-02,1.528539927769813518e-02,1.511627585368524596e-02
-1.096093750000000000e+01,1.417737570581287763e-02,1.611517483978811352e-02,1.625570215962242673e-02
-1.060156250000000000e+01,1.510054450251259797e-02,1.740370596601720221e-02,1.708460371892151983e-02
-1.024218750000000000e+01,1.575086192886486838e-02,1.861006666564795492e-02,1.844757509026703768e-02
-9.882812500000000000e+00,1.692342342855271756e-02,1.925010515643130887e-02,1.916661521941955687e-02
-9.523437500000000000e+00,1.802113667508699335e-02,2.028309425779269148e-02,2.074202946268754663e-02
-9.164062500000000000e+00,1.967747367385836235e-02,2.228680019952435781e-02,2.239062964320678514e-02
-8.804687500000000000e+00,2.086914881929085100e-02,2.362742256588482026e-02,2.400720632804964269e-02
-8.445312500000000000e+00,2.219962774270326650e-02,2.502980952367820158e-02,2.511297717827418868e-02
-8.085937500000000000e+00,2.276711604505983477e-02,2.656370948156962231e-02,2.681851200940714094e-02
-7.726562500000000000e+00,2.491573590216587114e-02,2.820850047195701954e-02,2.813980479919305291e-02
-7.367187500000000000e+00,2.699845286413369780e-02,2.967173138387955988e-02,2.998016556979746228e-02
-7.007812500000000000e+00,2.905955602203182109e-02,3.206067013798827303e-02,3.153312847035056460e-02
-6.648437500000000000e+00,3.045397424648310647e-02,3.377072328782802779e-02,3.427657207860881905e-02
-6.289062500000000000e+00,3.345054016425988430e-02,3.659328970831653149e-02,3.652752483772452735e-02
-5.929687500000000000e+00,3.568327435197229947e-02,3.879452977527318019e-02,3.825459135515525688e-02
-5.570312500000000000e+00,3.713669590283334015e-02,4.092954230449431102e-02,4.093238267723423029e-02
-5.210937500000000000e+00,3.977195324234800156e-02,4.408369144893422437e-02,4.295394933230866491e-02
-4.851562500000000000e+00,4.421690085184309255e-02,4.679242592937496448e-02,4.612618456708915404e-02
-4.492187500000000000e+00,4.621412861710254283e-02,4.913437735568344095e-02,4.967440310016170424e-02
-4.132812500000000000e+00,4.977232775205498588e-02,5.126695266745204260e-02,5.244699490012206394e-02
-3.773437500000000000e+00,5.291966903400793093e-02,5.446730383638006406e-02,5.391572066893664250e-02
-3.414062500000000000e+00,5.705404962175990302e-02,5.671026234881446776e-02,5.715782857152819363e-02
-3.054687500000000000e+00,6.142067837630840049e-02,6.061532066165357946e-02,6.133944587452998948e-02
-2.695312500000000000e+00,6.508585663910154695e-02,6.338900919566781145e-02,6.428093080518236524e-02
-2.335937500000000000e+00,7.109952827403009934e-02,6.616145351485094861e-02,6.732451819039157737e-02
-1.976562500000000000e+00,7.726199383265172638e-02,6.996845329960116322e-02,7.037410367655624888e-02
-1.617187500000000000e+00,8.036615693933285565e-02,7.209544443460019769e-02,7.264240266761566589e-02
-1.257812500000000000e+00,8.594174145131616704e-02,7.535674256851504493e-02,7.460172110796400857e-02
-8.984375000000000000e-01,8.923697140554108509e-02,7.676452769035570223e-02,7.813222367164404658e-02
-5.390625000000000000e-01,9.201180950443774154e-02,8.046493730614469320e-02,7.977741601143330252e-02
-1.796875000000000000e-01,9.280195680292163685e-02,8.261672923103297039e-02,8.224123630233563798e-02
1.796875000000000000e-01,9.049220765410186107e-02,8.203301564413044422e-02,8.287350043473691585e-02
5.390625000000000000e-01,8.874911220651915400e-02,7.917288355534309041e-02,8.091188190140903569e-02
8.984375000000000000e-01,8.607514677916337786e-02,7.957752696561648520e-02,7.760819253087289371e-02
1.257812500000000000e+00,8.180403615994047417e-02,7.641658367367751281e-02,7.582734946531194398e-02
1.617187500000000000e+00,7.699777835934988601e-02,7.282924590715116053e-02,7.331888771313957442e-02
1.976562500000000000e+00,7.381794782976239255e-02,6.985658583219121753e-02,7.056419026161192543e-02
2.335937500000000000e+00,6.913143079695337201e-02,6.775822758195018669e-02,6.609874140826206557e-02
2.695312500000000000e+00,6.513986781936886850e-02,6.441808654551015034e-02,6.336075393758941465e-02
3.054687500000000000e+00,6.133341430185600129e-02,6.108198134225000658e-02,6.166224487740638166e-02
