# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.646274788348009790e-02,1.641438225092008846e-02,1.683957166590277499e-02
-1.096093750000000000e+01,1.737955714971416502e-02,1.732873734399000346e-02,1.756344415023704947e-02
-1.060156250000000000e+01,1.845102763451075129e-02,1.828544682866483154e-02,1.859399268482805900e-02
-1.024218750000000000e+01,1.949130117302076345e-02,1.921491784337666167e-02,1.970073461403832119e-02
-9.882812500000000000e+00,2.039171348457659641e-02,2.048029315081454499e-02,2.063243581821571498e-02
-9.523437500000000000e+00,2.160239679334293936e-02,2.163920599842217643e-02,2.180860871540712259e-02
-9.164062500000000000e+00,2.289984029979754213e-02,2.279023032066307755e-02,2.311765477704299729e-02
-8.804687500000000000e+00,2.398024057224549394e-02,2.424564928595101046e-02,2.455830264032846447e-02
-8.445312500000000000e+00,2.530857055888362239e-02,2.558252465011030818e-02,2.586818843925282538e-02
-8.085937500000000000e+00,2.657599943505685805e-02,2.715348765386881025e-02,2.742120514455759564e-02
-7.726562500000000000e+00,2.784277483033241116e-02,2.857131469833100804e-02,2.902514015882927054e-02
-7.367187500000000000e+00,2.972953320555967588e-02,3.013286381749393297e-02,3.076822836299459088e-02
-7.007812500000000000e+00,3.154429287594891218e-02,3.199103371707469334e-02,3.246648294198983126e-02
-6.648437500000000000e+00,3.321171745532475877e-02,3.407119888730537199e-02,3.440097896537072653e-02
-6.289062500000000000e+00,3.502677678601504030e-02,3.636799895405414679e-02,3.696961416266298511e-02
-5.929687500000000000e+00,3.707109291072145651e-02,3.829009771420723018e-02,3.869258709756439457e-02
-5.570312500000000000e+00,3.897308240847977695e-02,4.034971327085004611e-02,4.053849019310775542e-02
-5.210937500000000000e+00,4.125921076386337288e-02,4.277356798079524902e-02,4.299497173730739558e-02
-4.851562500000000000e+00,4.387373665776599096e-02,4.536628681294203880e-02,4.564097872967235597e-02
-4.492187500000000000e+00,4.641201372769390709e-02,4.777063439494107222e-02,4.840868895987553849e-02
-4.132812500000000000e+00,4.946106841676525118e-02,5.027828227348617868e-02,5.136482683322943221e-02
-3.773437500000000000e+00,5.254901257615903626e-02,5.316290057453902651e-02,5.386193381972761290e-02
-3.414062500000000000e+00,5.568306220210139657e-02,5.614391427407862400e-02,5.688702735410419015e-02
-3.054687500000000000e+00,5.929068361598553716e-02,5.920430297614138332e-02,5.982058675376925039e-02
-2.695312500000000000e+00,6.247946722745221365e-02,6.223444388901015756e-02,6.270264568601331689e-02
-2.335937500000000000e+00,6.630926750231017075e-02,6.546646200443403951e-02,6.611676747607152238e-02
-1.976562500000000000e+00,6.985683412855392405e-02,6.886575206046734177e-02,6.941053237578584389e-02
-1.617187500000000000e+00,7.339001198008618387e-02,7.163626430110715815e-02,7.255973818023618571e-02
-1.257812500000000000e+00,7.647215937603896174e-02,7.370732562249580899e-02,7.446467107731981339e-02
-8.984375000000000000e-01,7.983744225312108811e-02,7.629661100647623651e-02,7.679598643232993238e-02
-5.390625000000000000e-01,8.233482895644743393e-02,7.808667108837340221e-02,7.921675022695645607e-02
-1.796875000000000000e-01,8.409155212591687412e-02,8.015922743517350790e-02,8.037491010718725293e-02
1.796875000000000000e-01,8.373969627339011845e-02,8.020341332885513874e-02,7.972105687126447571e-02
5.390625000000000000e-01,8.309979977488449188e-02,7.902440024183135514e-02,7.843412090341411735e-02
8.984375000000000000e-01,8.117672287943737686e-02,7.712493705451617387e-02,7.686564150776067916e-02
1.257812500000000000e+00,7.749014699200439116e-02,7.460621550478344077e-02,7.457263511004084966e-02
1.617187500000000000e+00,7.376280462312842512e-02,7.204260982868390673e-02,7.142607476504084230e-02
1.976562500000000000e+00,6.959641125770094083e-02,6.866355984328482986e-02,6.822763854183605536e-02
2.335937500000000000e+00,6.586592696426633864e-02,6.560707635949762639e-02,6.520622276893706104e-02
2.695312500000000000e+00,6.270097086918151319e-02,6.256393719517069907e-02,6.189149624071622890e-02
3.054687500000000000e+00,5.934849365156640022e-02,5.978106088474954838e-02,5.863441553536857809e-02
3.414062500000000000e+00,5.601811879747915085e-02,5.655009575859064330e-02,5.602475888952441335e-02
3.773437500000000000e+00,5.267557559212698859e-02,5.379810890716325150e-02,5.312421281843062587e-02
4.132812500000000000e+00,4.956617490482649602e-02,5.099004890540512897e-02,5.073937717977448220e-02
4.492187500000000000e+00,4.667028927341431571e-02,4.804161462600984450e-02,4.759080764307737493e-02
4.851562500000000000e+00,4.408494429126760122e-02,4.560024932631951550e-02,4.524133931811738507e-02
5.210937500000000000e+00,4.169889164080298888e-02,4.296767278999876621e-02,4.299574792790559347e-02
5.570312500000000000e+00,3.933007459076325041e-02,4.095678616846409187e-02,4.048300846740394282e-02
5.929687500000000000e+00,3.734714452290432279e-02,3.843141487318200988e-02,3.809843019816724213e-02
6.289062500000000000e+00,3.505275393807403411e-02,3.668963028305319979e-02,3.608089911540723893e-02
6.648437500000000000e+00,3.315830211210884365e-02,3.461353261376086399e-02,3.378942762719785997e-02
7.007812500000000000e+00,3.132265451924513139e-02,3.269649916334021328e-02,3.186283183294566501e-02
7.367187500000000000e+00,2.949070940604589866e-02,3.085595951517757993e-02,3.026423441527059319e-02
7.726562500000000000e+00,2.807876384297547032e-02,2.909995389407214750e-02,2.857114436808618971e-02
8.085937500000000000e+00,2.654207217827406554e-02,2.758632106631162678e-02,2.684918880786351172e-02
8.445312500000000000e+00,2.518715770227225939e-02,2.617251525955766739e-02,2.546321114266217323e-02
8.804687500000000000e+00,2.386852348743215974e-02,2.455513298668144870e-02,2.415386336431885744e-02
9.164062500000000000e+00,2.275864936221134310e-02,2.300868425112693669e-02,2.285359810691114241e-02
9.523437500000000000e+00,2.155783708304160121e-02,2.206636095360620109e-02,2.161717186533913815e-02
9.882812500000000000e+00,2.038154129340333243e-02,2.090995716165559501e-02,2.050314372275191532e-02
1.024218750000000000e+01,1.930954448861463627e-02,1.975947508342534853e-02,1.938860789582900340e-02
1.060156250000000000e+01,1.842800864270238356e-02,1.885405133504600844e-02,1.833154344552530637e-02
1.096093750000000000e+01,1.743234769161711856e-02,1.781559199934780804e-02,1.746164515756903554e-02
