# value,p_norm_ratio
3.906250000000000000e-02,6.454586461302062872e-02
1.171875000000000000e-01,2.937230744340570410e-01
1.953125000000000000e-01,5.159766182838044779e-01
2.734375000000000000e-01,6.784919007909181454e-01
3.515625000000000000e-01,7.937694026806066949e-01
4.296875000000000000e-01,8.616040990717243053e-01
5.078125000000000000e-01,8.968039564380573259e-01
5.859375000000000000e-01,8.914508967504281012e-01
6.640625000000000000e-01,8.664134632935006630e-01
7.421875000000000000e-01,8.180048183854673471e-01
8.203125000000000000e-01,7.566133349105893524e-01
8.984375000000000000e-01,6.833911548381089718e-01
9.765625000000000000e-01,6.083686980199943806e-01
1.054687500000000000e+00,5.362403372327635420e-01
1.132812500000000000e+00,4.706996958088479621e-01
1.210937500000000000e+00,4.057237527603969052e-01
1.289062500000000000e+00,3.529055367943271238e-01
1.367187500000000000e+00,3.026760207820317072e-01
1.445312500000000000e+00,2.600548927128865651e-01
1.523437500000000000e+00,2.216678429324132615e-01
1.601562500000000000e+00,1.913323973832757041e-01
1.679687500000000000e+00,1.650251654260245782e-01
1.757812500000000000e+00,1.415521150494936931e-01
1.835937500000000000e+00,1.231906507941592649e-01
1.914062500000000000e+00,1.068377091810980700e-01
1.992187500000000000e+00,9.240042810400619921e-02
2.070312500000000000e+00,8.061085244961962992e-02
2.148437500000000000e+00,7.089642408946637830e-02
2.226562500000000000e+00,6.186004425280022118e-02
2.304687500000000000e+00,5.396081866907062596e-02
2.382812500000000000e+00,4.726415442804381833e-02
2.460937500000000000e+00,4.184852108629014827e-02
2.539062500000000000e+00,3.723840503372586458e-02
2.617187500000000000e+00,3.289590486250453666e-02
2.695312500000000000e+00,2.884716348213370307e-02
2.773437500000000000e+00,2.559003726166092507e-02
2.851562500000000000e+00,2.263607237180175619e-02
2.929687500000000000e+00,2.032430365824603596e-02
3.007812500000000000e+00,1.808525403400267073e-02
3.085937500000000000e+00,1.646805268327904484e-02
3.164062500000000000e+00,1.502424269610481977e-02
3.242187500000000000e+00,1.328654690736120157e-02
3.320312500000000000e+00,1.203800990765175813e-02
3.398437500000000000e+00,1.064611481691055475e-02
3.476562500000000000e+00,9.513990648970195238e-03
3.554687500000000000e+00,8.615595005444438501e-03
3.632812500000000000e+00,7.796902735505608327e-03
3.710937500000000000e+00,7.266938285887460103e-03
3.789062500000000000e+00,6.416201039354262753e-03
3.867187500000000000e+00,5.923702223946196964e-03
3.945312500000000000e+00,5.396311198177533401e-03
4.023437500000000000e+00,4.868848905464033885e-03
4.101562500000000000e+00,4.464743452026149334e-03
4.179687500000000000e+00,4.140319191264242235e-03
4.257812500000000000e+00,3.817659179925344745e-03
4.335937500000000000e+00,3.426692318109872924e-03
4.414062500000000000e+00,3.129720819567861825e-03
4.492187500000000000e+00,2.877333415128196289e-03
4.570312500000000000e+00,2.673652975275640081e-03
4.648437500000000000e+00,2.472617621588907386e-03
4.726562500000000000e+00,2.220793581434949218e-03
4.804687500000000000e+00,2.147492099139132211e-03
4.882812500000000000e+00,2.020921088888699528e-03
4.960937500000000000e+00,1.824814052228381032e-03
