# value,p_norm_ratio
3.906250000000000000e-02,5.265057107683624588e-02
1.171875000000000000e-01,2.357037715786944598e-01
1.953125000000000000e-01,4.180183911846440670e-01
2.734375000000000000e-01,5.705119108819229901e-01
3.515625000000000000e-01,6.991895050797216626e-01
4.296875000000000000e-01,7.581896102722948116e-01
5.078125000000000000e-01,8.136893123632523706e-01
5.859375000000000000e-01,8.486452231562640058e-01
6.640625000000000000e-01,8.415412114681118938e-01
7.421875000000000000e-01,8.103250552824434738e-01
8.203125000000000000e-01,7.645004884233476128e-01
8.984375000000000000e-01,7.024393101866728273e-01
9.765625000000000000e-01,6.376987020548050555e-01
1.054687500000000000e+00,5.841320030519220330e-01
1.132812500000000000e+00,5.223600378037740466e-01
1.210937500000000000e+00,4.461662429772239591e-01
1.289062500000000000e+00,3.903552855988590142e-01
1.367187500000000000e+00,3.412647506459919877e-01
1.445312500000000000e+00,2.989033034461558991e-01
1.523437500000000000e+00,2.553374781459181175e-01
1.601562500000000000e+00,2.193130484775955014e-01
1.679687500000000000e+00,1.927832366268469877e-01
1.757812500000000000e+00,1.666707330201342430e-01
1.835937500000000000e+00,1.446382671311536861e-01
1.914062500000000000e+00,1.265183912358503471e-01
1.992187500000000000e+00,1.092901427187617514e-01
2.070312500000000000e+00,1.005461307315199532e-01
2.148437500000000000e+00,8.749706930633222024e-02
2.226562500000000000e+00,7.719268380045522793e-02
2.304687500000000000e+00,6.898668008051034306e-02
2.382812500000000000e+00,5.957584758118945195e-02
2.460937500000000000e+00,5.398619918556077368e-02
2.539062500000000000e+00,4.346909320420103834e-02
2.617187500000000000e+00,3.822232956575925822e-02
2.695312500000000000e+00,3.276214894796666138e-02
2.773437500000000000e+00,2.858294137066028431e-02
2.851562500000000000e+00,2.725950207962753863e-02
2.929687500000000000e+00,2.321547770895722451e-02
3.007812500000000000e+00,2.128878412651311058e-02
3.085937500000000000e+00,1.904888914290806673e-02
3.164062500000000000e+00,1.736922909415482275e-02
3.242187500000000000e+00,1.564189950125209616e-02
3.320312500000000000e+00,1.275622251946553765e-02
3.398437500000000000e+00,1.291371433528902719e-02
3.476562500000000000e+00,1.110509864389676304e-02
3.554687500000000000e+00,1.014425107243673539e-02
3.632812500000000000e+00,9.905473158123713484e-03
3.710937500000000000e+00,8.777628541581343133e-03
3.789062500000000000e+00,8.174968326998736587e-03
3.867187500000000000e+00,6.412076066006837209e-03
3.945312500000000000e+00,6.135830340671294229e-03
4.023437500000000000e+00,6.057719480404002640e-03
4.101562500000000000e+00,4.250373884300661341e-03
4.179687500000000000e+00,5.170557921108019823e-03
4.257812500000000000e+00,4.969882865461970438e-03
4.335937500000000000e+00,5.133090110085497884e-03
4.414062500000000000e+00,3.846483582430764575e-03
4.492187500000000000e+00,3.688356718962833986e-03
4.570312500000000000e+00,2.925049935742393172e-03
4.648437500000000000e+00,2.684981440732587925e-03
4.726562500000000000e+00,2.366208008626812659e-03
4.804687500000000000e+00,2.526219529620207186e-03
4.882812500000000000e+00,2.405560477174798102e-03
4.960937500000000000e+00,2.169363724255346775e-03
