# value,p_w
8.984375000000000000e-02,2.129528397229694936e-04
2.695312500000000000e-01,2.422554837529451981e-03
4.492187500000000000e-01,5.757867152388500102e-03
6.289062500000000000e-01,1.026457159678715453e-02
8.085937500000000000e-01,1.555189085845158983e-02
9.882812500000000000e-01,2.323702213251441218e-02
1.167968750000000000e+00,2.944843766673449839e-02
1.347656250000000000e+00,3.694776475728452775e-02
1.527343750000000000e+00,3.995838692611601572e-02
1.707031250000000000e+00,5.100184434973127623e-02
1.886718750000000000e+00,5.541567875983216540e-02
2.066406250000000000e+00,6.357613024860632456e-02
2.246093750000000000e+00,6.775441576085021456e-02
2.425781250000000000e+00,7.370345220126167662e-02
2.605468750000000000e+00,8.240429471993482302e-02
2.785156250000000000e+00,8.575276951697016758e-02
2.964843750000000000e+00,8.698114396563234874e-02
3.144531250000000000e+00,9.102032196034690048e-02
3.324218750000000000e+00,9.768897550615052161e-02
3.503906250000000000e+00,9.943320259036200759e-02
3.683593750000000000e+00,1.009008941754467037e-01
3.863281250000000000e+00,1.042124072584714595e-01
4.042968750000000000e+00,1.059607058117767453e-01
4.222656250000000000e+00,1.056114491597321126e-01
4.402343750000000000e+00,1.073174242741436746e-01
4.582031250000000000e+00,1.110152083370400111e-01
4.761718750000000000e+00,1.136400630052144950e-01
4.941406250000000000e+00,1.230012714601113610e-01
5.121093750000000000e+00,1.235955409543208205e-01
5.300781250000000000e+00,1.204849841220854700e-01
5.480468750000000000e+00,1.225291404758058478e-01
5.660156250000000000e+00,1.213217241088625359e-01
5.839843750000000000e+00,1.195728357539730113e-01
6.019531250000000000e+00,1.190457496889566896e-01
6.199218750000000000e+00,1.196747091940813246e-01
6.378906250000000000e+00,1.162839123565502092e-01
6.558593750000000000e+00,1.142531889515947113e-01
6.738281250000000000e+00,1.144096980292471921e-01
6.917968750000000000e+00,1.160819644125973826e-01
7.097656250000000000e+00,1.124892653922574676e-01
7.277343750000000000e+00,1.120595175883316863e-01
7.457031250000000000e+00,1.104061284567643825e-01
7.636718750000000000e+00,1.108528065323948347e-01
7.816406250000000000e+00,1.062340811851491401e-01
7.996093750000000000e+00,1.060842755016242339e-01
8.175781250000000000e+00,1.070376645992385661e-01
8.355468750000000000e+00,1.045308474178077707e-01
8.535156250000000000e+00,1.009986726359173026e-01
8.714843750000000000e+00,9.992367204313390427e-02
8.894531250000000000e+00,9.754992690692027013e-02
9.074218750000000000e+00,9.481147335235448614e-02
9.253906250000000000e+00,9.309553606657609837e-02
9.433593750000000000e+00,8.961561123840112997e-02
9.613281250000000000e+00,9.094861327064732159e-02
9.792968750000000000e+00,8.919862089962597718e-02
9.972656250000000000e+00,8.743735177730496688e-02
1.015234375000000000e+01,9.032618186380998726e-02
1.033203125000000000e+01,8.491057186499111065e-02
1.051171875000000000e+01,8.122534225885945369e-02
1.069140625000000000e+01,8.316439117605020637e-02
1.087109375000000000e+01,7.966579422230923857e-02
1.105078125000000000e+01,7.904771184012450436e-02
1.123046875000000000e+01,7.913364543037505749e-02
1.141015625000000000e+01,7.702313790613811439e-02
