# value,p_norm_ratio
3.906250000000000000e-02,6.044406013819130646e-02
1.171875000000000000e-01,2.948947393165363140e-01
1.953125000000000000e-01,5.347210148634974347e-01
2.734375000000000000e-01,7.107902891382208432e-01
3.515625000000000000e-01,8.209352264718215997e-01
4.296875000000000000e-01,9.391019627376654411e-01
5.078125000000000000e-01,9.888145780717927380e-01
5.859375000000000000e-01,9.586835749126363382e-01
6.640625000000000000e-01,9.143669594133942979e-01
7.421875000000000000e-01,8.412846931905610948e-01
8.203125000000000000e-01,7.706032348302775947e-01
8.984375000000000000e-01,7.051593421602955214e-01
9.765625000000000000e-01,6.282699243381723031e-01
1.054687500000000000e+00,5.569393858290376809e-01
1.132812500000000000e+00,4.761915414316889583e-01
1.210937500000000000e+00,3.944375971968666073e-01
1.289062500000000000e+00,3.297474651100291698e-01
1.367187500000000000e+00,2.767358592046198495e-01
1.445312500000000000e+00,2.283615555676477282e-01
1.523437500000000000e+00,1.928795795001334024e-01
1.601562500000000000e+00,1.616782957205897264e-01
1.679687500000000000e+00,1.348363067390749015e-01
1.757812500000000000e+00,1.145569820569320302e-01
1.835937500000000000e+00,9.912843807880596103e-02
1.914062500000000000e+00,8.602244770510460159e-02
1.992187500000000000e+00,7.290181026476490189e-02
2.070312500000000000e+00,6.536885462089701837e-02
2.148437500000000000e+00,5.634275856707331859e-02
2.226562500000000000e+00,4.441787487041643639e-02
2.304687500000000000e+00,3.936281367896685146e-02
2.382812500000000000e+00,3.464377463306266003e-02
2.460937500000000000e+00,3.297167369981923030e-02
2.539062500000000000e+00,2.820502656598917676e-02
2.617187500000000000e+00,2.223428812746694808e-02
2.695312500000000000e+00,1.986746555660353838e-02
2.773437500000000000e+00,1.798205007104863515e-02
2.851562500000000000e+00,1.578226551608334291e-02
2.929687500000000000e+00,1.482014784933441583e-02
3.007812500000000000e+00,1.325536996800288914e-02
3.085937500000000000e+00,1.045415432292811156e-02
3.164062500000000000e+00,1.037159812914966762e-02
3.242187500000000000e+00,7.849823933040579391e-03
3.320312500000000000e+00,8.126090143784011482e-03
3.398437500000000000e+00,7.691082507336083861e-03
3.476562500000000000e+00,6.929004848588755580e-03
3.554687500000000000e+00,5.048014211137147669e-03
3.632812500000000000e+00,6.047558718092810662e-03
3.710937500000000000e+00,4.689826854259730900e-03
3.789062500000000000e+00,3.764562436296775994e-03
3.867187500000000000e+00,3.365773000990362595e-03
3.945312500000000000e+00,3.566468542044296756e-03
4.023437500000000000e+00,2.367519074731483809e-03
4.101562500000000000e+00,2.485617451191209255e-03
4.179687500000000000e+00,2.722449251755109864e-03
4.257812500000000000e+00,2.563052292998279410e-03
4.335937500000000000e+00,1.881646170503942185e-03
4.414062500000000000e+00,1.520304060812163348e-03
4.492187500000000000e+00,1.962932268993480833e-03
4.570312500000000000e+00,1.800995119658852384e-03
4.648437500000000000e+00,1.361542149699782175e-03
4.726562500000000000e+00,1.282796241788040871e-03
4.804687500000000000e+00,1.722249211747111514e-03
4.882812500000000000e+00,1.521574156101062562e-03
4.960937500000000000e+00,1.162137189342631136e-03
