# value,p_w
8.984375000000000000e-02,2.213307413477882219e-04
2.695312500000000000e-01,2.149553196854924082e-03
4.492187500000000000e-01,5.452485656360989835e-03
6.289062500000000000e-01,1.024146101999954227e-02
8.085937500000000000e-01,1.625152472686090463e-02
9.882812500000000000e-01,2.079328200145917627e-02
1.167968750000000000e+00,2.803666005371492284e-02
1.347656250000000000e+00,3.138403187854755388e-02
1.527343750000000000e+00,3.755344978431222891e-02
1.707031250000000000e+00,4.112386568049190838e-02
1.886718750000000000e+00,4.645525433519340913e-02
2.066406250000000000e+00,5.290342529031878682e-02
2.246093750000000000e+00,5.610087092910901602e-02
2.425781250000000000e+00,6.227382296941791351e-02
2.605468750000000000e+00,6.456499449570694826e-02
2.785156250000000000e+00,7.191040678828294896e-02
2.964843750000000000e+00,7.331291633254541362e-02
3.144531250000000000e+00,7.896175933651387868e-02
3.324218750000000000e+00,8.215671530872946382e-02
3.503906250000000000e+00,8.748429112628307303e-02
3.683593750000000000e+00,9.092316109273597402e-02
3.863281250000000000e+00,9.830699069039786075e-02
4.042968750000000000e+00,9.760081825324679050e-02
4.222656250000000000e+00,1.007034259420210714e-01
4.402343750000000000e+00,1.000878602524421512e-01
4.582031250000000000e+00,1.035651056938843850e-01
4.761718750000000000e+00,1.056907153227366197e-01
4.941406250000000000e+00,1.100143682326526207e-01
5.121093750000000000e+00,1.063123789151829285e-01
5.300781250000000000e+00,1.099845205398431863e-01
5.480468750000000000e+00,1.104336904209549247e-01
5.660156250000000000e+00,1.160091565172186451e-01
5.839843750000000000e+00,1.133979795712582728e-01
6.019531250000000000e+00,1.125425452498558798e-01
6.199218750000000000e+00,1.160542659154181200e-01
6.378906250000000000e+00,1.104183561463087521e-01
6.558593750000000000e+00,1.131058851650997982e-01
6.738281250000000000e+00,1.099419975859371179e-01
6.917968750000000000e+00,1.131638308961370742e-01
7.097656250000000000e+00,1.109149530696626335e-01
7.277343750000000000e+00,1.130227506886681416e-01
7.457031250000000000e+00,1.116245989919210091e-01
7.636718750000000000e+00,1.120278407214322924e-01
7.816406250000000000e+00,1.122700020396871778e-01
7.996093750000000000e+00,1.139147831483308115e-01
8.175781250000000000e+00,1.116313549077906780e-01
8.355468750000000000e+00,1.149843620499549773e-01
8.535156250000000000e+00,1.138074576546034694e-01
8.714843750000000000e+00,1.124092714060253850e-01
8.894531250000000000e+00,1.071086004048174833e-01
9.074218750000000000e+00,1.055439719542501514e-01
9.253906250000000000e+00,1.052894561315009386e-01
9.433593750000000000e+00,1.045069093357276074e-01
9.613281250000000000e+00,1.054139754970173370e-01
9.792968750000000000e+00,1.095889979904370315e-01
9.972656250000000000e+00,1.031405339082443751e-01
1.015234375000000000e+01,1.068379668702257590e-01
1.033203125000000000e+01,9.779261662035675096e-02
1.051171875000000000e+01,9.935086325771276539e-02
1.069140625000000000e+01,9.895968085436626649e-02
1.087109375000000000e+01,9.907862217428232976e-02
1.105078125000000000e+01,9.791493057635043684e-02
1.123046875000000000e+01,9.509031869489116551e-02
1.141015625000000000e+01,9.540341830068495288e-02
