# rms_flow_velocity,rms_vorticity,average_flow_velocity_intensity,average_streching,average_vorticity_intensity,u_x,u_y,u_z,w_x,w_y,w_z,a_u_x,a_u_y,a_u_z,grads_norm,sym_grads_norm,skew_grads_norm,skew_grads_norm/sym_grads_norm
6.423008109693068013e-01,1.006552335206919224e+01,1.112488989015179230e+00,1.375002096130800844e+01,4.464622627609819011e-02,-6.194349643268486257e-03,1.480935831990614487e-03,-7.190383311281392867e-03,-3.314542141592389385e-02,8.124436627237530129e-02,8.583973397184317677e-02,5.169455741056403486e-01,6.255592304573216467e-01,5.226668642431130385e-01,1.925103008415009498e+01,1.375002096130800844e+01,1.232713823869275416e+01,9.827347026698936006e-01
