# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.704608403170546072e-02,1.882202496038592326e-02,1.882136174011253549e-02
-1.096093750000000000e+01,1.812797426019912769e-02,1.974075973422102434e-02,1.939558745898863068e-02
-1.060156250000000000e+01,1.952102923916987712e-02,2.107504180243156486e-02,2.051529074210730469e-02
-1.024218750000000000e+01,2.085341943754864813e-02,2.204101123616124258e-02,2.133276301528804278e-02
-9.882812500000000000e+00,2.225283773787257655e-02,2.277096071312049649e-02,2.199134669795834926e-02
-9.523437500000000000e+00,2.260117068723553266e-02,2.461080554146207605e-02,2.266142270424106181e-02
-9.164062500000000000e+00,2.451431809272465109e-02,2.642263497009416859e-02,2.447624444314402611e-02
-8.804687500000000000e+00,2.642865736407620791e-02,2.703451294476407266e-02,2.568087342174807039e-02
-8.445312500000000000e+00,2.691172216467076564e-02,2.764695657236029835e-02,2.711625574096906618e-02
-8.085937500000000000e+00,2.824245995973471979e-02,2.915235418876372178e-02,2.899073268236738304e-02
-7.726562500000000000e+00,3.038867640178061214e-02,3.066422701923340877e-02,3.081620860861139857e-02
-7.367187500000000000e+00,3.208538107479749074e-02,3.298218749342546330e-02,3.207983564448572272e-02
-7.007812500000000000e+00,3.505606705120205280e-02,3.429112444848079339e-02,3.369499719015901090e-02
-6.648437500000000000e+00,3.602397882323719186e-02,3.538108578824537831e-02,3.544490136631610333e-02
-6.289062500000000000e+00,3.683076296879225775e-02,3.765659258099095241e-02,3.718958749446709539e-02
-5.929687500000000000e+00,3.861845752897764827e-02,3.977280514979172205e-02,3.900051608556727445e-02
-5.570312500000000000e+00,4.047696993749742844e-02,4.130963789258652180e-02,4.216783799758627022e-02
-5.210937500000000000e+00,4.277112446447911553e-02,4.423264066868684563e-02,4.406580864306836737e-02
-4.851562500000000000e+00,4.412649603103052653e-02,4.514202583154582060e-02,4.577380325209020467e-02
-4.492187500000000000e+00,4.684289284698591599e-02,4.777888827376244180e-02,4.829469931461917442e-02
-4.132812500000000000e+00,4.958253388904643177e-02,5.020168678866467754e-02,5.052415803331224836e-02
-3.773437500000000000e+00,5.229924469674935433e-02,5.213789969541358926e-02,5.241397412956581153e-02
-3.414062500000000000e+00,5.555636088270743400e-02,5.447166599822066829e-02,5.382768085022202748e-02
-3.054687500000000000e+00,5.793414169916030060e-02,5.796268699993829820e-02,5.558861941676834784e-02
-2.695312500000000000e+00,6.012374016027664109e-02,5.958590864563353268e-02,5.833645497488063048e-02
-2.335937500000000000e+00,6.560160822960117710e-02,6.364678175243014546e-02,6.385655941898771282e-02
-1.976562500000000000e+00,6.831902978688175754e-02,6.641026715407923053e-02,6.475897431285103367e-02
-1.617187500000000000e+00,7.039379252670767417e-02,6.736480842514908085e-02,6.622612758812750078e-02
-1.257812500000000000e+00,7.336010399464668041e-02,6.902658399517737353e-02,6.689049339061280131e-02
-8.984375000000000000e-01,7.656450942682198335e-02,7.161888881067389467e-02,7.097056536575786778e-02
-5.390625000000000000e-01,7.695811803679004914e-02,7.347649948653847685e-02,7.256420870269582324e-02
-1.796875000000000000e-01,7.887130843561084015e-02,7.468444203084882715e-02,7.478795321604848889e-02
1.796875000000000000e-01,7.931669919142451952e-02,7.504323469112683664e-02,7.512253330657604755e-02
5.390625000000000000e-01,7.722509168802643709e-02,7.339038157796688722e-02,7.469341096791227985e-02
8.984375000000000000e-01,7.715352428866098511e-02,7.222574057200160935e-02,7.335903419446851426e-02
1.257812500000000000e+00,7.359709747889782439e-02,7.110407472244202609e-02,7.022435405686847099e-02
1.617187500000000000e+00,7.037782930384450797e-02,6.812341782696872128e-02,6.932397484750456307e-02
1.976562500000000000e+00,6.518689129022788020e-02,6.468468530338070122e-02,6.667186322176395230e-02
2.335937500000000000e+00,6.351148270827057518e-02,6.315626750251458754e-02,6.474439161903081108e-02
2.695312500000000000e+00,6.232543641110259436e-02,6.082163723841316899e-02,6.158193284072682044e-02
3.054687500000000000e+00,5.948924902858728631e-02,5.835914374036465374e-02,5.914082438255057611e-02
3.414062500000000000e+00,5.695691408967647196e-02,5.490099494779874384e-02,5.628808498388550990e-02
3.773437500000000000e+00,5.354681961079838654e-02,5.270701583473986346e-02,5.502183988896154621e-02
4.132812500000000000e+00,5.084827529979302208e-02,5.045563463036459306e-02,5.170367094754178133e-02
4.492187500000000000e+00,4.770861178782603851e-02,4.910518768898303188e-02,4.889865050624564446e-02
4.851562500000000000e+00,4.548891726462230001e-02,4.716990375606174707e-02,4.652379028254713389e-02
5.210937500000000000e+00,4.243955329870394838e-02,4.516671912233501812e-02,4.503546183572458561e-02
5.570312500000000000e+00,4.133543365501202854e-02,4.103077199604366482e-02,4.246881707526258681e-02
5.929687500000000000e+00,3.907708372717449280e-02,3.970414370551143823e-02,4.120610183969432988e-02
6.289062500000000000e+00,3.716503762750155565e-02,3.757351456077684393e-02,3.882008697096694938e-02
6.648437500000000000e+00,3.473185866687415746e-02,3.644379254536630336e-02,3.632750625149885199e-02
7.007812500000000000e+00,3.256437062333494142e-02,3.476396800193239101e-02,3.474954911560852039e-02
7.367187500000000000e+00,3.047516024148920130e-02,3.237360962212075532e-02,3.325653079202954554e-02
7.726562500000000000e+00,2.818118075896056812e-02,3.097857408562365925e-02,3.141202018377083072e-02
8.085937500000000000e+00,2.708742091947687405e-02,2.934215205196885959e-02,2.937678450925108181e-02
8.445312500000000000e+00,2.593242105645780088e-02,2.723505705839825153e-02,2.768297763480664919e-02
8.804687500000000000e+00,2.529351735451375663e-02,2.675914164211586760e-02,2.609353805838804038e-02
9.164062500000000000e+00,2.362994373356320718e-02,2.550069547250296415e-02,2.467290767806077853e-02
9.523437500000000000e+00,2.223912255466816909e-02,2.363077534507588076e-02,2.349927391706434221e-02
9.882812500000000000e+00,2.114289601790024856e-02,2.275434186251283630e-02,2.292671123914877956e-02
1.024218750000000000e+01,2.003388454064018026e-02,2.123775321486015208e-02,2.154167684238418937e-02
1.060156250000000000e+01,1.852438232064972101e-02,2.005018195648404847e-02,2.064844482158919442e-02
1.096093750000000000e+01,1.773838789030254132e-02,1.919424268168720346e-02,1.973191450939242725e-02
1.132031250000000000e+01,1.699922935444821842e-02,1.850554310043498948e-02,1.960419268720482375e-02
