# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.317846400535158287e-02,1.494346599914872162e-02,1.529029388024605481e-02
-1.096093750000000000e+01,1.488526450136222479e-02,1.565470604842342239e-02,1.602853275245710862e-02
-1.060156250000000000e+01,1.575746414439784665e-02,1.667974081642385406e-02,1.705473869710417978e-02
-1.024218750000000000e+01,1.709458426658031979e-02,1.679990617548978576e-02,1.878329513884878857e-02
-9.882812500000000000e+00,1.803797979439344251e-02,1.872576864886794923e-02,1.955459888720393474e-02
-9.523437500000000000e+00,1.893377552531513505e-02,2.075146197054726985e-02,2.172050111483572049e-02
-9.164062500000000000e+00,2.021152663112486467e-02,2.098357930278934094e-02,2.066883194003509353e-02
-8.804687500000000000e+00,2.137690749950061850e-02,2.281152312886708389e-02,2.358583926206096401e-02
-8.445312500000000000e+00,2.219925717098625989e-02,2.486697637015702553e-02,2.532390657197622352e-02
-8.085937500000000000e+00,2.437303228834174912e-02,2.624016482344803530e-02,2.682707839527180560e-02
-7.726562500000000000e+00,2.543245981991073407e-02,2.803739184829221257e-02,2.886952873743749148e-02
-7.367187500000000000e+00,2.778955994582672784e-02,3.044863065907461169e-02,3.223467607456938916e-02
-7.007812500000000000e+00,3.041484743545676273e-02,3.098764709890963753e-02,3.264762719812470959e-02
-6.648437500000000000e+00,3.220944867415066054e-02,3.273715289336869699e-02,3.425518049594911824e-02
-6.289062500000000000e+00,3.349115738797332070e-02,3.544157741672261663e-02,3.715978538851563012e-02
-5.929687500000000000e+00,3.586247607375348673e-02,3.831236176722363496e-02,3.809367591252847685e-02
-5.570312500000000000e+00,3.654134380903875656e-02,4.067257897941530670e-02,4.094492589010365058e-02
-5.210937500000000000e+00,3.907407157949593923e-02,4.301855378581665584e-02,4.201111106219123509e-02
-4.851562500000000000e+00,4.375193888075924048e-02,4.560720354402988258e-02,4.616669184222714495e-02
-4.492187500000000000e+00,4.674313260415601662e-02,4.731304950658100222e-02,4.934327415044592602e-02
-4.132812500000000000e+00,5.116183296902769573e-02,5.151679864858389052e-02,5.029925530766000269e-02
-3.773437500000000000e+00,5.583126478071881449e-02,5.418608818401456084e-02,5.403248092771954086e-02
-3.414062500000000000e+00,5.990510809906073042e-02,5.592307721068801724e-02,5.887199017654771299e-02
-3.054687500000000000e+00,6.421775744157534604e-02,6.035138506944876663e-02,6.289167860464449367e-02
-2.695312500000000000e+00,6.878804609010719107e-02,6.416905390223563710e-02,6.495061810941715752e-02
-2.335937500000000000e+00,7.346417986592668203e-02,6.720232470381101719e-02,6.948834482850078931e-02
-1.976562500000000000e+00,7.952636358930469107e-02,7.084708400032302400e-02,7.384536507708056030e-02
-1.617187500000000000e+00,8.282818100276766182e-02,7.515007266780897310e-02,7.545596046783450972e-02
-1.257812500000000000e+00,8.605207337295099623e-02,7.752732537592686712e-02,7.852019527079893979e-02
-8.984375000000000000e-01,8.536225284011962622e-02,8.073901722344901943e-02,8.262215337879137700e-02
-5.390625000000000000e-01,8.832503147753478778e-02,8.466368362734380537e-02,8.297646874210469481e-02
-1.796875000000000000e-01,9.252843033456503719e-02,8.547296812167534674e-02,8.382751951774118637e-02
1.796875000000000000e-01,9.056615984956840892e-02,8.493298751454156359e-02,8.639956672551087069e-02
5.390625000000000000e-01,8.864933187093262945e-02,8.292026158584678286e-02,8.393048285067210290e-02
8.984375000000000000e-01,8.571031768745779322e-02,8.003187091502603212e-02,8.008471808451464446e-02
1.257812500000000000e+00,8.129822712795935213e-02,7.687338319960895783e-02,7.796146953062066398e-02
1.617187500000000000e+00,7.703808508229006979e-02,7.478705286097510341e-02,7.276986850069984414e-02
1.976562500000000000e+00,7.281330875764666088e-02,7.210987520690088914e-02,7.010858797024589750e-02
2.335937500000000000e+00,6.891928979182300463e-02,6.875761697940016570e-02,6.841526275837760129e-02
2.695312500000000000e+00,6.292930368847445000e-02,6.383264468502003464e-02,6.343871928630322177e-02
3.054687500000000000e+00,6.137879894179165685e-02,6.122125152265499304e-02,5.970926110592948005e-02
3.414062500000000000e+00,5.651258821131109611e-02,5.807914808575926485e-02,5.322979010646084613e-02
3.773437500000000000e+00,5.252363686706942175e-02,5.573986521096341989e-02,5.293024245312889786e-02
4.132812500000000000e+00,4.631859346306932412e-02,5.304622640185419763e-02,5.052351236286484887e-02
4.492187500000000000e+00,4.578299297525667555e-02,4.823841383939432570e-02,4.708880270614528712e-02
4.851562500000000000e+00,4.288471870077660564e-02,4.690912847888211584e-02,4.426473126476608566e-02
5.210937500000000000e+00,3.882663127709953116e-02,4.085126456771589337e-02,4.048333292348202384e-02
5.570312500000000000e+00,3.448256967777771353e-02,3.780300251199773115e-02,3.785145644045491420e-02
5.929687500000000000e+00,3.411479485625326658e-02,3.580835608096872430e-02,3.631566885422717050e-02
6.289062500000000000e+00,3.201332828018043503e-02,3.311614006762343687e-02,3.342229607401713681e-02
6.648437500000000000e+00,2.862414782816123313e-02,3.246531290267252318e-02,3.137385476486383856e-02
7.007812500000000000e+00,2.747734287516066104e-02,2.978851171425606070e-02,2.900541010488405166e-02
7.367187500000000000e+00,2.614114677485251947e-02,2.754214568006577851e-02,2.709480987316943007e-02
7.726562500000000000e+00,2.360467951138859807e-02,2.579455935008527837e-02,2.708260737188275188e-02
8.085937500000000000e+00,2.339592773859789851e-02,2.394882029779603350e-02,2.466485579972497316e-02
8.445312500000000000e+00,2.194662288510116147e-02,2.289034967203358237e-02,2.325395480570389278e-02
8.804687500000000000e+00,1.966544876990439575e-02,2.142720143740971597e-02,2.019013319194077477e-02
9.164062500000000000e+00,1.948101492829363776e-02,2.098325752704218589e-02,1.907906711498942587e-02
9.523437500000000000e+00,1.807089428536078068e-02,1.986636557444768775e-02,1.817768202249791035e-02
9.882812500000000000e+00,1.712212357971422405e-02,1.921418531674481261e-02,1.788824730648741132e-02
1.024218750000000000e+01,1.554307593041137463e-02,1.795068691775396352e-02,1.635437592203369331e-02
1.060156250000000000e+01,1.521684938576267111e-02,1.638535298979534871e-02,1.583357448185634259e-02
1.096093750000000000e+01,1.435551963073108429e-02,1.575781226877548749e-02,1.521338180144850630e-02
1.132031250000000000e+01,1.385201052046474389e-02,1.475332476925664792e-02,1.412284729130547020e-02
