# value,p_norm_ratio
3.906250000000000000e-02,5.158479377284611034e-02
1.171875000000000000e-01,2.309301419624728569e-01
1.953125000000000000e-01,4.080172154234351090e-01
2.734375000000000000e-01,5.598531217458296849e-01
3.515625000000000000e-01,6.812616176651697941e-01
4.296875000000000000e-01,7.601636564590741330e-01
5.078125000000000000e-01,7.945958932393311080e-01
5.859375000000000000e-01,8.227535527604795673e-01
6.640625000000000000e-01,8.262258358433057781e-01
7.421875000000000000e-01,8.030220567415243815e-01
8.203125000000000000e-01,7.756784593452090704e-01
8.984375000000000000e-01,7.107048932797451757e-01
9.765625000000000000e-01,6.660240611770235075e-01
1.054687500000000000e+00,5.835652051101931637e-01
1.132812500000000000e+00,5.089277937181796441e-01
1.210937500000000000e+00,4.558832042332708334e-01
1.289062500000000000e+00,4.011196975652048802e-01
1.367187500000000000e+00,3.480262656940844024e-01
1.445312500000000000e+00,2.967760557618225881e-01
1.523437500000000000e+00,2.599499878223058280e-01
1.601562500000000000e+00,2.240818132880436908e-01
1.679687500000000000e+00,1.923715294341763193e-01
1.757812500000000000e+00,1.653940857634818851e-01
1.835937500000000000e+00,1.465530668946121995e-01
1.914062500000000000e+00,1.303854629020412270e-01
1.992187500000000000e+00,1.134613159069839117e-01
2.070312500000000000e+00,1.019504923846960565e-01
2.148437500000000000e+00,8.827740044373738604e-02
2.226562500000000000e+00,7.760315534733519538e-02
2.304687500000000000e+00,6.945175708378961699e-02
2.382812500000000000e+00,5.930450544735814400e-02
2.460937500000000000e+00,5.080048088513062360e-02
2.539062500000000000e+00,4.574315317261679753e-02
2.617187500000000000e+00,4.098660429859057180e-02
2.695312500000000000e+00,3.792084433406552046e-02
2.773437500000000000e+00,3.272710789800430814e-02
2.851562500000000000e+00,2.813070801305265004e-02
2.929687500000000000e+00,2.554061278677538863e-02
3.007812500000000000e+00,2.351582980425267685e-02
3.085937500000000000e+00,2.107295127357096398e-02
3.164062500000000000e+00,1.767605998411206011e-02
3.242187500000000000e+00,1.594978796322988127e-02
3.320312500000000000e+00,1.460594250916359173e-02
3.398437500000000000e+00,1.307245722431158580e-02
3.476562500000000000e+00,1.223011978125584931e-02
3.554687500000000000e+00,1.104950487134184409e-02
3.632812500000000000e+00,1.068780577154326492e-02
3.710937500000000000e+00,9.664725673002378531e-03
3.789062500000000000e+00,8.462451660143970045e-03
3.867187500000000000e+00,8.050122993318763881e-03
3.945312500000000000e+00,7.258316646929309501e-03
4.023437500000000000e+00,6.477412306036638839e-03
4.101562500000000000e+00,6.105647638700767259e-03
4.179687500000000000e+00,5.043428677179810464e-03
4.257812500000000000e+00,4.903094339772613892e-03
4.335937500000000000e+00,4.602676345030203182e-03
4.414062500000000000e+00,4.149362257949461459e-03
4.492187500000000000e+00,3.559003947949426674e-03
4.570312500000000000e+00,3.459660369668399443e-03
4.648437500000000000e+00,2.857254196291251092e-03
4.726562500000000000e+00,2.808270208665858327e-03
4.804687500000000000e+00,2.557709042725448204e-03
4.882812500000000000e+00,2.437250806904083227e-03
4.960937500000000000e+00,1.995548102011235163e-03
