# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.132031250000000000e+01,9.312798530412976297e-03,9.669355012714207429e-03,9.664988071478437109e-03,1.156245272923533962e-02,7.625665763221512253e-03,1.060068007446478278e-02,1.170763956278451402e-02,1.070446881643242164e-02,7.578055451091855049e-03
-1.096093750000000000e+01,1.010699829810697732e-02,1.043086750334568449e-02,1.035104043896251103e-02,1.259375507818209609e-02,8.420489215208042111e-03,1.131781757759169407e-02,1.260484121070925244e-02,1.143594683331232952e-02,8.187314534547936520e-03
-1.060156250000000000e+01,1.115280625873016872e-02,1.112129005586322099e-02,1.112191927547605090e-02,1.342193617264975103e-02,9.092302439280559867e-03,1.208931013319177600e-02,1.352911095909883898e-02,1.218069335936876676e-02,8.944086519870520294e-03
-1.024218750000000000e+01,1.215683452474088100e-02,1.188686284272541353e-02,1.202159360400940555e-02,1.435142244942180442e-02,9.917152114310556071e-03,1.311162898728750192e-02,1.442036279569032693e-02,1.323551228355586591e-02,9.769731289770143892e-03
-9.882812500000000000e+00,1.315769828869607465e-02,1.288382851045286048e-02,1.293810399480415513e-02,1.535477292152077032e-02,1.064620843709970094e-02,1.416929724035049555e-02,1.548619268747612569e-02,1.425392791201190133e-02,1.052392200400759960e-02
-9.523437500000000000e+00,1.441902268101607695e-02,1.405058349612684117e-02,1.388680437410782717e-02,1.649552677528378503e-02,1.169556154488279008e-02,1.522308826970566152e-02,1.672623900256780746e-02,1.538707102536180683e-02,1.148905702055514656e-02
-9.164062500000000000e+00,1.556751566290154841e-02,1.506197389954342866e-02,1.510787169026728619e-02,1.762757693726757849e-02,1.262259950628464092e-02,1.644883026485900387e-02,1.791074201939911459e-02,1.660405202582261944e-02,1.260260702267204658e-02
-8.804687500000000000e+00,1.699971495594835083e-02,1.633761632298785446e-02,1.638484026020594481e-02,1.895069711686311192e-02,1.371868148600103275e-02,1.761871792589342692e-02,1.910240504050577173e-02,1.782481146175628542e-02,1.357693157954189059e-02
-8.445312500000000000e+00,1.834321861454982563e-02,1.749578464101131728e-02,1.774804210660349199e-02,2.052183668524194815e-02,1.498478023757338073e-02,1.914249905059877549e-02,2.054561994114885784e-02,1.927961553469553085e-02,1.488378173326009024e-02
-8.085937500000000000e+00,2.014564296153689357e-02,1.914007073454808763e-02,1.930984329792143420e-02,2.202665161677757125e-02,1.656733658744688822e-02,2.065085110536058616e-02,2.208162628538712716e-02,2.072103882735317273e-02,1.628870114303578032e-02
