# value,p_w
8.984375000000000000e-02,3.091244416062994107e-04
2.695312500000000000e-01,2.151414499742278739e-03
4.492187500000000000e-01,5.584566513847880921e-03
6.289062500000000000e-01,1.029881052719138629e-02
8.085937500000000000e-01,1.602617292343661015e-02
9.882812500000000000e-01,2.172855540131542196e-02
1.167968750000000000e+00,2.819872003788138903e-02
1.347656250000000000e+00,3.454383015011328745e-02
1.527343750000000000e+00,4.106485361132043016e-02
1.707031250000000000e+00,4.745219731587019263e-02
1.886718750000000000e+00,5.352704057949921046e-02
2.066406250000000000e+00,5.926314340866438435e-02
2.246093750000000000e+00,6.468152967746224058e-02
2.425781250000000000e+00,6.894189731027958179e-02
2.605468750000000000e+00,7.348702066903167740e-02
2.785156250000000000e+00,7.840027179015061909e-02
2.964843750000000000e+00,8.181538201122012799e-02
3.144531250000000000e+00,8.527649699994944987e-02
3.324218750000000000e+00,8.945940145890016182e-02
3.503906250000000000e+00,9.154848588196272396e-02
3.683593750000000000e+00,9.465478348793941732e-02
3.863281250000000000e+00,9.750517343474750243e-02
4.042968750000000000e+00,9.996218533294570774e-02
4.222656250000000000e+00,1.016444983519750600e-01
4.402343750000000000e+00,1.036689554390535783e-01
4.582031250000000000e+00,1.057934209663145830e-01
4.761718750000000000e+00,1.071288124242520123e-01
4.941406250000000000e+00,1.090911579590812530e-01
5.121093750000000000e+00,1.106559420410277578e-01
5.300781250000000000e+00,1.108120908026725276e-01
5.480468750000000000e+00,1.119984940309025206e-01
5.660156250000000000e+00,1.125994353533057296e-01
5.839843750000000000e+00,1.124903654560502619e-01
6.019531250000000000e+00,1.127266377494568761e-01
6.199218750000000000e+00,1.132410623346357670e-01
6.378906250000000000e+00,1.128062025201508611e-01
6.558593750000000000e+00,1.132041354073366340e-01
6.738281250000000000e+00,1.127477467081854645e-01
6.917968750000000000e+00,1.129350688976283462e-01
7.097656250000000000e+00,1.122606123196884520e-01
7.277343750000000000e+00,1.116783049769066172e-01
7.457031250000000000e+00,1.111339658045555762e-01
7.636718750000000000e+00,1.117932797369006609e-01
7.816406250000000000e+00,1.117224154178632078e-01
7.996093750000000000e+00,1.097918025405082154e-01
8.175781250000000000e+00,1.092124163695008809e-01
8.355468750000000000e+00,1.084247489528518127e-01
8.535156250000000000e+00,1.068995542124054898e-01
8.714843750000000000e+00,1.058813872343667972e-01
8.894531250000000000e+00,1.051695937082036680e-01
9.074218750000000000e+00,1.033498054052702370e-01
9.253906250000000000e+00,1.026244890414800964e-01
9.433593750000000000e+00,1.017828038390456435e-01
9.613281250000000000e+00,1.011369013079791712e-01
9.792968750000000000e+00,9.990999229721368724e-02
9.972656250000000000e+00,9.904072745773326303e-02
1.015234375000000000e+01,9.776537794689056649e-02
1.033203125000000000e+01,9.642405838529478912e-02
1.051171875000000000e+01,9.472392727421191649e-02
1.069140625000000000e+01,9.386143345675121430e-02
1.087109375000000000e+01,9.158413193886791315e-02
1.105078125000000000e+01,9.066076611617986114e-02
1.123046875000000000e+01,8.998128176040715021e-02
1.141015625000000000e+01,8.897852989615753772e-02
