# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.132031250000000000e+01,1.571022816080266601e-02,6.026962745966944757e-03,6.279047504932234319e-03,1.218614183273724998e-02,5.559309974158831852e-03,8.890073538579476228e-03,1.236421946920593373e-02,7.932829756573177987e-03,5.799276707924409108e-03
-1.096093750000000000e+01,1.654734575292160156e-02,6.562757184713744960e-03,7.167250193946777918e-03,1.360306439094959539e-02,5.891676551486784395e-03,9.663375816655656383e-03,1.324567238795226580e-02,8.836776586955606694e-03,6.031978317450940874e-03
-1.060156250000000000e+01,1.845937768698927700e-02,7.318416172864229338e-03,7.918713283440671075e-03,1.427353577007734256e-02,6.309517029571775314e-03,1.043064326227452314e-02,1.402129250246823659e-02,9.919097201166177449e-03,6.412715515705672865e-03
-1.024218750000000000e+01,2.009871428669277732e-02,7.923193644234480248e-03,8.476094669776968252e-03,1.517869016929550979e-02,7.169887034385817766e-03,1.083091624633814899e-02,1.530552248157379322e-02,1.057099452737372304e-02,6.850156770430318107e-03
-9.882812500000000000e+00,2.075245059259689037e-02,9.278549873896781847e-03,9.827660069702169598e-03,1.609392010360754730e-02,8.199122829030963330e-03,1.160057520517979342e-02,1.615672644755981879e-02,1.133892809083432256e-02,7.361321895192222964e-03
-9.523437500000000000e+00,2.264159999171673487e-02,1.031463746383160830e-02,1.077590377910485168e-02,1.746970576449975374e-02,8.770013388820651137e-03,1.286624597272874142e-02,1.751470468480410478e-02,1.255372110350252458e-02,8.063915883919251654e-03
-9.164062500000000000e+00,2.501282086964131887e-02,1.141179840260525893e-02,1.253391264441219843e-02,1.862502812077704642e-02,9.222055123540207414e-03,1.406612240263151702e-02,1.903679770860342013e-02,1.382933606624250911e-02,9.164773715036149404e-03
-8.804687500000000000e+00,2.689588306798218822e-02,1.310044916448996344e-02,1.357073462329907478e-02,2.052411290027376586e-02,9.943004785397892634e-03,1.586692463904718770e-02,1.962836229827726736e-02,1.514255519071059340e-02,1.017455368606859020e-02
-8.445312500000000000e+00,2.879907311397727696e-02,1.419588100242940611e-02,1.479506423497427108e-02,2.191880216836174233e-02,1.137595599461280194e-02,1.734561173880866738e-02,2.195298084831853735e-02,1.638947664257926762e-02,1.115528018557407700e-02
-8.085937500000000000e+00,3.105593435599102170e-02,1.595893573406073976e-02,1.634686890724364877e-02,2.367021078165730541e-02,1.219054165051615055e-02,1.886135689391398376e-02,2.365288631135790270e-02,1.794302844397085983e-02,1.251383271797775268e-02
