# value,p_w
8.984375000000000000e-02,4.103620235291887417e-04
2.695312500000000000e-01,2.641939109185830348e-03
4.492187500000000000e-01,6.839995125884278451e-03
6.289062500000000000e-01,1.218509535089172882e-02
8.085937500000000000e-01,1.778614240571583377e-02
9.882812500000000000e-01,2.431478336284070146e-02
1.167968750000000000e+00,3.243192080256800114e-02
1.347656250000000000e+00,3.892503396797701576e-02
1.527343750000000000e+00,4.505996352352974882e-02
1.707031250000000000e+00,5.233315812720275989e-02
1.886718750000000000e+00,5.932081093995474758e-02
2.066406250000000000e+00,6.587925002293724963e-02
2.246093750000000000e+00,7.186901365148334886e-02
2.425781250000000000e+00,7.691238081345316835e-02
2.605468750000000000e+00,8.305715034097671534e-02
2.785156250000000000e+00,8.667512077775831048e-02
2.964843750000000000e+00,9.117048829363424978e-02
3.144531250000000000e+00,9.396791287793329617e-02
3.324218750000000000e+00,9.925530661160492096e-02
3.503906250000000000e+00,1.002205324956290111e-01
3.683593750000000000e+00,1.050842160769484002e-01
3.863281250000000000e+00,1.106274185226860801e-01
4.042968750000000000e+00,1.102911331423475916e-01
4.222656250000000000e+00,1.107754954739494230e-01
4.402343750000000000e+00,1.128764961600306899e-01
4.582031250000000000e+00,1.123995785627266292e-01
4.761718750000000000e+00,1.133915774469879956e-01
4.941406250000000000e+00,1.151304642593694166e-01
5.121093750000000000e+00,1.162405696468234995e-01
5.300781250000000000e+00,1.186817856306350699e-01
5.480468750000000000e+00,1.171662854518287916e-01
5.660156250000000000e+00,1.160439471462898081e-01
5.839843750000000000e+00,1.173432840734253552e-01
6.019531250000000000e+00,1.161096555072594627e-01
6.199218750000000000e+00,1.163078759082795816e-01
6.378906250000000000e+00,1.149060131146971142e-01
6.558593750000000000e+00,1.146422901313048637e-01
6.738281250000000000e+00,1.126763851940778549e-01
6.917968750000000000e+00,1.111224610404837609e-01
7.097656250000000000e+00,1.092223640465705414e-01
7.277343750000000000e+00,1.097077468301118491e-01
7.457031250000000000e+00,1.061359272178596380e-01
7.636718750000000000e+00,1.048305875020845018e-01
7.816406250000000000e+00,1.046324725717213966e-01
7.996093750000000000e+00,1.047675136002940849e-01
8.175781250000000000e+00,1.024690681779912571e-01
8.355468750000000000e+00,1.007005314565651150e-01
8.535156250000000000e+00,1.007268094058734881e-01
8.714843750000000000e+00,9.756819197732474747e-02
8.894531250000000000e+00,9.615422974220039221e-02
9.074218750000000000e+00,9.450442700980334065e-02
9.253906250000000000e+00,9.285627427919153354e-02
9.433593750000000000e+00,9.258230349760933342e-02
9.613281250000000000e+00,9.003667809623279450e-02
9.792968750000000000e+00,9.046660528683864166e-02
9.972656250000000000e+00,9.015966575536184247e-02
1.015234375000000000e+01,8.937371811632524587e-02
1.033203125000000000e+01,8.577647747373756681e-02
1.051171875000000000e+01,8.623888129003709491e-02
1.069140625000000000e+01,8.186610300764092518e-02
1.087109375000000000e+01,7.928300231500763628e-02
1.105078125000000000e+01,7.726243356689095620e-02
1.123046875000000000e+01,7.867027453528653569e-02
1.141015625000000000e+01,7.615181143092325522e-02
