# value,p_norm_ratio
3.906250000000000000e-02,7.121428381938375851e-02
1.171875000000000000e-01,2.932168819836756257e-01
1.953125000000000000e-01,5.177115914734434776e-01
2.734375000000000000e-01,6.779320636272722078e-01
3.515625000000000000e-01,7.910258754259861247e-01
4.296875000000000000e-01,8.736120598415709759e-01
5.078125000000000000e-01,9.080697655148092240e-01
5.859375000000000000e-01,9.281620584229590687e-01
6.640625000000000000e-01,9.126567146506697759e-01
7.421875000000000000e-01,8.803639273681744815e-01
8.203125000000000000e-01,7.965045543671011030e-01
8.984375000000000000e-01,7.179377094056852426e-01
9.765625000000000000e-01,6.300026006225354358e-01
1.054687500000000000e+00,5.517175939028069465e-01
1.132812500000000000e+00,4.716374508900816886e-01
1.210937500000000000e+00,4.051738355863790941e-01
1.289062500000000000e+00,3.453035717230586443e-01
1.367187500000000000e+00,2.912502008850417212e-01
1.445312500000000000e+00,2.445766572669443861e-01
1.523437500000000000e+00,2.071825527419913493e-01
1.601562500000000000e+00,1.782091185262174582e-01
1.679687500000000000e+00,1.548126112677747912e-01
1.757812500000000000e+00,1.321560983983791071e-01
1.835937500000000000e+00,1.071554812754643426e-01
1.914062500000000000e+00,9.269034554478482180e-02
1.992187500000000000e+00,8.178917913638851511e-02
2.070312500000000000e+00,6.909769050584162187e-02
2.148437500000000000e+00,6.081914795657420575e-02
2.226562500000000000e+00,5.114743378783208339e-02
2.304687500000000000e+00,4.323097082294034832e-02
2.382812500000000000e+00,3.688928261842819994e-02
2.460937500000000000e+00,3.637743421700188190e-02
2.539062500000000000e+00,2.960592118423685873e-02
2.617187500000000000e+00,2.379652581822067764e-02
2.695312500000000000e+00,2.251311501419606120e-02
2.773437500000000000e+00,1.814204110663415401e-02
2.851562500000000000e+00,1.654108599497688264e-02
2.929687500000000000e+00,1.362685235459796217e-02
3.007812500000000000e+00,1.341919177486297805e-02
3.085937500000000000e+00,1.149882818345547217e-02
3.164062500000000000e+00,9.931530596954032258e-03
3.242187500000000000e+00,8.569967961846348611e-03
3.320312500000000000e+00,8.208625852154566305e-03
3.398437500000000000e+00,6.163137389382623323e-03
3.476562500000000000e+00,7.012831137656091139e-03
3.554687500000000000e+00,6.448273781740460585e-03
3.632812500000000000e+00,5.566827651244521738e-03
3.710937500000000000e+00,4.405325509546345088e-03
3.789062500000000000e+00,3.641998240918018197e-03
3.867187500000000000e+00,3.765197483941225710e-03
3.945312500000000000e+00,3.285101464737387369e-03
4.023437500000000000e+00,2.884386401089738313e-03
4.101562500000000000e+00,2.763092300999879514e-03
4.179687500000000000e+00,2.363647332641129889e-03
4.257812500000000000e+00,2.403020286597000541e-03
4.335937500000000000e+00,1.921654172104261685e-03
4.414062500000000000e+00,1.564122348279180707e-03
4.492187500000000000e+00,2.161067134061731791e-03
4.570312500000000000e+00,1.801630167303301883e-03
4.648437500000000000e+00,1.282796241788040654e-03
4.726562500000000000e+00,1.200875095654052073e-03
4.804687500000000000e+00,1.642233208546471862e-03
4.882812500000000000e+00,1.041478136897221185e-03
4.960937500000000000e+00,1.200875095654052073e-03
