# value,p_norm_ratio
3.906250000000000000e-02,6.760203045442569891e-02
1.171875000000000000e-01,3.034063178057787025e-01
1.953125000000000000e-01,5.370982784601600057e-01
2.734375000000000000e-01,7.065534581577643802e-01
3.515625000000000000e-01,8.138850276230145120e-01
4.296875000000000000e-01,8.719022364627695421e-01
5.078125000000000000e-01,8.934735049873018253e-01
5.859375000000000000e-01,8.848923958003998003e-01
6.640625000000000000e-01,8.580596714784484158e-01
7.421875000000000000e-01,8.047867053204171839e-01
8.203125000000000000e-01,7.465840932746040659e-01
8.984375000000000000e-01,6.731595604657693022e-01
9.765625000000000000e-01,5.992336723573677970e-01
1.054687500000000000e+00,5.279967680196450130e-01
1.132812500000000000e+00,4.592178689179244877e-01
1.210937500000000000e+00,3.983121505997543332e-01
1.289062500000000000e+00,3.442354227269051048e-01
1.367187500000000000e+00,2.985644358236494433e-01
1.445312500000000000e+00,2.578882124916468399e-01
1.523437500000000000e+00,2.214159051948969836e-01
1.601562500000000000e+00,1.907635507624944604e-01
1.679687500000000000e+00,1.650862356942013609e-01
1.757812500000000000e+00,1.426932626340371157e-01
1.835937500000000000e+00,1.232068839614944150e-01
1.914062500000000000e+00,1.068632799501439828e-01
1.992187500000000000e+00,9.326277351519592085e-02
2.070312500000000000e+00,8.065988265499614285e-02
2.148437500000000000e+00,7.068921939845908275e-02
2.226562500000000000e+00,6.242421114747238875e-02
2.304687500000000000e+00,5.437589720574437929e-02
2.382812500000000000e+00,4.811764860876343447e-02
2.460937500000000000e+00,4.231617352128826115e-02
2.539062500000000000e+00,3.740345380318413349e-02
2.617187500000000000e+00,3.321009496751826245e-02
2.695312500000000000e+00,2.959189537390960467e-02
2.773437500000000000e+00,2.668638349108128083e-02
2.851562500000000000e+00,2.328735484070977579e-02
2.929687500000000000e+00,2.093516340017403943e-02
3.007812500000000000e+00,1.880072140617614074e-02
3.085937500000000000e+00,1.673046248215295101e-02
3.164062500000000000e+00,1.484350818018335787e-02
3.242187500000000000e+00,1.334631264128865145e-02
3.320312500000000000e+00,1.210477576764432128e-02
3.398437500000000000e+00,1.060116953600786886e-02
3.476562500000000000e+00,9.890127164483021246e-03
3.554687500000000000e+00,9.015765245368678737e-03
3.632812500000000000e+00,7.950157003422955726e-03
3.710937500000000000e+00,7.390721586555805064e-03
3.789062500000000000e+00,6.757388966098893182e-03
3.867187500000000000e+00,6.202334151347172093e-03
3.945312500000000000e+00,5.498247036757159326e-03
4.023437500000000000e+00,5.141182924465828759e-03
4.101562500000000000e+00,4.623061087798824124e-03
4.179687500000000000e+00,4.209603331565377714e-03
4.257812500000000000e+00,3.873248885082969731e-03
4.335937500000000000e+00,3.522461716151983804e-03
4.414062500000000000e+00,3.228620462050323537e-03
4.492187500000000000e+00,3.036968520871431623e-03
4.570312500000000000e+00,2.726935476440991470e-03
4.648437500000000000e+00,2.409308936560005960e-03
4.726562500000000000e+00,2.347933299295266053e-03
4.804687500000000000e+00,2.069129833882485912e-03
4.882812500000000000e+00,2.003341746383561790e-03
4.960937500000000000e+00,1.835431258459973691e-03
