# value,p_norm_ratio
3.906250000000000000e-02,6.250030344010296113e-02
1.171875000000000000e-01,2.741933332903234155e-01
1.953125000000000000e-01,4.699351749510207177e-01
2.734375000000000000e-01,6.433413257152214015e-01
3.515625000000000000e-01,7.468194919065780368e-01
4.296875000000000000e-01,7.946207777141767181e-01
5.078125000000000000e-01,8.504460953634712661e-01
5.859375000000000000e-01,8.740176299468859211e-01
6.640625000000000000e-01,8.564232047638457024e-01
7.421875000000000000e-01,8.486638239066185418e-01
8.203125000000000000e-01,8.105356043046838543e-01
8.984375000000000000e-01,7.248651163924583196e-01
9.765625000000000000e-01,6.491388805154802988e-01
1.054687500000000000e+00,5.790619260564864312e-01
1.132812500000000000e+00,5.032743978391196471e-01
1.210937500000000000e+00,4.341596020176947679e-01
1.289062500000000000e+00,3.654282930318851763e-01
1.367187500000000000e+00,3.061591734629656725e-01
1.445312500000000000e+00,2.681480689379127647e-01
1.523437500000000000e+00,2.342593454686892063e-01
1.601562500000000000e+00,1.986591071414522403e-01
1.679687500000000000e+00,1.738299938533559574e-01
1.757812500000000000e+00,1.531815835773420176e-01
1.835937500000000000e+00,1.237717487173827235e-01
1.914062500000000000e+00,1.058220041345672852e-01
1.992187500000000000e+00,9.530045281969591608e-02
2.070312500000000000e+00,8.409313199045112541e-02
2.148437500000000000e+00,7.148938236187769857e-02
2.226562500000000000e+00,6.298035848849103946e-02
2.304687500000000000e+00,5.193757645538237683e-02
2.382812500000000000e+00,4.327796434862956482e-02
2.460937500000000000e+00,3.798416621368273099e-02
2.539062500000000000e+00,3.353186766385517908e-02
2.617187500000000000e+00,2.950060570229766366e-02
2.695312500000000000e+00,2.729059892879766996e-02
2.773437500000000000e+00,2.412359584052006095e-02
2.851562500000000000e+00,2.003009920980626871e-02
2.929687500000000000e+00,1.908141997063020692e-02
3.007812500000000000e+00,1.698756545984067903e-02
3.085937500000000000e+00,1.531103967849391234e-02
3.164062500000000000e+00,1.270480414567302929e-02
3.242187500000000000e+00,1.245967575491551023e-02
3.320312500000000000e+00,1.038372549061786568e-02
3.398437500000000000e+00,9.170087985851151091e-03
3.476562500000000000e+00,8.169293869014462167e-03
3.554687500000000000e+00,7.128409808945911606e-03
3.632812500000000000e+00,5.370659385333276421e-03
3.710937500000000000e+00,5.208660779774991478e-03
3.789062500000000000e+00,5.610010891067089382e-03
3.867187500000000000e+00,4.404690461901895372e-03
3.945312500000000000e+00,4.890501909905779418e-03
4.023437500000000000e+00,3.323859856456693948e-03
4.101562500000000000e+00,3.243188320203718722e-03
4.179687500000000000e+00,3.202545270958948639e-03
4.257812500000000000e+00,2.804370397889098445e-03
4.335937500000000000e+00,2.162992762402966146e-03
4.414062500000000000e+00,2.804411368704870164e-03
4.492187500000000000e+00,2.124234370683659567e-03
4.570312500000000000e+00,2.286847538478508583e-03
4.648437500000000000e+00,1.802265214947751815e-03
4.726562500000000000e+00,1.322169195743911306e-03
4.804687500000000000e+00,1.881646170503942402e-03
4.882812500000000000e+00,1.843543311836970313e-03
4.960937500000000000e+00,1.521574156101062345e-03
