# value,p_w_0,p_w_1,p_w_2
-1.132031250000000000e+01,1.470515557629526078e-02,1.424737282681989674e-02,1.543429993598923085e-02
-1.096093750000000000e+01,1.460802737959264984e-02,1.482907832783732921e-02,1.687632795053816900e-02
-1.060156250000000000e+01,1.523256469037184875e-02,1.565153175225723892e-02,1.747566413450776790e-02
-1.024218750000000000e+01,1.714350170886816405e-02,1.701051474224395121e-02,1.831372089985093890e-02
-9.882812500000000000e+00,1.723768961460973512e-02,1.808109639500308369e-02,1.915980501265615588e-02
-9.523437500000000000e+00,1.815228229403598528e-02,1.980916794065692293e-02,2.174126799746248229e-02
-9.164062500000000000e+00,2.017142346435196743e-02,2.043768235948755993e-02,2.201130311422527103e-02
-8.804687500000000000e+00,2.243656954174450685e-02,2.067525498044243265e-02,2.270400877120958352e-02
-8.445312500000000000e+00,2.339892143248502657e-02,2.352151486838390329e-02,2.486897119922074767e-02
-8.085937500000000000e+00,2.596303609197619239e-02,2.542997889989361340e-02,2.618886440945671079e-02
-7.726562500000000000e+00,2.607598862792824546e-02,2.658105774128744284e-02,2.811554137579318907e-02
-7.367187500000000000e+00,2.809938660756795825e-02,2.775801802915799088e-02,3.096894452773610307e-02
-7.007812500000000000e+00,2.984143122686114605e-02,3.065758084251134566e-02,3.143214201322754031e-02
-6.648437500000000000e+00,3.215128870799825039e-02,3.182463119676740698e-02,3.382795226662824867e-02
-6.289062500000000000e+00,3.344245616129204457e-02,3.359490318688649474e-02,3.550276930903963762e-02
-5.929687500000000000e+00,3.712475843949331056e-02,3.621678058863077310e-02,3.822784684476168010e-02
-5.570312500000000000e+00,3.896607022419511929e-02,3.925264631293842038e-02,4.028277395913443942e-02
-5.210937500000000000e+00,4.043141290185741504e-02,4.277462848175516558e-02,4.220145974777696207e-02
-4.851562500000000000e+00,4.358568747319970654e-02,4.491103815365474206e-02,4.527899245034448100e-02
-4.492187500000000000e+00,4.486092950231403836e-02,4.714209466229921791e-02,4.676641375547915119e-02
-4.132812500000000000e+00,4.676781970510478226e-02,5.219371760878673688e-02,5.255945412041136688e-02
-3.773437500000000000e+00,5.234668560085190686e-02,5.580908873003910531e-02,5.390619339899564710e-02
-3.414062500000000000e+00,5.811372800063077659e-02,5.981969083937329484e-02,5.779026995972288278e-02
-3.054687500000000000e+00,6.221166512515904912e-02,6.231907470665802584e-02,6.326778882844052987e-02
-2.695312500000000000e+00,6.696099562632991387e-02,6.236068801599113642e-02,6.544646682096313950e-02
-2.335937500000000000e+00,7.209515966905566398e-02,6.380868575650198993e-02,6.740877226879644912e-02
-1.976562500000000000e+00,7.764831162263458042e-02,6.859959522553667199e-02,6.890031066597308851e-02
-1.617187500000000000e+00,8.575662875853949652e-02,7.261261886865925941e-02,7.215265054704086967e-02
-1.257812500000000000e+00,8.629543709032330701e-02,7.518469934203722560e-02,7.457346344573573260e-02
-8.984375000000000000e-01,8.891733841621855816e-02,7.671033934464557835e-02,7.903764312093358724e-02
-5.390625000000000000e-01,9.193046593124062915e-02,8.114366313525445129e-02,8.145454043137538569e-02
-1.796875000000000000e-01,9.189417834446916844e-02,8.146785370408199389e-02,8.204362229379030813e-02
1.796875000000000000e-01,9.141183012109102557e-02,8.111643947797532450e-02,8.118225016539128147e-02
5.390625000000000000e-01,8.640971334004558801e-02,7.910932111113593013e-02,7.942833259094515819e-02
8.984375000000000000e-01,8.364133106094434611e-02,7.739861292318307717e-02,7.704206425974650940e-02
