# value,p_j_0_0,p_j_0_1,p_j_0_2,p_j_1_0,p_j_1_1,p_j_1_2,p_j_2_0,p_j_2_1,p_j_2_2
-1.132031250000000000e+01,1.884647407822657300e-02,4.579978810283157585e-03,4.736963208895172278e-03,1.436821552746152253e-02,4.769056299664260236e-03,8.923812088312435206e-03,1.341630638778137583e-02,8.483275079836144830e-03,5.506571644737343410e-03
-1.096093750000000000e+01,2.064195869706473077e-02,5.189475906760093044e-03,5.361918775460531097e-03,1.560012875107868666e-02,5.248771151912492300e-03,9.271106433239341416e-03,1.437467481412394756e-02,9.618990616340862901e-03,6.236681257342987193e-03
-1.060156250000000000e+01,2.179897764752285194e-02,5.218879268146128618e-03,5.722702955462728551e-03,1.665312322802997569e-02,5.762983254496896815e-03,9.889553469788680759e-03,1.457087888881065593e-02,1.029192663445189886e-02,6.780150261084584053e-03
-1.024218750000000000e+01,2.218330825031827186e-02,6.136762569074916129e-03,6.141657774395482654e-03,1.673351512085335599e-02,6.688278369237906501e-03,1.068866090784599196e-02,1.625753260366539707e-02,1.142269982856927886e-02,6.951963900963260834e-03
-9.882812500000000000e+00,2.394622658613361835e-02,6.002786118078804085e-03,6.556016183073502118e-03,1.885535221294435196e-02,6.904631958609702518e-03,1.157921444875258631e-02,1.696621995395983587e-02,1.265461638839300920e-02,7.257518761176298336e-03
-9.523437500000000000e+00,2.560972762310461184e-02,7.006245335373090764e-03,8.009203938492708355e-03,2.054761330088202692e-02,7.867331643673845104e-03,1.342997891764436021e-02,1.901255629184467680e-02,1.316072779361540136e-02,8.302002516963134793e-03
-9.164062500000000000e+00,2.706723195654304678e-02,7.325754018668550506e-03,8.248653285362242404e-03,2.109162631576232128e-02,8.677513458867202462e-03,1.432115894668648144e-02,2.034370026284290645e-02,1.363412118965091208e-02,8.412646083683089290e-03
-8.804687500000000000e+00,2.972301775496953569e-02,7.714208475504993195e-03,8.898462244666362903e-03,2.290662650040745443e-02,8.870867670577094882e-03,1.561072553687523588e-02,2.084428153551394838e-02,1.451145325008131384e-02,1.018880025407045177e-02
-8.445312500000000000e+00,3.152047870076857272e-02,8.733011143590737116e-03,9.577116940423546429e-03,2.374758163762626106e-02,9.903637120721729345e-03,1.775256876562088942e-02,2.137268862828653124e-02,1.687839101967316888e-02,1.114608272228844767e-02
-8.085937500000000000e+00,3.462415521233134369e-02,9.445446647281001071e-03,1.087702159601891018e-02,2.601926681094142782e-02,1.091246266600254429e-02,1.895833975557992962e-02,2.392975333448144407e-02,1.926247023570747813e-02,1.162348132933005256e-02
-7.726562500000000000e+00,3.598257486619840101e-02,1.009598308691343586e-02,1.119744727869577232e-02,2.643939563332460205e-02,1.207666372751092787e-02,2.031475075882436046e-02,2.461181355565167025e-02,1.998865483574165450e-02,1.301776524759236733e-02
-7.367187500000000000e+00,3.926457210823130345e-02,1.183514532057968957e-02,1.201471598733221124e-02,2.733379607150649912e-02,1.345556025598163875e-02,2.054125081587297036e-02,2.688720649895865594e-02,2.250742974604362859e-02,1.398453307842394654e-02
-7.007812500000000000e+00,4.235909524797516756e-02,1.372222387080225536e-02,1.347765607216300753e-02,3.090860260009360011e-02,1.482695826289748275e-02,2.258151203408048646e-02,2.899176150246022057e-02,2.401268317646107139e-02,1.519378542339393928e-02
-6.648437500000000000e+00,4.475235576062219778e-02,1.486942388374251633e-02,1.595987857725545203e-02,3.237462915024087035e-02,1.718529591287101463e-02,2.498173623403884824e-02,3.206532290533282287e-02,2.713095471005249823e-02,1.698797242099873636e-02
-6.289062500000000000e+00,5.012919861178935510e-02,1.597635531586366273e-02,1.777779402963605704e-02,3.385107203567631201e-02,1.674570600453113497e-02,2.785360200623269653e-02,3.342299700895735165e-02,2.980890028027299507e-02,1.898278080996125203e-02
-5.929687500000000000e+00,5.397279607752326902e-02,1.699062626418158459e-02,1.847068102245239332e-02,3.702279284887606547e-02,1.990046284140794750e-02,3.019216451091171621e-02,3.660573507678727134e-02,3.207075924675508588e-02,2.086458906538860708e-02
