# value,p_w
8.984375000000000000e-02,1.980606287341881236e-04
2.695312500000000000e-01,1.785404470923615408e-03
4.492187500000000000e-01,6.264933025308993056e-03
6.289062500000000000e-01,1.104477824205408673e-02
8.085937500000000000e-01,1.673584892257341111e-02
9.882812500000000000e-01,2.345838962856369725e-02
1.167968750000000000e+00,2.989594888921170632e-02
1.347656250000000000e+00,3.586609402372707006e-02
1.527343750000000000e+00,4.262595597444324147e-02
1.707031250000000000e+00,5.110771073263317005e-02
1.886718750000000000e+00,5.393986032939308839e-02
2.066406250000000000e+00,6.197869601440214593e-02
2.246093750000000000e+00,6.506439338428490760e-02
2.425781250000000000e+00,7.045627923500311085e-02
2.605468750000000000e+00,7.594981753613935793e-02
2.785156250000000000e+00,7.989115842339336582e-02
2.964843750000000000e+00,8.450248386297934400e-02
3.144531250000000000e+00,8.586341973948835582e-02
3.324218750000000000e+00,9.290655129699211534e-02
3.503906250000000000e+00,9.488431087873334946e-02
3.683593750000000000e+00,1.001933244436089554e-01
3.863281250000000000e+00,1.047724233008864442e-01
4.042968750000000000e+00,1.049310230678183881e-01
4.222656250000000000e+00,1.088019503785609549e-01
4.402343750000000000e+00,1.097380173126161068e-01
4.582031250000000000e+00,1.104413385771050859e-01
4.761718750000000000e+00,1.136149334038567132e-01
4.941406250000000000e+00,1.135497381030111524e-01
5.121093750000000000e+00,1.113720347906164559e-01
5.300781250000000000e+00,1.119525388504558766e-01
5.480468750000000000e+00,1.163827680858623148e-01
5.660156250000000000e+00,1.129006418960152858e-01
5.839843750000000000e+00,1.151080448732134803e-01
6.019531250000000000e+00,1.182678468173806591e-01
6.199218750000000000e+00,1.170823865993001478e-01
6.378906250000000000e+00,1.162674046643244058e-01
6.558593750000000000e+00,1.217918863383262162e-01
6.738281250000000000e+00,1.166984945083531788e-01
6.917968750000000000e+00,1.156712583425485441e-01
7.097656250000000000e+00,1.122047244847545339e-01
7.277343750000000000e+00,1.116297353723503111e-01
7.457031250000000000e+00,1.104881004479329326e-01
7.636718750000000000e+00,1.082341384363840892e-01
7.816406250000000000e+00,1.114329845335596397e-01
7.996093750000000000e+00,1.095101644389808726e-01
8.175781250000000000e+00,1.046304349636574121e-01
8.355468750000000000e+00,1.051430652781527447e-01
8.535156250000000000e+00,1.038668253182999102e-01
8.714843750000000000e+00,1.006903935170196107e-01
8.894531250000000000e+00,1.002392707093402585e-01
9.074218750000000000e+00,9.968674564325487319e-02
9.253906250000000000e+00,9.885252325923518657e-02
9.433593750000000000e+00,9.733808659757305082e-02
9.613281250000000000e+00,9.546043929310991938e-02
9.792968750000000000e+00,9.262739495798794076e-02
9.972656250000000000e+00,9.225553204762459991e-02
1.015234375000000000e+01,9.254754693734834614e-02
1.033203125000000000e+01,9.085452515352027136e-02
1.051171875000000000e+01,8.883614640401339690e-02
1.069140625000000000e+01,8.558422614484037516e-02
1.087109375000000000e+01,8.516540410236507486e-02
1.105078125000000000e+01,8.406039005627491401e-02
1.123046875000000000e+01,8.086925644829816295e-02
1.141015625000000000e+01,7.905118716557892056e-02
