# value,p_w
8.984375000000000000e-02,2.598342219506643018e-04
2.695312500000000000e-01,1.762116366794893056e-03
4.492187500000000000e-01,4.500186947953622486e-03
6.289062500000000000e-01,8.366962125385325744e-03
8.085937500000000000e-01,1.294169673823505375e-02
9.882812500000000000e-01,1.762047628219621728e-02
1.167968750000000000e+00,2.338172349679399145e-02
1.347656250000000000e+00,2.940032019627516688e-02
1.527343750000000000e+00,3.541201480910966676e-02
1.707031250000000000e+00,4.083097487126575303e-02
1.886718750000000000e+00,4.592837633436414047e-02
2.066406250000000000e+00,5.144695691755801770e-02
2.246093750000000000e+00,5.630033575591943812e-02
2.425781250000000000e+00,6.050802005861802974e-02
2.605468750000000000e+00,6.506896381415191999e-02
2.785156250000000000e+00,7.053301356823893364e-02
2.964843750000000000e+00,7.475102995531164585e-02
3.144531250000000000e+00,7.828860431477313586e-02
3.324218750000000000e+00,8.222368533779667032e-02
3.503906250000000000e+00,8.551153572757155819e-02
3.683593750000000000e+00,8.846228265281680381e-02
3.863281250000000000e+00,9.130068716761693959e-02
4.042968750000000000e+00,9.458487613622730550e-02
4.222656250000000000e+00,9.654342929260310846e-02
4.402343750000000000e+00,9.927694267984794874e-02
4.582031250000000000e+00,1.011221013956091486e-01
4.761718750000000000e+00,1.027425993296242485e-01
4.941406250000000000e+00,1.046185896837814600e-01
5.121093750000000000e+00,1.069988551273979155e-01
5.300781250000000000e+00,1.085834874083883711e-01
5.480468750000000000e+00,1.095436558231925733e-01
5.660156250000000000e+00,1.103509538810837215e-01
5.839843750000000000e+00,1.104162011341566912e-01
6.019531250000000000e+00,1.110774173398810794e-01
6.199218750000000000e+00,1.113483170336480588e-01
6.378906250000000000e+00,1.122442551113922576e-01
6.558593750000000000e+00,1.124437601204788667e-01
6.738281250000000000e+00,1.137357021792607392e-01
6.917968750000000000e+00,1.142793543047776195e-01
7.097656250000000000e+00,1.144630180505074313e-01
7.277343750000000000e+00,1.146649184706030472e-01
7.457031250000000000e+00,1.140772565603531824e-01
7.636718750000000000e+00,1.137106933550161708e-01
7.816406250000000000e+00,1.134668080972986437e-01
7.996093750000000000e+00,1.136186579598467000e-01
8.175781250000000000e+00,1.128655291684556167e-01
8.355468750000000000e+00,1.125043495806155730e-01
8.535156250000000000e+00,1.118560992673700849e-01
8.714843750000000000e+00,1.105420740123277817e-01
8.894531250000000000e+00,1.103774019798531153e-01
9.074218750000000000e+00,1.104123697899752482e-01
9.253906250000000000e+00,1.100238942702918693e-01
9.433593750000000000e+00,1.091911888021623173e-01
9.613281250000000000e+00,1.095773579634588546e-01
9.792968750000000000e+00,1.074308761141438140e-01
9.972656250000000000e+00,1.074415263635226797e-01
1.015234375000000000e+01,1.060940832758783398e-01
1.033203125000000000e+01,1.060681059497264878e-01
1.051171875000000000e+01,1.049697231873089331e-01
1.069140625000000000e+01,1.043604976313024929e-01
1.087109375000000000e+01,1.025411107847396114e-01
1.105078125000000000e+01,1.014716410296353233e-01
1.123046875000000000e+01,1.001667181669860240e-01
1.141015625000000000e+01,9.861119583091759733e-02
